folio;hogar;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_05b;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_08b;s1a_09;s1a_09b;s1a_10;s1a_11;s1a_12;s1a_13;s1a_14;s1a_15;s1a_16;s1a_16b;s1a_17_1a;s1a_17_1b;s1a_17_2a;s1a_17_2b;s1a_17_3a;s1a_17_3b;s1a_17_4a;s1a_17_4b;s1a_17_4c;s1a_18_1a;s1a_18_1b;s1a_18_2a;s1a_18_2b;s1a_18_3a;s1a_18_3b;s1a_18_4a;s1a_18_4b;s1a_18_5a;s1a_18_5b;s1a_18_5c;s1a_19;s1a_20;s1a_20b;s1a_21;s1a_22;s1a_23;s1a_24;s1a_25;s1a_26;depto;prov;mun;urbrur;upm;estrato;dia;mes;anio;factor_ant;factor
"42-04602377020-A0031";1;1;2;"";;100;2;"";1;1;"";7;"";2;"";15;6;;;1;0;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";24;1;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;29;11;2014;255;256
"42-04602377020-A0041";1;1;2;"";;100;2;"";1;4;"";7;"";2;"";14;6;;;1;20;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;1;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;30;11;2014;255;256
"42-04602377020-A0061";1;1;2;"";;50;2;"";2;2;"";1;"";2;"";14;3;;2;1;29;3;"";1;20;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";24;1;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;29;11;2014;255;256
"42-04602377020-A0071";1;1;2;"";;0;2;"";2;4;"";1;"";2;"";14;6;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";24;1;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;29;11;2014;255;256
"42-04602377020-A0081";1;1;2;"";;50;2;"";1;4;"";7;"";2;"";14;6;;;1;50;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";54;2;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;30;11;2014;255;256
"42-04602377020-A0091";1;1;2;"";;200;2;"";1;1;"";5;"";2;"";14;6;;;1;17;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";24;2;2;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;30;11;2014;255;256
"42-04602377020-A0111";1;1;1;"";120;;1;"";1;1;"";5;"";2;"";15;6;;;1;25;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;2;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;29;11;2014;255;256
"42-04602377020-A0121";1;4;1;"";75;;2;"";1;2;"";7;"";2;"";14;6;;;1;40;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";24;1;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;29;11;2014;255;256
"42-04602377020-A0131";1;1;2;"";;0;2;"";1;1;"";1;"";2;"";14;6;;;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;2;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;29;11;2014;255;256
"42-04602377020-A0141";1;1;2;"";;200;2;"";2;4;"";1;"";2;"";14;6;;;1;30;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;6;1;2;;2;"04";"0410";"041001";2;"42-04602377020-A";4;29;11;2014;255;256
"42-04657313006-D0021";1;2;2;"";;30;2;"";1;4;"";7;"";5;"";0;3;;1;1;23;1;"";2;;2;;1;100;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;25;11;2014;351;352
"42-04657313006-D0031";1;2;5;"";;30;2;"";1;4;"";1;"";5;"";0;6;;;1;23;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;2;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;25;11;2014;351;352
"42-04657313006-D0051";1;2;2;"";;30;2;"";2;4;"";7;"";7;"";0;3;;2;1;23;2;"";1;50;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04657313006-D0071";1;2;2;"";;30;2;"";2;1;"";1;"";7;"";0;3;;1;1;23;2;"";1;10000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;25;11;2014;351;352
"42-04657313006-D0081";1;1;2;"";;0;2;"";1;4;"";7;"";7;"";0;6;;;1;23;2;"";1;5000;2;;2;;2;"";;2;;2;;2;;1;10;2;"";;1;1;"";0;4;2;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04657313006-D0101";1;1;2;"";;0;2;"";1;1;"";7;"";2;"";0;3;;2;1;24;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04657313006-D0121";1;2;2;"";;0;2;"";1;4;"";1;"";7;"";0;6;;;1;23;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"Ns/Nr";300;1;1;"";0;4;2;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04657313006-D0131";1;2;2;"";;0;2;"";1;4;"";1;"";2;"";0;6;;;1;23;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;4;2;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04657313006-D0151";1;1;2;"";;0;2;"";1;4;"";1;"";5;"";0;6;;;1;23;2;"";1;2000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";30;2;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04657313006-D0171";1;2;2;"";;0;2;"";1;4;"";1;"";5;"";0;3;;1;1;23;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04657313006-D0181";1;2;2;"";;50;2;"";2;4;"";1;"";6;"";0;6;;;1;23;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04657313006-D0201";1;1;2;"";;50;2;"";1;1;"";1;"";6;"";0;6;;;1;23;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;1;2;;2;"04";"0407";"040702";2;"42-04657313006-D";5;26;11;2014;351;352
"42-04745229178-D0021";1;1;2;"";;120;2;"";1;1;"";1;"";6;"";0;6;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;1;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;24;11;2014;255;256
"42-04745229178-D0051";1;1;2;"";;150;2;"";1;1;"";7;"";6;"";0;6;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;1;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;24;11;2014;255;256
"42-04745229178-D0071";1;1;2;"";;150;2;"";1;4;"";1;"";6;"";0;6;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;2;"";0;1;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;24;11;2014;255;256
"42-04745229178-D0101";1;1;2;"";;120;2;"";2;4;"";1;"";6;"";0;6;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;1;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;23;11;2014;255;256
"42-04745229178-D0121";1;1;2;"";;100;2;"";2;4;"";1;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;2;"";0;1;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;23;11;2014;255;256
"42-04745229178-D0141";1;1;2;"";;0;2;"";2;4;"";1;"";6;"";0;6;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;2;"";0;2;2;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;23;11;2014;255;256
"42-04745229178-D0171";1;1;2;"";;100;2;"";2;4;"";1;"";6;"";0;6;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;2;"";0;1;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;24;11;2014;255;256
"42-04745229178-D0191";1;1;2;"";;0;2;"";2;4;"";1;"";8;"";0;6;;;2;;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";40;2;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;24;11;2014;255;256
"42-04745229178-D0221";1;1;2;"";;100;2;"";2;4;"";1;"";6;"";0;6;;;2;;2;"";1;500;2;;2;;2;"";;1;1000;2;;2;;2;;2;"";;1;2;"";0;3;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;24;11;2014;255;256
"42-04745229178-D0241";1;2;1;"";500;;2;"";2;4;"";1;"";6;"";0;6;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;1;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;23;11;2014;255;256
"42-04745229178-D0261";1;1;1;"";50;;2;"";2;4;"";1;"";6;"";0;6;;;2;;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;2;"";0;3;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;23;11;2014;255;256
"42-04745229178-D0291";1;2;2;"";;300;2;"";2;4;"";1;"";6;"";0;6;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;2;"";0;3;1;2;;2;"04";"0401";"040103";2;"42-04745229178-D";4;23;11;2014;255;256
"51-00255638362-A0021";1;4;1;"";150;;2;"";1;1;"";3;"";2;"";22;1;1;2;1;22;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;2;1;2;;2;"05";"0515";"051501";1;"51-00255638362-A";2;19;11;2014;492;500
"51-00255638362-A0051";1;1;1;"";160;;2;"";1;2;"";7;"";2;"";27;1;1;1;1;28;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"05";"0515";"051501";1;"51-00255638362-A";2;19;11;2014;492;500
"51-00255638362-A0081";1;1;2;"";;600;2;"";1;2;"";5;"";2;"";23;1;1;2;1;120;5;"";1;400;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"05";"0515";"051501";1;"51-00255638362-A";2;19;11;2014;492;500
"51-00255638362-A0111";1;1;3;"";;1500;2;"";1;2;"";5;"";1;"";25;1;1;1;1;100;5;"";1;5000;1;1000;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;3;1;40;2;"05";"0515";"051501";1;"51-00255638362-A";2;19;11;2014;492;500
"51-00255638362-A0141";1;4;1;"";300;;2;"";1;2;"";5;"";2;"";7;1;1;2;1;12;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";22;2;1;2;;2;"05";"0515";"051501";1;"51-00255638362-A";2;19;11;2014;492;500
"51-00255638362-A0171";1;1;1;"";150;;2;"";1;2;"";5;"";1;"";24;1;1;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;2;1;2;;2;"05";"0515";"051501";1;"51-00255638362-A";2;19;11;2014;492;500
"51-00255638362-A0201";1;1;2;"";;1200;2;"";1;1;"";5;"";1;"";24;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;4;3;1;15;1;"05";"0515";"051501";1;"51-00255638362-A";2;19;11;2014;492;500
"51-00255638362-A0231";1;1;2;"";;800;2;"";1;1;"";5;"";1;"";23;1;1;1;1;70;5;"";1;200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;1;2;;2;"05";"0515";"051501";1;"51-00255638362-A";2;19;11;2014;492;500
"51-00255638362-A0271";1;1;2;"";;200;2;"";1;1;"";5;"";2;"";24;1;1;1;1;80;6;"";1;2800;1;20;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;2;2;;2;"05";"0515";"051501";1;"51-00255638362-A";2;20;11;2014;492;500
"51-00255638362-A0301";1;1;2;"";;80;2;"";1;1;"";5;"";2;"";28;1;1;1;1;40;6;"";2;;2;;1;200;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;7;3;1;60;2;"05";"0515";"051501";1;"51-00255638362-A";2;18;11;2014;492;500
"51-00255638362-A0331";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";12;1;1;1;1;55;6;"";1;3000;1;2000;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;5;4;2;;1;"05";"0515";"051501";1;"51-00255638362-A";2;18;11;2014;492;500
"51-00255638362-A0361";1;1;6;"";;450;2;"";1;2;"";5;"";2;"";36;1;1;1;1;106;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";46;4;3;2;;2;"05";"0515";"051501";1;"51-00255638362-A";2;20;11;2014;492;500
"51-00309172516-A0031";1;4;4;"";;300;1;"";1;3;"";6;"";2;"";0;1;1;2;1;0;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"05";"0512";"051201";1;"51-00309172516-A";2;25;11;2014;492;500
"51-00309172516-A0061";1;1;2;"";;100;1;"";1;1;"";6;"";2;"";18;1;1;1;1;120;5;"";1;200;1;100;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;5;3;1;57;2;"05";"0512";"051201";1;"51-00309172516-A";2;26;11;2014;492;500
"51-00309172516-A0091";1;3;6;"";;2500;1;"";1;3;"";3;"";1;"";12;1;1;1;1;65;5;"";2;;1;500;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;1;"05";"0512";"051201";1;"51-00309172516-A";2;25;11;2014;492;500
"51-00309172516-A0121";1;4;4;"";;250;2;"";1;1;"";3;"";2;"";0;1;1;2;1;0;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"05";"0512";"051201";1;"51-00309172516-A";2;26;11;2014;492;500
"51-00309172516-A0151";1;1;2;"";;2000;1;"";1;3;"";6;"";1;"";60;1;1;1;1;250;5;"";1;2000;1;2000;1;500;2;"";;1;6000;2;;2;;2;;2;"";;1;3;"";90;5;4;1;23;1;"05";"0512";"051201";1;"51-00309172516-A";2;25;11;2014;492;500
"51-00309172516-A0181";1;4;6;"";;600;2;"";1;1;"";5;"";2;"";13;1;1;2;1;60;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;"05";"0512";"051201";1;"51-00309172516-A";2;26;11;2014;492;500
"51-00309172516-A0211";1;4;2;"";;250;2;"";1;4;"";5;"";2;"";30;1;1;2;1;50;5;"";2;;1;200;2;;2;"";;2;;2;;1;150;1;50;2;"";;1;3;"";22;1;0;2;;2;"05";"0512";"051201";1;"51-00309172516-A";2;25;11;2014;492;500
"51-00309172516-A0241";1;4;1;"";200;;2;"";1;1;"";5;"";2;"";50;1;1;2;1;55;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";45;2;1;2;;2;"05";"0512";"051201";1;"51-00309172516-A";2;27;11;2014;492;500
"51-00309172516-A0271";1;1;2;"";;300;1;"";1;1;"";6;"";2;"";20;1;1;1;1;38;6;"";2;;1;60;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";68;5;4;2;;2;"05";"0512";"051201";1;"51-00309172516-A";2;26;11;2014;492;500
"51-00309172516-A0301";1;1;2;"";;200;2;"";1;1;"";3;"";2;"";20;1;1;1;1;68;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;20;2;"";;1;3;"";45;4;3;1;17;2;"05";"0512";"051201";1;"51-00309172516-A";2;25;11;2014;492;500
"51-00309172516-A0321";1;1;2;"";;800;1;"";1;3;"";6;"";2;"";20;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;3;2;;1;"05";"0512";"051201";1;"51-00309172516-A";2;25;11;2014;492;500
"51-00309172516-A0351";1;4;5;"";;500;1;"";1;1;"";5;"";2;"";35;1;1;2;1;60;6;"";1;400;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;2;1;2;;2;"05";"0512";"051201";1;"51-00309172516-A";2;26;11;2014;492;500
"51-00309320969-A0021";1;1;1;"";200;;2;"";1;1;"";5;"";2;"";15;1;1;1;1;30;5;"";2;;2;;1;1000;2;"";;2;;2;;2;;2;;2;"";;1;3;"";33;1;0;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00309320969-A0051";1;1;2;"";;800;1;"";1;1;"";3;"";1;"";50;1;1;1;1;80;5;"";2;;1;400;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;6;2;1;100;1;"05";"0512";"051201";1;"51-00309320969-A";2;30;11;2014;492;500
"51-00309320969-A0081";1;1;1;"";650;;2;"";1;1;"";3;"";2;"";40;1;1;1;1;40;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00309320969-A0101";1;4;1;"";300;;2;"";1;1;"";3;"";2;"";20;1;1;2;1;50;5;"";1;200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00309320969-A0131";1;1;1;"";300;;2;"";1;1;"";5;"";2;"";15;1;1;1;1;105;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;1;1;2;;1;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00309320969-A0161";1;1;1;"";2500;;1;"";1;3;"";6;"";2;"";6;1;1;1;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;2;1;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00309320969-A0181";1;4;1;"";250;;2;"";1;1;"";5;"";2;"";25;1;1;2;1;58;5;"";2;;1;620;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00309320969-A0211";1;1;1;"";1200;;2;"";1;1;"";6;"";1;"";35;1;1;2;1;170;5;"";2;;2;;2;;2;"";;1;6000;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;30;11;2014;492;500
"51-00309320969-A0241";1;1;2;"";;600;2;"";1;1;"";5;"";2;"";22;1;1;1;1;170;6;"";1;800;1;1500;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";68;5;4;2;;1;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00309320969-A0261";1;1;2;"";;200;1;"";1;1;"";3;"";2;"";60;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;3;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;30;11;2014;492;500
"51-00309320969-A0291";1;1;2;"";;300;1;"";1;1;"";6;"";2;"";60;1;1;1;1;80;6;"";2;;1;200;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00309320969-A0321";1;1;2;"";;200;2;"";1;1;"";5;"";2;"";13;1;1;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;2;2;;2;"05";"0512";"051201";1;"51-00309320969-A";2;29;11;2014;492;500
"51-00377151596-A0021";1;1;2;"";;100;2;"";1;2;"";8;"LOSA";1;"";14;1;1;1;1;18;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";22;2;1;2;;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0071";1;1;2;"";;1300;2;"";1;2;"";5;"";2;"";70;1;1;1;1;90;6;"";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";40;6;3;1;36;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0121";1;4;4;"";;100;1;"";1;2;"";5;"";2;"";0;1;1;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";40;2;1;2;;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0171";1;1;2;"";;1000;2;"";1;2;"";5;"";2;"";14;1;1;1;1;79;6;"";1;200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;1;2;;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0221";1;1;2;"";;1000;2;"";1;2;"";3;"";2;"";15;1;1;1;1;50;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;6;2;1;38;2;"05";"0501";"050101";1;"51-00377151596-A";1;24;11;2014;511;519
"51-00377151596-A0271";1;1;2;"";;400;2;"";1;1;"";5;"";2;"";25;1;1;1;1;50;5;"";1;2000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;3;1;1;36;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0321";1;4;5;"";;150;2;"";1;2;"";5;"";2;"";15;1;1;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"05";"0501";"050101";1;"51-00377151596-A";1;24;11;2014;511;519
"51-00377151596-A0371";1;1;2;"";;2000;1;"";1;2;"";5;"";1;"";30;1;1;2;1;150;5;"";2;;2;;1;300;2;"";;2;;2;;2;;2;;2;"";;1;4;"";40;6;4;1;60;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0411";1;1;2;"";;400;2;"";1;2;"";5;"";2;"";23;1;1;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;4;2;1;36;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0461";1;1;2;"";;400;2;"";1;1;"";3;"";1;"";30;1;1;1;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;1;36;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0511";1;1;2;"";;800;2;"";1;1;"";3;"";1;"";14;1;1;1;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;3;2;1;43;2;"05";"0501";"050101";1;"51-00377151596-A";1;21;11;2014;511;519
"51-00377151596-A0561";1;4;2;"";;700;2;"";1;1;"";3;"";2;"";10;1;1;2;1;50;6;"";1;600;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";13;2;1;1;36;1;"05";"0501";"050101";1;"51-00377151596-A";1;22;11;2014;511;519
"51-00377823091-A0031";1;1;1;"";2100;;2;"";1;2;"";5;"";1;"";50;1;1;1;1;190;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";15;3;2;2;;1;"05";"0501";"050101";1;"51-00377823091-A";1;29;11;2014;511;519
"51-00377823091-A0071";1;4;2;"";;600;1;"";1;1;"";6;"";2;"";35;1;1;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;0;1;36;1;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377823091-A0111";1;1;2;"";;1500;2;"";1;2;"";3;"";1;"";20;1;1;2;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;3;2;2;;1;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377823091-A0151";1;1;2;"";;2000;1;"";1;1;"";6;"";2;"";40;1;1;1;1;150;5;"";1;5000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";35;4;2;1;38;1;"05";"0501";"050101";1;"51-00377823091-A";1;29;11;2014;511;519
"51-00377823091-A0191";1;1;5;"";;300;2;"";1;3;"";5;"";1;"";20;1;1;1;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;2;1;1;48;2;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377823091-A0231";1;1;2;"";;500;1;"";1;1;"";6;"";1;"";52;1;1;1;1;60;6;"";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;2;1;1;36;2;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377823091-A0271";1;1;2;"";;500;2;"";1;2;"";5;"";1;"";25;1;1;1;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;2;0;2;;2;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377823091-A0331";1;4;4;"";;200;1;"";1;1;"";6;"";2;"";0;1;1;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";45;1;0;2;;2;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377823091-A0361";1;1;5;"";;700;1;"";1;3;"";6;"";2;"";26;1;1;1;1;57;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;2;"05";"0501";"050101";1;"51-00377823091-A";1;29;11;2014;511;519
"51-00377823091-A0401";1;4;2;"";;700;2;"";1;2;"";5;"";2;"";30;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;3;2;;2;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377823091-A0441";1;1;5;"";;700;1;"";1;1;"";3;"";1;"";50;1;1;1;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";32;4;2;1;45;2;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377823091-A0481";1;1;5;"";;900;2;"";1;2;"";3;"";2;"";30;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;1;2;;2;"05";"0501";"050101";1;"51-00377823091-A";1;28;11;2014;511;519
"51-00377911611-A0031";1;1;2;"";;500;1;"";1;1;"";5;"";1;"";22;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";45;4;3;1;100;1;"05";"0501";"050101";1;"51-00377911611-A";1;2;12;2014;511;519
"51-00377911611-A0061";1;4;1;"";300;;1;"";1;2;"";5;"";2;"";20;1;1;2;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;1;36;2;"05";"0501";"050101";1;"51-00377911611-A";1;3;12;2014;511;519
