folio;hogar;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_05b;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_08b;s1a_09;s1a_09b;s1a_10;s1a_11;s1a_12;s1a_13;s1a_14;s1a_15;s1a_16;s1a_16b;s1a_17_1a;s1a_17_1b;s1a_17_2a;s1a_17_2b;s1a_17_3a;s1a_17_3b;s1a_17_4a;s1a_17_4b;s1a_17_4c;s1a_18_1a;s1a_18_1b;s1a_18_2a;s1a_18_2b;s1a_18_3a;s1a_18_3b;s1a_18_4a;s1a_18_4b;s1a_18_5a;s1a_18_5b;s1a_18_5c;s1a_19;s1a_20;s1a_20b;s1a_21;s1a_22;s1a_23;s1a_24;s1a_25;s1a_26;depto;prov;mun;urbrur;upm;estrato;dia;mes;anio;factor_ant;factor
"21-06003250218-A0041";1;1;5;"";;100;1;"";1;1;"";2;"";3;"";0;3;;2;1;35;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;"02";"0201";"020105";1;"21-06003250218-A";6;8;12;2014;248;250
"21-06003250218-A0051";1;1;2;"";;200;1;"";1;1;"";5;"";3;"";0;3;;1;1;30;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";22;3;3;2;;2;"02";"0201";"020105";1;"21-06003250218-A";6;8;12;2014;248;250
"21-06003250218-A0061";1;1;2;"";;50;1;"";2;1;"";5;"";3;"";0;2;;1;1;17;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;2;2;;2;"02";"0201";"020105";1;"21-06003250218-A";6;8;12;2014;248;250
"21-06003250218-A0071";1;4;2;"";;30;2;"";1;1;"";5;"";3;"";0;6;;;1;30;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06003250218-A";6;8;12;2014;248;250
"21-06003250218-A0081";1;1;2;"";;50;2;"";1;1;"";1;"";3;"";6;6;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";12;1;0;2;;2;"02";"0201";"020105";1;"21-06003250218-A";6;8;12;2014;248;250
"21-06014132160-A0011";1;1;2;"";;250;1;"";1;1;"";5;"";2;"";27;3;;1;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;19;11;2014;199;201
"21-06014132160-A0021";1;1;2;"";;350;1;"";1;1;"";5;"";2;"";30;3;;1;1;90;6;"";1;120;2;;2;;1;"Ns/Nr";200;2;;2;;1;800;2;;2;"";;1;3;"";68;3;2;2;;1;"02";"0201";"020105";1;"21-06014132160-A";6;23;11;2014;199;201
"21-06014132160-A0031";1;1;2;"";;180;1;"";1;1;"";5;"";2;"";10;3;;1;1;12;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";10;2;1;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;23;11;2014;199;201
"21-06014132160-A0041";1;1;1;"";100;;2;"";2;1;"";1;"";11;"TRASLADO DE LA LASA CONTINUA";18;3;;1;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";48;1;1;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;23;11;2014;199;201
"21-06014132160-A0051";1;4;2;"";;200;1;"";1;1;"";5;"";2;"";15;3;;1;1;26;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;1;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;20;11;2014;199;201
"21-06014132160-A0061";1;1;2;"";;100;1;"";2;1;"";1;"";2;"";11;3;;1;1;16;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";22;5;2;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;25;11;2014;199;201
"21-06014132160-A0071";1;1;2;"";;150;2;"";1;1;"";1;"";2;"";20;2;;1;1;26;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";22;4;4;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;23;11;2014;199;201
"21-06014132160-A0081";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";999999;1;2;1;1;22;6;"";2;;2;;1;2000;2;"";;2;;1;300;2;;1;60;2;"";;1;3;"";45;2;1;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;22;11;2014;199;201
"21-06014132160-A0091";1;4;2;"";;200;1;"";2;1;"";5;"";2;"";0;3;;1;1;22;6;"";2;;2;;2;;2;"";;1;4000;2;;2;;2;;2;"";;1;3;"";45;1;0;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;19;11;2014;199;201
"21-06014132160-A0101";1;4;2;"";;0;2;"";1;1;"";5;"";2;"";4;3;;1;1;25;2;"";2;;2;;2;;2;"";;1;1200;2;;2;;2;;2;"";;1;3;"";11;1;0;2;;2;"02";"0201";"020105";1;"21-06014132160-A";6;23;11;2014;199;201
"21-06014999432-A0011";1;1;2;"";;200;1;"";1;1;"";1;"";2;"";15;3;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;3;3;1;100;2;"02";"0201";"020105";1;"21-06014999432-A";6;4;12;2014;166;168
"21-06014999432-A0021";1;1;2;"";;250;1;"";1;1;"";1;"";2;"";15;3;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;2;1;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;5;12;2014;166;168
"21-06014999432-A0031";1;4;2;"";;100;1;"";2;1;"";5;"";2;"";10;3;;1;1;21;6;"";2;;2;;2;;2;"";;1;10000;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;5;12;2014;166;168
"21-06014999432-A0041";1;1;1;"";250;;1;"";1;1;"";5;"";2;"";10;3;;1;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";10;2;2;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;4;12;2014;166;168
"21-06014999432-A0051";1;1;2;"";;100;1;"";1;1;"";1;"";1;"";16;3;1;1;1;35;6;"";2;;2;;2;;2;"";;1;10000;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;8;12;2014;166;168
"21-06014999432-A0061";1;4;2;"";;100;1;"";1;1;"";5;"";2;"";12;3;;1;1;16;6;"";2;;2;;2;;2;"";;1;3000;2;;2;;2;;2;"";;1;3;"";23;3;3;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;5;12;2014;166;168
"21-06014999432-A0071";1;1;2;"";;300;1;"";1;1;"";3;"";2;"";14;3;;2;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;3;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;4;12;2014;166;168
"21-06014999432-A0081";1;4;1;"";350;;1;"";1;3;"";5;"";2;"";15;3;;2;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;5;12;2014;166;168
"21-06014999432-A0091";1;1;2;"";;80;1;"";1;3;"";5;"";11;"COMPRA AGUA DE SUS VECINOS EN 6 BS.";6;3;;1;1;16;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";26;5;2;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;5;12;2014;166;168
"21-06014999432-A0101";1;1;2;"";;150;1;"";1;1;"";5;"";2;"";70;3;;1;1;42;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";2;2;0;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;9;12;2014;166;168
"21-06014999432-A0111";1;1;2;"";;100;1;"";1;1;"";5;"";11;"OBTIENEN AGUA DE SUS VECINOS";30;2;;1;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";22;2;2;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;5;12;2014;166;168
"21-06014999432-A0121";1;1;2;"";;100;1;"";1;1;"";5;"";11;"COMPRA AGUA";30;2;;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;"02";"0201";"020105";1;"21-06014999432-A";6;6;12;2014;166;168
"21-06019959107-A0021";1;1;1;"";70;;1;"";1;1;"";5;"";2;"";7;3;;1;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;2;12;2014;199;201
"21-06019959107-A0061";1;4;5;"";;200;1;"";1;1;"";4;"";2;"";18;3;;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;2;12;2014;199;201
"21-06019959107-A0081";1;1;2;"";;200;1;"";1;1;"";5;"";1;"";11;1;1;1;1;19;6;"";2;;2;;1;250;2;"";;2;;2;;1;6000;2;;2;"";;1;3;"";45;4;1;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;2;12;2014;199;201
"21-06019959107-A0101";1;1;2;"";;100;1;"";1;2;"";3;"";1;"";25;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";42;4;2;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;2;12;2014;199;201
"21-06019959107-A0121";1;1;2;"";;180;1;"";2;3;"";6;"";1;"";23;2;1;1;1;50;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;2;12;2014;199;201
"21-06019959107-A0151";1;1;1;"";200;;1;"";1;3;"";5;"";2;"";35;2;;2;1;50;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";67;1;0;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;2;12;2014;199;201
"21-06019959107-A0171";1;4;4;"";;100;1;"";1;1;"";5;"";2;"";13;3;;1;1;10;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";12;1;0;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;1;12;2014;199;201
"21-06019959107-A0191";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";15;3;;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;1;12;2014;199;201
"21-06019959107-A0211";1;1;2;"";;150;1;"";1;1;"";5;"";2;"";15;3;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;"02";"0201";"020105";1;"21-06019959107-A";6;3;12;2014;199;201
"21-06019959107-A0231";1;1;2;"";;250;1;"";1;1;"";4;"";2;"";20;3;;1;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;2;;1;"02";"0201";"020105";1;"21-06019959107-A";6;1;12;2014;199;201
"21-06020182533-A0021";1;4;4;"";;150;1;"";1;1;"";5;"";2;"";0;2;;1;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;27;11;2014;199;201
"21-06020182533-A0041";1;4;4;"";;100;1;"";1;1;"";5;"";2;"";16;2;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;1;1;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;27;11;2014;199;201
"21-06020182533-A0071";1;1;2;"";;150;1;"";1;1;"";5;"";2;"";26;3;;1;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;3;2;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;27;11;2014;199;201
"21-06020182533-A0081";1;1;2;"";;350;1;"";1;1;"";3;"";2;"";15;3;;1;1;30;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;27;11;2014;199;201
"21-06020182533-A0101";1;1;2;"";;200;1;"";2;1;"";5;"";2;"";25;3;;1;1;50;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;3;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;28;11;2014;199;201
"21-06020182533-A0111";1;1;2;"";;500;1;"";1;1;"";3;"";2;"";15;3;;1;1;40;3;"";2;;1;1000;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;3;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;27;11;2014;199;201
"21-06020182533-A0131";1;1;2;"";;100;1;"";2;1;"";3;"";2;"";0;3;;2;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;3;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;27;11;2014;199;201
"21-06020182533-A0141";1;1;5;"";;100;1;"";1;1;"";3;"";2;"";16;3;;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";11;2;1;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;27;11;2014;199;201
"21-06020182533-A0161";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";15;2;;1;1;23;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;4;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;27;11;2014;199;201
"21-06020182533-A0171";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";10;3;;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;3;2;;2;"02";"0201";"020105";1;"21-06020182533-A";6;30;11;2014;199;201
"21-06023554368-A0021";1;1;2;"";;250;2;"";1;1;"";1;"";2;"";30;3;;1;1;40;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;26;11;2014;181;183
"21-06023554368-A0051";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";16;3;;1;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;27;11;2014;181;183
"21-06023554368-A0081";1;1;2;"";;150;2;"";2;1;"";5;"";2;"";15;3;;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;2;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;27;11;2014;181;183
"21-06023554368-A0111";1;4;1;"";200;;1;"";1;1;"";5;"";2;"";15;1;3;1;1;50;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";78;3;2;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;29;11;2014;181;183
"21-06023554368-A0151";1;4;2;"";;200;1;"";1;1;"";5;"";2;"";20;1;1;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;2;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;27;11;2014;181;183
"21-06023554368-A0181";1;1;2;"";;250;1;"";2;1;"";5;"";2;"";20;3;;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;27;11;2014;181;183
"21-06023554368-A0211";1;4;2;"";;100;2;"";1;1;"";1;"";2;"";9;3;;2;1;22;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";10;1;1;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;25;11;2014;181;183
"21-06023554368-A0281";1;1;2;"";;100;1;"";1;1;"";1;"";2;"";11;3;;1;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;1;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;27;11;2014;181;183
"21-06023554368-A0311";1;1;2;"";;200;1;"";2;1;"";5;"";2;"";18;3;;1;1;19;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";44;4;3;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;27;11;2014;181;183
"21-06023554368-A0341";1;1;2;"";;100;2;"";1;1;"";5;"";2;"";26;2;;1;1;27;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;4;2;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;26;11;2014;181;183
"21-06023554368-A0371";1;1;1;"";150;;2;"";1;1;"";1;"";2;"";18;2;;1;1;22;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";42;1;1;2;;2;"02";"0201";"020105";1;"21-06023554368-A";6;27;11;2014;181;183
"21-06030275324-A0011";1;1;2;"";;400;1;"";1;1;"";5;"";1;"";35;2;1;1;1;170;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;7;4;2;;1;"02";"0201";"020105";1;"21-06030275324-A";6;14;12;2014;248;250
"21-06030275324-A0021";1;1;1;"";300;;2;"";1;1;"";5;"";2;"";16;2;;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06030275324-A";6;14;12;2014;248;250
"21-06030275324-A0031";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";10;1;2;1;1;23;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;"02";"0201";"020105";1;"21-06030275324-A";6;12;12;2014;248;250
"21-06030275324-A0041";1;1;5;"";;200;1;"";1;1;"";5;"";2;"";8;1;2;1;1;18;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06030275324-A";6;15;12;2014;248;250
"21-06030275324-A0051";1;1;2;"";;150;1;"";1;3;"";5;"";1;"";18;1;1;1;1;35;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06030275324-A";6;12;12;2014;248;250
"21-06030275324-A0061";1;1;2;"";;140;1;"";1;1;"";5;"";2;"";12;2;;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;1;2;;2;"02";"0201";"020105";1;"21-06030275324-A";6;12;12;2014;248;250
"21-06030275324-A0071";1;1;5;"";;140;1;"";1;1;"";5;"";2;"";8;2;;2;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06030275324-A";6;12;12;2014;248;250
"21-06030275324-A0081";1;1;1;"";160;;1;"";1;1;"";5;"";2;"";18;1;2;1;1;33;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;2;1;2;;2;"02";"0201";"020105";1;"21-06030275324-A";6;13;12;2014;248;250
"21-06030424610-A0011";1;1;5;"";;100;1;"";1;1;"";3;"";1;"";10;1;1;1;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;1;80;1;"02";"0201";"020105";1;"21-06030424610-A";6;24;11;2014;181;183
"21-06030424610-A0021";1;1;2;"";;100;1;"";1;2;"";5;"";2;"";4;1;1;1;1;33;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;5;1;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;23;11;2014;181;183
"21-06030424610-A0041";1;4;5;"";;150;1;"";1;1;"";5;"";2;"";15;1;2;1;1;23;6;"";2;;2;;2;;2;"";;2;;1;1200;2;;2;;2;"";;1;4;"";0;2;1;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;24;11;2014;181;183
"21-06030424610-A0051";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";10;2;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"Ns/Nr";150;1;4;"";0;4;1;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;28;11;2014;181;183
"21-06030424610-A0071";1;1;5;"";;150;1;"";1;1;"";5;"";2;"";10;3;;1;1;30;6;"";1;300;1;100;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;23;11;2014;181;183
"21-06030424610-A0081";1;1;1;"";50;;1;"";1;1;"";5;"";2;"";5;1;1;1;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;24;11;2014;181;183
"21-06030424610-A0091";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";15;3;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;4;4;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;23;11;2014;181;183
"21-06030424610-A0121";1;1;2;"";;300;2;"";1;1;"";5;"";2;"";4;2;;1;1;15;6;"";2;;2;;2;;2;"";;1;3000;2;;2;;2;;2;"";;2;3;"";22;2;2;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;25;11;2014;181;183
"21-06030424610-A0141";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";25;3;;1;1;60;5;"";2;;2;;2;;2;"";;1;1000;2;;2;;2;;2;"";;1;3;"";35;5;4;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;24;11;2014;181;183
"21-06030424610-A0151";1;1;2;"";;90;2;"";1;2;"";5;"";11;"COMPRA AGUA DE SUS VECINOS";10;2;;1;1;17;6;"";2;;2;;2;;2;"";;1;1500;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;24;11;2014;181;183
"21-06030424610-A0161";1;1;2;"";;500;1;"";1;3;"";5;"";2;"";30;3;;1;1;60;6;"";1;20000;1;5000;1;150;2;"";;2;;2;;2;;2;;2;"";;2;3;"";42;2;2;2;;2;"02";"0201";"020105";1;"21-06030424610-A";6;24;11;2014;181;183
"21-06031055934-A0011";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";15;3;;1;1;70;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0021";1;1;2;"";;300;1;"";1;1;"";5;"";1;"";16;2;1;1;1;80;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";46;5;3;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0031";1;1;4;"";;130;1;"";1;1;"";5;"";2;"";8;2;;1;1;21;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0041";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";15;3;;1;1;25;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;1;1;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0051";1;1;5;"";;100;1;"";1;1;"";5;"";2;"";11;6;;;1;16;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0061";1;1;3;"";;200;1;"";2;2;"";5;"";11;"COMPRA EN BIDONES DE OTRO HOGAR";35;2;;1;1;105;5;"";2;;1;800;1;500;2;"";;2;;2;;2;;2;;2;"";;1;3;"";44;3;2;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0071";1;1;3;"";;70;1;"";2;1;"";5;"";2;"";70;6;;;1;25;3;"";2;;1;200;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";22;1;0;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0081";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";18;3;;1;1;28;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;3;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0091";1;1;2;"";;60;1;"";2;1;"";5;"";2;"";17;2;;1;1;17;2;"";1;220;2;;1;250;2;"";;1;2500;1;400;2;;2;;2;"";;2;3;"";22;1;0;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0101";1;1;4;"";;100;1;"";1;1;"";5;"";3;"";10;2;;1;1;25;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;1;0;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;10;12;2014;166;168
"21-06031055934-A0111";1;1;2;"";;100;1;"";1;1;"";5;"";11;"COMPRA AGUA DE UNA VECINA MEDIANTE UNA MANGERA";50;2;;1;1;80;3;"";2;;2;;2;;2;"";;1;1500;2;;2;;2;;2;"";;1;3;"";46;4;3;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;15;12;2014;166;168
"21-06031055934-A0121";1;1;2;"";;150;1;"";1;1;"";5;"";3;"";10;2;;1;1;70;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;3;2;;2;"02";"0201";"020105";1;"21-06031055934-A";6;15;12;2014;166;168
"21-06033930443-A0011";1;1;1;"";300;;2;"";1;1;"";5;"";2;"";12;2;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;2;1;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;9;12;2014;166;168
"21-06033930443-A0021";1;1;2;"";;280;2;"";1;1;"";5;"";2;"";12;2;;1;1;34;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;10;12;2014;166;168
"21-06033930443-A0031";1;1;2;"";;100;1;"";1;1;"";1;"";1;"";10;1;1;1;1;50;6;"";1;1500;1;1000;1;300;2;"";;1;35000;2;;2;;2;;2;"";;1;4;"";15;3;2;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;13;12;2014;166;168
"21-06033930443-A0041";1;1;2;"";;250;1;"";1;1;"";5;"";2;"";13;1;2;1;1;32;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;4;2;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;9;12;2014;166;168
"21-06033930443-A0051";1;1;2;"";;100;2;"";1;1;"";5;"";1;"";10;3;1;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;1;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;9;12;2014;166;168
"21-06033930443-A0061";1;2;2;"";;80;2;"";1;1;"";5;"";1;"";11;1;1;1;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;5;4;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;10;12;2014;166;168
