folio;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_09;s1a_09b;s1a_10;s1a_10b;s1a_11;s1a_11b;s1a_12a;s1a_12b;s1a_13;s1a_14;s1a_15;s1a_16;s1a_17;s1a_18;s1a_19;s1a_20;s1a_20b;s1a_21_1a;s1a_21_1b;s1a_21_2a;s1a_21_2b;s1a_21_3a;s1a_21_3b;s1a_21_4a;s1a_21_4a1;s1a_21_4b;s1a_22_1a;s1a_22_1b;s1a_22_2a;s1a_22_2b;s1a_22_3a;s1a_22_3b;s1a_22_4a;s1a_22_4b;s1a_22_5a;s1a_22_5a1;s1a_22_5b;s1a_23;s1a_24;s1a_24a;s1a_25;s1a_26;s1a_27;s1a_28;s1a_29;s1a_30;departamento;area;upm;estrato;factor
"722-05500580302-A-0341";1;2;"";;350;2;;1;"";1;2;"";5;"";1;"";24;0;55;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;3;2;2;;2;7;1;"722-05500580302-A";"12";312
"723-05501124972-A-0051";1;2;"";;1600;2;;1;"";1;2;"";5;"";2;"";24;0;50;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;2;2;2;;2;7;1;"723-05501124972-A";"13";375
"723-05507819797-A-0021";4;1;"";300;;2;;1;"";1;2;"";5;"";2;"";24;0;20;1;2;2;8;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";27;1;0;2;;2;7;1;"723-05507819797-A";"13";345
"733-05029957910-A-0011";1;3;"";;200;2;;1;"";1;2;"";5;"";2;"";24;0;25;2;;1;;1;27;6;"";1;6000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;1;1;2;;2;7;1;"733-05029957910-A";"13";375
"733-05029957910-A-0041";1;2;"";;200;2;;1;"";1;2;"";5;"";2;"";24;0;27;3;;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;1;1;2;;2;7;1;"733-05029957910-A";"13";375
"743-05362501171-D-1121";1;2;"";;400;2;;1;"";2;2;"";5;"";2;"";24;0;26;1;3;1;;1;180;6;"";1;5000;2;;2;;2;"";;2;;2;;2;;2;;1;"COMPRAS DE MUEBLES PARA EL HOGAR";3500;1;3;"";27;3;2;2;;2;7;2;"743-05362501171-D";"23";495
"132-04138255921-A-0041";1;1;"";250;;2;;2;"";1;2;"";5;"";1;"";;;7;1;1;2;3;1;18;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;2;1;2;;2;1;1;"132-04138255921-A";"12";219
"143-04204244122-A-0021";1;5;"";;300;2;;1;"";1;3;"";5;"";2;"";6;0;19;1;3;1;;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;3;1;2;;2;1;2;"143-04204244122-A";"23";313
"222-00600160203-A-0021";1;1;"";200;;2;;1;"";1;1;"";5;"";1;"";24;0;12;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;2;1;"222-00600160203-A";"12";207
"261-06161944371-A-0091";1;2;"";;200;2;;1;"";1;1;"";5;"";1;"";24;0;17;1;1;1;;1;18;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;3;2;2;;2;2;1;"261-06161944371-A";"11";201
"313-05202411553-A-0151";1;5;"";;300;2;;1;"";1;1;"";5;"";11;"";;;45;2;;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;2;;2;3;1;"313-05202411553-A";"13";206
"313-05213685178-A-0051";1;2;"";;200;2;;1;"";1;1;"";5;"";11;"";;;210;2;;2;2;1;95;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;3;1;"313-05213685178-A";"13";225
"333-04994427485-A-0281";4;1;"";130;;2;;2;"";1;1;"";5;"";1;"";;;10;5;;;;1;10;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;3;1;"333-04994427485-A";"13";206
"412-04758788831-A-0021";1;2;"";;300;2;;1;"";1;1;"";5;"";2;"";8;0;25;1;1;1;;1;110;6;"";2;;2;;2;;2;"";;1;5000;1;2000;2;;2;;2;"";;1;3;"";26;2;1;2;;2;4;1;"412-04758788831-A";"12";224
"414-00479098214-A-0151";4;5;"";;100;2;;2;"";1;2;"";5;"";2;"";4;0;50;1;1;2;3;1;100;6;"";1;200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;4;1;"414-00479098214-A";"14";373
"543-03461776658-A-0011";3;4;"";;250;2;;2;"";1;1;"";5;"";1;"";1;0;12;1;1;1;;1;24;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;1;2;;2;5;2;"543-03461776658-A";"23";580
"543-03461776658-A-0031";1;2;"";;150;2;;2;"";1;2;"";5;"";2;"";1;0;12;1;1;1;;1;47;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;1;2;;2;5;2;"543-03461776658-A";"23";580
"613-02978530449-A-0251";4;1;"";800;;2;;2;"";1;2;"";5;"";2;"";12;0;30;1;1;2;5;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;6;1;"613-02978530449-A";"13";156
"644-02944197433-A-0081";1;5;"";;1000;2;;2;"";1;2;"";5;"";8;"";;;6;2;;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;2;;2;6;2;"644-02944197433-A";"24";152
"644-02944197433-A-0111";1;3;"";;800;2;;2;"";1;1;"";5;"";8;"";;;6;2;;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;6;2;"644-02944197433-A";"24";152
"644-02944197433-A-0121";1;2;"";;800;2;;2;"";1;1;"";5;"";8;"";;;6;1;1;1;;1;22;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;6;2;"644-02944197433-A";"24";152
"644-02944197433-A-0141";1;2;"";;200;1;2;2;"";1;2;"";5;"";8;"";;;6;1;1;2;2;1;70;6;"";2;;2;;2;;2;"";;2;;1;0;2;;2;;2;"";;1;3;"";26;3;1;2;;2;6;2;"644-02944197433-A";"24";152
"644-02944197433-A-0191";1;5;"";;500;2;;2;"";1;2;"";5;"";8;"";;;60;2;;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;1;2;;2;6;2;"644-02944197433-A";"24";152
"711-05180703448-A-0062";4;4;"";;300;2;;1;"";2;2;"";5;"";2;"";24;0;21;2;;2;2;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;7;1;"711-05180703448-A";"11";312
"712-05223298074-A-0201";1;3;"";;1000;2;;1;"";1;2;"";5;"";1;"";24;0;150;1;2;1;;1;300;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;6;5;2;;2;7;1;"712-05223298074-A";"12";341
"712-05242149275-A-0211";4;1;"";600;;2;;1;"";1;1;"";5;"";2;"";24;0;80;1;2;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;2;2;2;;2;7;1;"712-05242149275-A";"12";312
"712-05272992226-A-0171";1;2;"";;1000;2;;1;"";1;2;"";5;"";2;"";24;0;90;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;1;100;1;7;1;"712-05272992226-A";"12";312
"713-05188434014-A-0041";1;5;"";;400;2;;1;"";1;2;"";5;"";2;"";24;0;49;1;1;2;2;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;7;1;"713-05188434014-A";"13";345
"713-05203594164-A-0411";4;1;"";300;;2;;1;"";1;2;"";5;"";2;"";24;0;20;1;2;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;7;1;"713-05203594164-A";"13";375
"713-05204782231-A-0341";1;2;"";;600;2;;1;"";1;2;"";5;"";1;"";24;0;110;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;3;3;2;;2;7;1;"713-05204782231-A";"13";345
"713-05207603912-A-0421";4;1;"";400;;2;;1;"";1;2;"";5;"";1;"";24;0;50;1;1;2;2;1;95;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;0;2;;2;7;1;"713-05207603912-A";"13";345
"713-05220059330-A-0041";4;6;"";;1800;2;;1;"";1;2;"";5;"";2;"";24;0;200;1;1;2;5;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;2;;2;7;1;"713-05220059330-A";"13";517
"713-05252994988-A-0261";4;1;"";300;;2;;1;"";1;2;"";5;"";2;"";24;0;30;1;2;2;5;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;7;1;"713-05252994988-A";"13";345
"714-05261539598-A-0691";1;2;"";;3000;2;;1;"";2;2;"";5;"";1;"";24;0;50;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;0;2;;2;7;1;"714-05261539598-A";"14";343
"112-04158315578-A-0111";1;2;"";;250;2;;1;"";1;3;"";5;"";1;"";3;0;22;1;1;2;3;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;1;30;1;1;1;"112-04158315578-A";"12";219
"112-04158315578-A-0181";1;1;"";100;;2;;1;"";2;3;"";5;"";1;"";24;0;15;1;1;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;1;1;"112-04158315578-A";"12";219
"112-04185196301-A-0131";1;2;"";;1500;2;;1;"";2;3;"";5;"";1;"";24;0;67;1;1;1;;1;160;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;4;4;1;30;1;1;1;"112-04185196301-A";"12";239
"113-00418287168-A-0121";4;6;"";;300;2;;1;"";1;3;"";5;"";2;"";24;0;50;1;1;2;4;1;50;6;"";2;;1;200;2;;2;"";;2;;2;;2;;2;;1;"GASTO EN ABOGADO POR RECUPERACION DE ANTICRETICO";3000;2;3;"";25;1;0;2;;1;1;1;"113-00418287168-A";"13";250
"113-00418287168-A-0161";4;1;"";200;;2;;1;"";1;1;"";5;"";1;"";24;0;25;1;1;2;7;1;6;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;1;1;"113-00418287168-A";"13";250
"113-00418287168-A-0371";1;2;"";;300;2;;1;"";1;3;"";5;"";1;"";24;0;80;1;1;2;2;1;110;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;1;1;"113-00418287168-A";"13";250
"114-00418073525-A-0481";1;1;"";250;;2;;2;"";1;2;"";5;"";1;"";24;0;22;1;1;2;3;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;1;33;2;1;1;"114-00418073525-A";"14";419
"132-04138255921-A-0051";1;2;"";;;2;;2;"";1;2;"";5;"";1;"";;;10;1;1;1;;1;23;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;1;2;;2;1;1;"132-04138255921-A";"12";219
"132-04138255921-A-0171";1;5;"";;200;2;;2;"";1;2;"";5;"";1;"";24;0;7;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;2;2;;2;1;1;"132-04138255921-A";"12";219
"133-03289128167-A-0171";1;2;"";;800;2;;2;"";1;1;"";5;"";1;"";;;36;1;1;1;;1;60;6;"";1;50;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;3;2;1;60;2;1;1;"133-03289128167-A";"13";250
"133-03951415611-A-0221";4;1;"";300;;2;;1;"";1;3;"";5;"";2;"";24;0;10;1;1;2;3;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;1;1;"133-03951415611-A";"13";250
"133-03951415611-A-0251";1;1;"";450;;2;;1;"";1;3;"";5;"";1;"";24;0;20;1;1;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;1;1;1;"133-03951415611-A";"13";250
"133-04210751987-A-0301";1;1;"";180;;2;;2;"";1;2;"";5;"";1;"";24;0;5;5;;;;1;10;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;1;1;"133-04210027384-A";"13";250
"143-04204244122-A-0131";1;2;"";;150;2;;1;"";1;3;"";5;"";2;"";6;0;7;5;;;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;1;2;"143-04204244122-A";"23";313
"143-04204244122-A-0141";1;5;"";;150;2;;1;"";1;3;"";5;"";2;"";6;0;7;5;;;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;1;2;"143-04204244122-A";"23";313
"143-04204244122-A-0161";1;5;"";;200;2;;1;"";1;3;"";5;"";2;"";6;0;7;5;;;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;1;2;"143-04204244122-A";"23";313
"212-00631571159-A-0361";4;1;"";250;;2;;1;"";1;1;"";5;"";2;"";24;0;10;1;1;2;3;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;1;2;1;"212-00631571159-A";"12";207
"212-06157721444-A-0041";1;2;"";;180;2;;1;"";1;1;"";5;"";1;"";24;0;10;1;1;2;2;1;28;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;2;1;"212-06157721444-A";"12";207
"213-00630297100-A-0091";1;5;"";;300;2;;1;"";1;3;"";5;"";2;"";24;0;25;1;2;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;2;1;"213-00630297100-A";"13";233
"213-00630297100-A-0321";4;6;"";;400;2;;1;"";1;1;"";5;"";1;"";24;0;18;1;1;2;2;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;2;1;"213-00630297100-A";"13";233
"213-00630621023-A-0061";4;1;"";200;;2;;2;"";1;1;"";5;"";2;"";24;0;30;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;3;2;2;;2;2;1;"213-00630621023-A";"13";255
"213-00630857134-A-0441";1;2;"";;1100;2;;1;"";1;3;"";5;"";1;"";24;0;70;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;3;2;1;20;2;2;1;"213-00630857134-A";"13";233
"213-06071905388-A-0301";1;5;"";;300;2;;1;"";1;1;"";5;"";2;"";24;0;60;1;1;1;;1;190;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;2;2;1;"213-06071905388-A";"13";255
"213-06144285459-A-0051";3;6;"";;500;2;;1;"";1;1;"";5;"";1;"";18;0;60;1;1;1;;1;100;6;"";1;200;2;;2;;2;"";;2;;2;;1;250;2;;2;"";;1;3;"";25;4;3;2;;2;2;1;"213-06144285459-A";"13";255
"213-06144285459-A-0061";1;6;"";;800;2;;1;"";1;3;"";5;"";1;"";24;0;60;1;1;1;;1;50;6;"";2;;2;;1;80;2;"";;2;;2;;1;30;2;;2;"";;1;3;"";25;3;2;2;;2;2;1;"213-06144285459-A";"13";255
"214-00631606647-A-0131";1;5;"";;500;2;;1;"";1;1;"";5;"";1;"";15;0;40;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;2;1;"214-00631606647-A";"14";280
"214-00631606647-A-0151";1;2;"";;800;2;;1;"";1;3;"";5;"";1;"";15;0;45;1;1;1;;1;65;6;"";1;2500;1;2000;1;2000;2;"";;1;5000;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;2;2;1;"214-00631606647-A";"14";280
"214-06139184621-A-0281";1;2;"";;1200;2;;2;"";1;1;"";5;"";1;"";24;0;90;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;1;2;1;"214-06139184621-A";"14";257
"221-06057063065-A-0141";1;5;"";;100;2;;1;"";1;1;"";5;"";3;"";24;0;4;5;;;;1;93;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;2;1;"221-06058256941-A";"11";201
"221-06057063065-A-0201";1;2;"";;150;2;;1;"";1;1;"";5;"";3;"";24;0;5;1;2;1;;1;17;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;2;1;"221-06058256941-A";"11";201
"222-00600160203-A-0111";1;2;"";;300;2;;1;"";1;1;"";5;"";2;"";15;0;41;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"222-00600160203-A";"12";207
"222-00606192112-A-0051";1;2;"";;200;2;;1;"";2;1;"";5;"";2;"";24;0;15;2;;1;;1;35;6;"";2;;1;100;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"222-00606192112-A";"12";207
"222-00606192112-A-0111";1;2;"";;200;2;;1;"";1;1;"";5;"";2;"";24;0;15;2;;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"222-00606192112-A";"12";207
"222-00606192112-A-0121";1;2;"";;200;2;;2;"";2;1;"";5;"";2;"";24;0;13;2;;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;2;1;"222-00606192112-A";"12";207
"222-05997015177-A-0072";1;2;"";;200;2;;1;"";1;1;"";5;"";2;"";24;0;20;1;1;2;3;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;2;1;"222-05997015177-A";"12";226
"222-05997015177-A-0141";1;2;"";;350;2;;1;"";1;1;"";5;"";2;"";24;0;15;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;3;2;2;;2;2;1;"222-05997015177-A";"12";226
"222-06038737734-A-0161";1;2;"";;50;2;;1;"";1;1;"";5;"";2;"";24;0;15;2;;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;1;2;;2;2;1;"222-06038737734-A";"12";226
"222-06049467722-A-0021";1;5;"";;100;2;;1;"";1;1;"";5;"";3;"";24;0;20;3;;2;3;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;100;2;"";;2;3;"";25;1;0;2;;2;2;1;"22206049467722-A";"12";207
"222-06650094425-A-0231";4;1;"";500;;2;;1;"";1;1;"";5;"";1;"";24;0;45;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;2;2;1;"222-06650094425-A";"12";207
"223-00599947031-A-0051";1;2;"";;250;2;;1;"";1;1;"";5;"";2;"";24;0;30;1;1;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;1;2;;2;2;1;"223-00599947031-A";"13";233
"223-05992024803-A-0321";1;2;"";;250;2;;1;"";1;1;"";5;"";1;"";18;0;35;1;1;1;;1;130;6;"";2;;2;;2;;2;"";;2;;2;;1;500;1;400;2;"";;1;4;"";25;5;4;2;;2;2;1;"223-05992024803-A";"13";216
"232-05311672585-A-0031";1;2;"";;500;2;;1;"";1;1;"";5;"";1;"";24;0;12;1;1;1;;1;11;6;"";1;400;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;2;2;1;"232-05311672585-A";"12";207
"232-05311672585-A-0041";1;2;"";;800;2;;1;"";1;1;"";5;"";1;"";24;0;15;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;2;2;1;"232-05311672585-A";"12";207
"261-06065255540-A-0032";4;5;"";;200;2;;1;"";1;1;"";5;"";2;"";24;0;20;1;1;2;2;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;2;1;"261-06065255540-A";"11";219
"261-06065255540-A-0141";1;2;"";;150;2;;2;"";1;1;"";5;"";2;"";24;0;30;3;;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;1;2;;2;2;1;"261-06065255540-A";"11";219
"261-06065255540-A-0161";1;5;"";;200;2;;1;"";1;1;"";5;"";2;"";24;0;28;2;;1;;1;17;6;"";2;;2;;2;;2;"";;2;;1;4000;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"261-06065255540-A";"11";219
"261-06118646323-A-0081";1;2;"";;150;2;;1;"";1;1;"";5;"";2;"";24;0;15;1;2;1;;1;22;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"261-06117748074-A";"11";185
"261-06144293622-A-0171";1;5;"";;150;2;;1;"";1;1;"";5;"";2;"";24;0;35;2;;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"261-06144293622-A";"11";201
"261-06149935192-A-0161";1;5;"";;150;2;;1;"";1;1;"";5;"";2;"";24;0;8;1;1;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"261-06149935192-A";"11";201
"262-06005736115-A-0101";1;2;"";;300;2;;1;"";1;1;"";5;"";2;"";24;0;17;2;;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;3;2;;2;2;1;"262-06005736115-A";"12";207
"262-06066026008-A-0011";1;1;"";200;;2;;1;"";1;1;"";5;"";2;"";24;0;14;1;1;1;;1;23;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"262-06066026008-A";"12";207
"262-06072932846-A-0041";1;2;"";;250;2;;2;"";1;1;"";5;"";2;"";24;0;10;1;1;1;;1;17;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;2;1;"262-06072932846-A";"12";207
"262-06097704683-A-0181";4;1;"";250;;2;;2;"";1;1;"";5;"";2;"";24;0;30;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;2;1;"262-06097704683-A";"12";207
"262-06124657744-A-0071";4;1;"";300;;2;;1;"";1;1;"";5;"";1;"";24;0;30;1;1;2;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;2;1;"262-06124657744-A";"12";226
"262-06138245645-A-0021";1;2;"";;100;2;;2;"";1;1;"";5;"";12;"PROVIENE DE LA CASA DEL VECINO";;;5;5;;;;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;1;2;1;"262-06138245645-A";"12";207
"262-06146473849-A-0191";1;2;"";;150;2;;1;"";1;1;"";5;"";2;"";24;0;15;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;6;2;2;;2;2;1;"262-06146473849-A";"12";207
"262-06160232617-A-0081";1;2;"";;180;2;;1;"";1;1;"";5;"";2;"";24;0;15;2;;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"262-06159870547-A";"12";226
"262-06160232617-A-0111";1;2;"";;120;2;;1;"";1;1;"";5;"";2;"";24;0;13;2;;1;;1;12;6;"";2;;2;;2;;2;"";;2;;1;1000;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"262-06159870547-A";"12";226
"263-06057444240-A-0161";1;2;"";;15;2;;1;"";1;1;"";5;"";2;"";24;0;20;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;2;1;"263-06057444240-A";"13";255
"263-06068147387-A-0121";1;2;"";;300;2;;1;"";1;1;"";5;"";2;"";24;0;10;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;1;"263-06067773736-A";"13";233
"263-06084254047-A-0491";1;2;"";;1000;2;;1;"";1;1;"";5;"";1;"";24;0;30;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;7;5;2;;2;2;1;"263-06084254047-A";"13";255
"263-06086501949-A-0301";1;5;"";;150;2;;1;"";1;1;"";5;"";2;"";24;0;15;1;1;1;;1;45;6;"";1;5000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;3;1;2;;2;2;1;"263-06086501949-A";"13";233
"263-06091483817-A-0131";4;4;"";;300;2;;2;"";1;1;"";5;"";2;"";24;0;25;1;1;1;;1;125;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;3;2;2;;2;2;1;"263-06091483817-A";"13";233
"263-06140024883-A-0011";1;2;"";;300;2;;1;"";1;1;"";5;"";2;"";24;0;20;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;2;1;"263-06140024883-A";"13";233
"263-06143966139-A-0061";1;2;"";;150;2;;1;"";1;1;"";5;"";2;"";24;0;9;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;2;1;"263-06143966139-A";"13";233
"312-05178534318-A-0111";1;2;"";;80;2;;1;"";2;1;"";5;"";11;"";;;96;2;;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;3;1;"312-05178534318-A";"12";187
"312-05180219038-A-0051";1;2;"";;250;2;;1;"";2;1;"";5;"";2;"";10;0;60;2;;2;3;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;3;1;"312-05180219038-A";"12";204
"313-05177655492-A-0021";1;2;"";;200;2;;1;"";1;1;"";5;"";11;"";;;90;2;;1;;1;90;6;"";2;;2;;2;;2;"";;1;12000;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;1;3;1;"313-05177655492-A";"13";206
