folio;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_09;s1a_09b;s1a_10;s1a_10b;s1a_11;s1a_11b;s1a_12a;s1a_12b;s1a_13;s1a_14;s1a_15;s1a_16;s1a_17;s1a_18;s1a_19;s1a_20;s1a_20b;s1a_21_1a;s1a_21_1b;s1a_21_2a;s1a_21_2b;s1a_21_3a;s1a_21_3b;s1a_21_4a;s1a_21_4a1;s1a_21_4b;s1a_22_1a;s1a_22_1b;s1a_22_2a;s1a_22_2b;s1a_22_3a;s1a_22_3b;s1a_22_4a;s1a_22_4b;s1a_22_5a;s1a_22_5a1;s1a_22_5b;s1a_23;s1a_24;s1a_24a;s1a_25;s1a_26;s1a_27;s1a_28;s1a_29;s1a_30;departamento;area;upm;estrato;factor
"214-00627354588-A-0111";1;2;"";;4200;2;;1;"";1;2;"";3;"";1;"";24;0;150;1;1;1;;1;280;6;"";1;800;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;7;5;2;;1;2;1;"214-00627354588-A";"14";257
"214-00627354588-A-0151";3;3;"";;1000;2;;1;"";1;1;"";3;"";1;"";24;0;80;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;2;2;;1;2;1;"214-00627354588-A";"14";257
"214-00627354588-A-0271";1;2;"";;1200;2;;1;"";1;1;"";3;"";1;"";24;0;25;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;1;2;;2;2;1;"214-00627354588-A";"14";257
"214-00628158234-A-0031";3;2;"";;2000;1;2;1;"";1;1;"";3;"";1;"";24;0;150;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;3;1;100;2;2;1;"214-00628158234-A";"14";308
"214-00629692779-A-0521";4;2;"";;2100;2;;2;"";1;3;"";3;"";1;"";24;0;60;1;1;1;;1;350;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";15;4;2;1;800;1;2;1;"214-00629692779-A";"14";308
"214-00630597061-A-0121";3;2;"";;2800;2;;1;"";1;3;"";3;"";1;"";24;0;150;1;1;1;;1;300;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;4;1;80;1;2;1;"214-00630202737-A";"14";257
"214-00630597061-A-0181";1;6;"";;1200;2;;1;"";1;3;"";3;"";1;"";24;0;70;1;1;1;;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";15;3;3;1;16;1;2;1;"214-00630202737-A";"14";257
"214-06123551316-A-0371";1;2;"";;700;2;;1;"";1;1;"";3;"";1;"";24;0;30;1;1;1;;1;65;6;"";1;200;2;;2;;2;"";;2;;2;;1;300;2;;2;"";;1;4;"";15;5;4;1;30;2;2;1;"214-06123551316-A";"14";257
"222-00600160203-A-0151";1;2;"";;300;2;;1;"";1;1;"";3;"";2;"";24;0;20;1;1;2;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;2;1;2;;2;2;1;"222-00600160203-A";"12";207
"262-06120881777-A-0041";1;2;"";;80;2;;1;"";1;2;"";3;"";1;"";24;0;20;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;2;2;;2;2;1;"262-06120881777-A";"12";207
"262-06135794190-A-0061";1;2;"";;200;2;;2;"";1;1;"";3;"";1;"";24;0;50;1;1;1;;1;160;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;4;2;;2;2;1;"262-06135794190-A";"12";207
"262-06150386133-A-0051";1;2;"";;1000;2;;1;"";1;2;"";3;"";1;"";24;0;20;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;2;2;;2;2;1;"262-06150386133-A";"12";207
"263-06037273365-A-0081";1;5;"";;200;2;;1;"";1;1;"";3;"";1;"";4;0;16;2;;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;3;2;;2;2;1;"263-06037273365-A";"13";255
"263-06084254047-A-0411";4;2;"";;500;2;;2;"";1;1;"";3;"";2;"";24;0;18;1;1;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;4;2;;2;2;1;"263-06084254047-A";"13";255
"263-06086501949-A-0031";1;2;"";;600;2;;1;"";1;1;"";3;"";2;"";24;0;25;1;1;1;;1;110;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;3;2;;2;2;1;"263-06086501949-A";"13";233
"263-06090957147-A-0141";1;2;"";;500;2;;1;"";1;3;"";3;"";1;"";24;0;78;1;1;1;;1;108;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;8;3;2;;2;2;1;"263-06090957147-A";"13";233
"263-06103905572-A-0321";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";22;0;15;1;1;2;2;1;35;6;"";2;;2;;1;15;2;"";;1;20000;2;;1;2000;2;;2;"";;1;4;"";15;6;4;2;;2;2;1;"263-06103905572-A";"13";233
"263-06103905572-A-0351";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;23;1;1;1;;1;105;6;"";1;200;1;50;1;10;2;"";;1;80000;2;;1;2000;2;;2;"";;1;4;"";15;6;4;2;;2;2;1;"263-06103905572-A";"13";233
"263-06120220730-A-0481";1;2;"";;500;2;;1;"";1;1;"";3;"";2;"";24;0;15;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;3;2;;2;2;1;"263-06120220730-A";"13";233
"263-06123052949-A-0071";1;2;"";;700;2;;1;"";1;1;"";3;"";1;"";24;0;60;1;1;1;;1;100;6;"";2;;2;;1;50;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;3;1;25;2;2;1;"263-06123052949-A";"13";233
"263-06131473256-A-0101";1;2;"";;400;2;;2;"";1;1;"";3;"";1;"";24;0;1;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;6;4;2;;2;2;1;"263-06131473256-A";"13";233
"264-06093214562-A-0431";1;2;"";;1000;2;;1;"";1;1;"";3;"";1;"";24;0;130;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;3;2;;1;2;1;"264-06093214562-A";"14";257
"264-06093214562-A-0521";1;2;"";;600;2;;1;"";1;1;"";3;"";1;"";24;0;50;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;3;2;;2;2;1;"264-06093214562-A";"14";257
"313-05261301520-A-0221";3;3;"";;2500;2;;1;"";1;3;"";3;"";1;"";5;0;100;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;3;1;100;1;3;1;"313-05261301520-A";"13";248
"314-05253580821-A-0341";3;1;"";1500;;2;;1;"";1;3;"";3;"";1;"";8;0;250;1;1;1;;1;300;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;3;1;180;1;3;1;"314-05253580821-A";"14";210
"314-05254711061-A-0261";3;2;"";;2100;2;;1;"";1;3;"";3;"";1;"";24;0;100;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;2;1;30;1;3;1;"314-05254711061-A";"14";210
"314-05254711061-A-0321";3;2;"";;3000;2;;1;"";1;3;"";3;"";1;"";4;0;100;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;2;1;1;45;1;3;1;"314-05254711061-A";"14";210
"413-00477003931-A-0251";1;2;"";;150;2;;1;"";1;1;"";3;"";2;"";3;0;29;1;1;1;;1;110;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;2;1;2;;2;4;1;"413-00477003931-A";"13";283
"414-00477139385-A-0321";1;2;"";;400;2;;1;"";1;1;"";3;"";2;"";24;0;45;1;1;2;2;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;2;1;1;42;2;4;1;"414-00477139385-A";"14";373
"513-00377234002-A-0011";1;2;"";;1500;2;;2;"";1;1;"";3;"";1;"";24;0;14;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;1;40000;2;;2;;2;;2;"";;1;4;"";15;4;2;1;100;2;5;1;"513-00377234002-A";"13";454
"213-00629541438-A-1271";1;2;"";;800;2;;1;"";1;1;"";3;"";1;"";24;0;60;1;1;1;;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;3;3;1;17;2;2;1;"213-00629541438-A";"13";233
"213-06092152986-A-0121";1;2;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;120;6;"";1;3000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;5;4;1;25;2;2;1;"213-06092152986-A";"13";255
"214-00627953817-A-0221";1;2;"";;2500;2;;1;"";1;1;"";3;"";1;"";24;0;60;1;1;1;;1;250;6;"";1;1500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;3;2;2;;1;2;1;"214-00627953817-A";"14";257
"314-05256855262-A-0481";3;6;"";;3500;2;;1;"";1;3;"";3;"";1;"";4;0;100;1;1;1;;1;89;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;4;2;1;21;1;3;1;"314-05256855262-A";"14";231
"213-00631935862-A-0191";3;2;"";;1500;2;;1;"";1;3;"";3;"";1;"";24;0;30;1;1;1;;1;29;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;3;1;2;;2;2;1;"213-00631935862-A";"13";233
"214-06082244277-A-0061";1;5;"";;500;2;;1;"";1;1;"";3;"";1;"";18;0;60;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;1;2000;2;;2;;2;;2;"";;1;4;"";13;3;1;2;;2;2;1;"214-06082244277-A";"14";280
"262-06146473849-A-0091";2;2;"";;250;2;;1;"";1;1;"";3;"";1;"";24;0;10;1;1;1;;1;18;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";13;3;1;2;;2;2;1;"262-06146473849-A";"12";207
"264-06093214562-A-0241";1;2;"";;1000;2;;1;"";1;1;"";3;"";1;"";18;0;50;1;1;1;;1;95;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";13;2;1;1;23;1;2;1;"264-06093214562-A";"14";257
"264-06113702751-A-0061";3;5;"";;1000;2;;1;"";1;3;"";3;"";1;"";24;0;40;1;1;1;;1;60;6;"";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;3;2;2;;1;2;1;"264-06113702751-A";"14";257
"264-06113702751-A-0431";3;5;"";;800;2;;1;"";1;3;"";3;"";1;"";24;0;20;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;2;1;2;;1;2;1;"264-06113702751-A";"14";257
"314-05237492183-A-0271";1;2;"";;1000;2;;1;"";1;2;"";3;"";1;"";1;0;80;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";13;4;4;1;50;1;3;1;"314-05237492183-A";"14";192
"414-00479098214-A-0051";1;2;"";;1000;2;;1;"";1;1;"";3;"";1;"";4;0;39;1;1;1;;1;102;6;"";2;;2;;2;;1;"REPARACION DE TUBERÍAS";100;2;;2;;2;;2;;2;"";;1;4;"";13;4;3;1;29;1;4;1;"414-00479098214-A";"14";373
"213-00627641612-A-0321";1;2;"";;1000;2;;1;"";1;1;"";3;"";1;"";24;0;30;1;1;1;;1;150;6;"";2;;1;500;1;300;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;2;1;90;1;2;1;"213-00627641612-A";"13";233
"213-00629835740-A-0251";1;2;"";;1200;2;;1;"";1;3;"";3;"";1;"";24;0;30;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;1;19;2;2;1;"213-00629835740-A";"13";233
"213-00630223785-A-0681";1;5;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;22;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;2;;2;2;1;"213-00630223785-A";"13";255
"213-00631272653-A-0011";1;6;"";;1200;2;;1;"";1;1;"";3;"";1;"";20;0;50;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";12;2;1;2;;2;2;1;"213-00631272653-A";"13";233
"213-00631935862-A-0121";1;2;"";;1000;2;;2;"";1;1;"";3;"";1;"";24;0;20;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;5;4;1;50;2;2;1;"213-00631935862-A";"13";233
"214-00629848944-A-0591";1;3;"";;1500;2;;1;"";1;3;"";3;"";1;"";24;0;25;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;1;8000;2;;2;;2;;2;"";;1;3;"";12;3;1;1;30;2;2;1;"214-00629848944-A";"14";343
"214-00631606647-A-0101";4;5;"";;1000;2;;1;"";1;1;"";3;"";1;"";12;0;40;1;1;1;;1;110;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;2;1;25;2;2;1;"214-00631606647-A";"14";280
"214-06102371533-A-0021";1;2;"";;3000;2;;1;"";1;3;"";3;"";1;"";24;0;78;1;1;1;;1;229;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;5;3;1;48;1;2;1;"214-06102371533-A";"14";343
"223-00599279864-A-0201";1;3;"";;6000;2;;2;"";1;1;"";3;"";1;"";18;0;32;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;3;1;17;2;2;1;"223-00599279864-A";"13";200
"223-00599746361-A-0041";1;2;"";;300;2;;2;"";1;1;"";3;"";1;"";24;0;30;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;3;1;20;2;2;1;"223-00599746361-A";"13";255
"223-00599947031-A-0121";1;2;"";;120;2;;1;"";1;1;"";3;"";2;"";24;0;12;1;1;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;5;2;2;;2;2;1;"223-00599947031-A";"13";233
"262-06079007599-A-0161";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;15;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;2;;2;2;1;"262-06079007599-A";"12";207
"262-06082764694-A-0261";1;5;"";;120;2;;2;"";1;1;"";3;"";2;"";24;0;10;1;1;2;3;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;1;2;;2;2;1;"262-06082764694-A";"12";207
"262-06124657744-A-0101";1;2;"";;250;2;;2;"";1;1;"";3;"";2;"";24;0;15;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;2;1;2;;2;2;1;"262-06124657744-A";"12";226
"262-06142718571-A-0171";1;2;"";;300;2;;1;"";1;1;"";3;"";1;"";24;0;39;1;1;2;2;1;55;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;6;5;2;;2;2;1;"262-06142718571-A";"12";207
"263-06079283474-A-0041";1;2;"";;250;2;;2;"";1;1;"";3;"";2;"";24;0;15;1;1;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;3;2;;2;2;1;"263-06079283474-A";"13";233
"263-06120220730-A-0391";4;2;"";;250;2;;1;"";1;1;"";3;"";1;"";24;0;25;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;2;2;2;;2;2;1;"263-06120220730-A";"13";233
"263-06123052949-A-0171";1;3;"";;350;2;;1;"";1;1;"";3;"";1;"";24;0;25;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;7;3;2;;2;2;1;"263-06123052949-A";"13";233
"263-06127679415-A-0171";1;2;"";;250;2;;1;"";1;1;"";3;"";1;"";24;0;80;1;1;1;;1;110;6;"";2;;2;;2;;2;"";;1;16000;2;;2;;2;;2;"";;1;4;"";12;6;3;2;;2;2;1;"263-06127679415-A";"13";281
"263-06131473256-A-0711";1;2;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;20;1;1;2;2;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;2;2;;2;2;1;"263-06131473256-A";"13";233
"264-06087822647-A-0241";3;2;"";;1500;2;;1;"";1;1;"";3;"";1;"";24;0;70;1;1;1;;1;115;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;1;24;1;2;1;"264-06087822647-A";"14";257
"264-06093214562-A-0291";3;5;"";;1200;2;;1;"";1;1;"";3;"";1;"";20;0;60;1;1;1;;1;160;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;1;23;1;2;1;"264-06093214562-A";"14";257
"264-06093214562-A-0331";1;6;"";;1200;2;;2;"";1;2;"";3;"";1;"";18;0;60;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;3;1;23;1;2;1;"264-06093214562-A";"14";257
"313-05261301520-A-0311";3;1;"";2100;;2;;1;"";1;3;"";3;"";1;"";24;0;90;1;1;1;;1;80;6;"";1;1000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;2;2;1;40;1;3;1;"313-05261301520-A";"13";248
"314-05248238925-A-0151";1;2;"";;3470;2;;1;"";1;2;"";3;"";1;"";3;0;150;1;1;1;;1;250;6;"";1;10200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;5;4;1;30;1;3;1;"314-05248238925-A";"14";330
"314-05254711061-A-0151";3;2;"";;4795;2;;1;"";1;3;"";3;"";1;"";24;0;110;1;1;1;;1;220;6;"";1;700;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;1;100;1;3;1;"314-05254711061-A";"14";210
"324-05238344975-A-0361";1;2;"";;1400;2;;2;"";1;1;"";3;"";1;"";1;0;50;1;1;1;;1;30;6;"";2;;1;150;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;1;1;30;2;3;1;"324-05238344975-A";"14";210
"413-00477934146-A-0111";1;2;"";;500;2;;2;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;130;6;"";1;4000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;5;2;1;80;2;4;1;"413-00477934146-A";"13";283
"413-00479701845-A-0141";1;2;"";;700;2;;1;"";1;1;"";3;"";2;"";3;0;25;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;1;1;27;2;4;1;"413-00479701845-A";"13";283
"413-00479701845-A-0241";1;2;"";;400;2;;2;"";1;1;"";3;"";1;"";5;0;30;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;5;3;1;27;2;4;1;"413-00479701845-A";"13";283
"513-03775375139-A-0631";4;5;"";;100;2;;2;"";1;1;"";3;"";1;"";8;0;100;1;1;2;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;120;2;"";;1;4;"";12;1;1;2;;2;5;1;"513-03775375139-A";"13";495
"213-00630621023-A-0751";4;5;"";;170;2;;1;"";1;1;"";3;"";2;"";24;0;18;1;1;1;;1;58;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;2;1;2;;2;2;1;"213-00630621023-A";"13";255
"214-00629064951-A-0701";3;2;"";;2000;2;;1;"";1;2;"";3;"";1;"";24;0;30;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";11;3;1;2;;2;2;1;"214-00629064951-A";"14";280
"214-00630597061-A-0381";1;2;"";;400;2;;1;"";1;1;"";3;"";1;"";24;0;70;1;1;1;;1;180;6;"";1;800;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;3;3;2;;2;2;1;"214-00630202737-A";"14";257
"214-06139184621-A-0171";4;2;"";;450;2;;1;"";1;1;"";3;"";1;"";24;0;18;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;1;1;2;;2;2;1;"214-06139184621-A";"14";257
"222-00604998550-A-0101";1;2;"";;300;2;;1;"";1;1;"";3;"";1;"";24;0;30;2;;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";11;4;2;2;;1;2;1;"222-00604998550-A";"12";207
"222-00606192112-A-0041";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;20;2;;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";11;2;1;2;;2;2;1;"222-00606192112-A";"12";207
"223-06057542609-A-0081";1;1;"";300;;2;;2;"";1;1;"";3;"";1;"";24;0;50;2;;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";11;1;0;2;;2;2;1;"223-06057542609-A";"13";233
"262-06146473849-A-0121";1;2;"";;150;2;;1;"";1;1;"";3;"";1;"";24;0;10;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;4;2;2;;2;2;1;"262-06146473849-A";"12";207
"263-06123052949-A-0111";1;2;"";;500;2;;1;"";1;1;"";3;"";2;"";24;0;12;1;1;1;;1;28;6;"";2;;2;;2;;2;"";;1;5000;2;;2;;2;;2;"";;1;4;"";11;2;1;2;;2;2;1;"263-06123052949-A";"13";233
"263-06133852509-A-0101";4;5;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;20;1;1;2;2;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;2;1;2;;2;2;1;"263-06133852509-A";"13";255
"263-06133852509-A-0321";1;2;"";;150;2;;2;"";1;1;"";3;"";1;"";24;0;8;1;1;2;2;1;23;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;4;1;1;17;2;2;1;"263-06133852509-A";"13";255
"514-00377622897-A-0051";3;1;"";2000;;2;;1;"";1;1;"";3;"";1;"";10;0;32;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;6;4;1;36;2;5;1;"514-00377622897-A";"14";529
"213-00629263142-A-0311";1;2;"";;100;2;;1;"";1;2;"";3;"";1;"";24;0;18;1;1;1;;1;15;6;"";1;2000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;2;2;;2;2;1;"213-00629263142-A";"13";255
"213-00629332224-A-0131";1;6;"";;1000;2;;1;"";1;1;"";3;"";1;"";24;0;15;1;1;1;;1;60;6;"";1;2000;2;;2;;2;"";;2;;2;;1;1000;1;700;2;"";;1;4;"";10;4;2;2;;2;2;1;"213-00629332224-A";"13";255
"213-00629835740-A-0281";3;2;"";;1500;2;;1;"";1;3;"";3;"";1;"";24;0;120;1;1;1;;1;117;6;"";1;7000;2;;1;90;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;7;5;1;17;2;2;1;"213-00629835740-A";"13";233
"213-00630054166-A-0241";3;2;"";;800;2;;1;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;3;1;100;1;2;1;"213-00630054166-A";"13";281
"213-00630141958-A-0111";1;2;"";;500;2;;1;"";1;3;"";3;"";1;"";24;0;40;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;3;2;;2;2;1;"213-00630141958-A";"13";233
"213-06112045908-A-0381";1;2;"";;700;2;;2;"";1;1;"";3;"";1;"";24;0;50;1;1;1;;1;85;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;4;2;;2;2;1;"213-06112045908-A";"13";233
"214-00627354588-A-0011";1;1;"";3480;;2;;1;"";1;2;"";3;"";1;"";24;0;70;1;1;1;;1;400;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;3;1;150;2;2;1;"214-00627354588-A";"14";257
"214-00627354588-A-0131";3;2;"";;4200;2;;1;"";1;1;"";3;"";1;"";24;0;30;1;1;1;;1;125;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;1;2;;2;2;1;"214-00627354588-A";"14";257
"214-00627953817-A-0191";1;2;"";;5576;2;;1;"";1;1;"";3;"";1;"";24;0;20;1;1;2;3;1;28;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;2;1;1;25;2;2;1;"214-00627953817-A";"14";257
"214-00627953817-A-0301";1;2;"";;2100;2;;1;"";1;2;"";3;"";1;"";24;0;24;1;1;1;;1;100;6;"";1;500;2;;2;;2;"";;2;;2;;2;;1;700;2;"";;1;4;"";10;5;3;1;30;2;2;1;"214-00627953817-A";"14";257
"214-00629064951-A-1951";3;2;"";;1000;2;;1;"";1;1;"";3;"";1;"";24;0;60;1;1;1;;1;130;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;5;3;1;35;2;2;1;"214-00629064951-A";"14";280
"214-00629128760-A-0471";3;2;"";;1200;2;;1;"";1;1;"";3;"";1;"";24;0;60;1;1;1;;1;100;6;"";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;3;2;;2;2;1;"214-00629128760-A";"14";280
"214-00629692779-A-0301";4;5;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;2;1;1;120;2;2;1;"214-00629692779-A";"14";308
"214-00630984002-A-0121";1;2;"";;500;2;;1;"";1;1;"";3;"";1;"";18;0;20;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;3;1;100;1;2;1;"214-00630984002-A";"14";257
"223-00599947031-A-0131";1;6;"";;150;2;;2;"";1;1;"";3;"";2;"";18;0;11;1;1;1;;1;36;6;"";2;;2;;1;25;2;"";;2;;2;;2;;1;100;2;"";;1;4;"";10;2;1;2;;2;2;1;"223-00599947031-A";"13";233
"263-06057444240-A-0101";1;2;"";;250;2;;1;"";1;1;"";3;"";2;"";24;0;18;1;1;1;;1;85;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;500;2;"";;1;4;"";10;3;2;2;;2;2;1;"263-06057444240-A";"13";255
"263-06074696033-A-0291";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;13;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;3;1;2;;2;2;1;"263-06074696033-A";"13";233
