folio;departamento;n_hogar;s8_01;s8_02;s8_02e;s8_03;s8_04;s8_05;s8_05e;s8_06;s8_07;s8_07e;s8_08;s8_08e;s8_09;s8_09e;s8_10;s8_11;s8_12;s8_13;s8_14;s8_15;s8_16;s8_17;s8_17e;s8_181a;s8_181b;s8_182a;s8_182b;s8_183a;s8_183b;s8_184a;s8_184b;s8_184e;s8_191a;s8_191b;s8_192a;s8_192b;s8_193a;s8_193b;s8_194a;s8_194b;s8_195a;s8_195b;s8_195e;s8_20;s8_21;s8_21e;s8_22;s8_23;s8_24;s8_25;s8_26;s8_27;s8_28;s8_29;s8_30;s8_31;s8_32;s8_331;s8_332;s8_333;s8_334;s8_335;s8_34;upm;estrato;area;ccons;chabita;cserv;cviv2;factor_ant;factor
"73193010031";"07";1;1;2;"";;500;1;"";1;2;"";6;"";1;"";1;30;1;1;2;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;4;3;2;;2;;1;4;100;2;;;;;;100;"731930101";"12";1;1;3;3;1;341;334
"73193010151";"07";1;1;2;"";;1200;1;"";1;2;"";6;"";1;"";1;80;1;1;2;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;5;3;2;;2;;1;2;60;2;;;;;;30;"731930101";"12";1;1;3;3;1;341;334
"73193010211";"07";1;1;2;"";;400;1;"";1;2;"";5;"";1;"";2;30;1;1;2;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";27;3;2;2;;2;;1;3;50;3;;;;;;;"731930101";"12";1;1;3;2;1;341;334
"73193010271";"07";1;4;1;"";250;;1;"";1;3;"";5;"";1;"";2;25;1;2;3;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";27;1;1;2;;2;;1;2;60;3;;;;;;;"731930101";"12";1;1;2;2;0;341;334
"73193010331";"07";1;1;2;"";;500;1;"";1;2;"";6;"";1;"";1;30;1;1;2;1;120;6;"";1;1800;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;3;3;1;1;1;40;1;2;40;2;;;;;;20;"731930101";"12";1;1;3;3;1;341;334
"73193010391";"07";1;4;5;"";;300;1;"";1;2;"";6;"";1;"";2;25;1;2;3;1;55;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;2;130;2;;;;;;30;"731930101";"12";1;1;3;2;1;341;334
"73193010441";"07";1;4;1;"";180;;1;"";1;3;"";6;"";1;"";2;20;1;2;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;1;1;2;;2;;1;1;30;3;;;;;;;"731930101";"12";1;1;3;2;1;341;334
"73193010501";"07";1;1;2;"";;600;1;"";1;2;"";5;"";1;"";2;40;1;1;3;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;2;2;2;;2;;1;2;60;2;;;;;;100;"731930101";"12";1;1;3;2;1;341;334
"73193010561";"07";1;4;1;"";150;;1;"";2;2;"";5;"";1;"";2;25;1;2;3;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;20;3;;;;;;;"731930101";"12";1;0;2;2;0;341;334
"73193010621";"07";1;4;2;"";;350;1;"";1;2;"";5;"";1;"";2;50;1;2;3;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;1;100;3;;;;;;;"731930101";"12";1;1;3;2;1;341;334
"73193010681";"07";1;1;2;"";;900;1;"";1;2;"";6;"";1;"";1;35;1;1;2;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;2;2;;2;;1;4;400;2;;;;;;150;"731930101";"12";1;1;3;3;1;341;334
"73194100011";"07";1;1;5;"";;180;1;"";1;1;"";5;"";1;"";2;30;1;1;2;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";22;2;1;2;;2;;1;1;20;3;;;;;;;"731940110";"12";1;0;3;2;1;247;242
"73194100061";"07";1;1;2;"";;400;1;"";1;1;"";5;"";1;"";2;50;1;2;2;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;3;50;3;;;;;;;"731940110";"12";1;0;3;2;0;247;242
"73194100121";"07";1;1;6;"";;300;1;"";1;2;"";5;"";1;"";2;40;1;1;2;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;2;60;2;;;;;;20;"731940110";"12";1;1;3;2;1;247;242
"73194100171";"07";1;4;1;"";200;;1;"";1;2;"";5;"";1;"";2;20;1;2;2;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;50;2;;;;;;30;"731940110";"12";1;1;2;2;0;247;242
"73194100221";"07";1;4;1;"";200;;1;"";1;2;"";5;"";1;"";2;30;1;2;2;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";27;1;1;2;;2;;1;1;100;2;;;;;;30;"731940110";"12";1;1;2;2;0;247;242
"73194100271";"07";1;1;5;"";;400;1;"";2;2;"";5;"";1;"";2;25;1;2;2;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;3;2;2;;2;;1;2;80;3;;;;;;;"731940110";"12";1;0;3;2;0;247;242
"73194100331";"07";1;3;6;"";;600;1;"";1;2;"";6;"";1;"";1;50;1;1;3;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;3;2;2;;2;;1;2;60;2;;;;;;20;"731940110";"12";1;1;3;3;1;247;242
"73194100381";"07";1;1;2;"";;1400;1;"";1;2;"";6;"";1;"";1;40;1;1;2;1;50;6;"";2;;1;20;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";27;2;1;2;;1;10;1;1;50;3;;;;;;;"731940110";"12";1;1;3;3;1;247;242
"73194100431";"07";1;4;1;"";350;;1;"";1;2;"";5;"";1;"";2;40;1;2;3;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";22;1;1;2;;1;58;1;1;20;3;;;;;;;"731940110";"12";1;1;2;2;0;247;242
"73194100481";"07";1;4;1;"";350;;1;"";1;2;"";5;"";1;"";2;35;1;2;3;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";22;1;1;2;;2;;1;1;60;3;;;;;;;"731940110";"12";1;1;1;2;0;247;242
"73194100541";"07";1;1;2;"";;700;1;"";1;2;"";6;"";1;"";2;120;1;2;3;1;250;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;3;2;;2;;1;5;300;2;;;;;;100;"731940110";"12";1;1;3;2;1;247;242
"73194100591";"07";1;4;1;"";300;;1;"";1;1;"";5;"";1;"";2;20;1;2;3;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;50;3;;;;;;;"731940110";"12";1;0;2;2;0;247;242
"73211060091";"07";1;4;1;"";500;;1;"";1;2;"";5;"";1;"";2;50;1;2;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;2;1;2;;2;;1;2;100;3;;;;;;;"732110106";"11";1;1;2;2;0;581;569
"73211060141";"07";1;1;2;"";;3500;1;"";1;2;"";6;"";1;"";1;120;1;1;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;8;5;2;;2;;1;5;150;2;;;;;;50;"732110106";"11";1;1;3;3;1;581;569
"73211060251";"07";1;1;2;"";;4900;1;"";1;2;"";6;"";1;"";1;120;1;1;1;1;230;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";45;3;2;1;1;1;220;1;4;120;1;1;2;2;2;2;200;"732110106";"11";1;1;3;3;1;581;569
"73211060371";"07";1;4;1;"";180;;1;"";1;2;"";6;"";1;"";2;30;1;2;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";12;1;1;2;;2;;1;1;250;3;;;;;;;"732110106";"11";1;1;2;2;1;581;569
"73211060421";"07";1;1;1;"";400;;1;"";1;2;"";5;"";1;"";2;100;1;1;1;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";50;1;1;2;;2;;1;4;100;2;;;;;;20;"732110106";"11";1;1;2;3;1;581;569
"73211060481";"07";1;4;1;"";300;;1;"";1;2;"";5;"";1;"";2;25;1;2;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;100;3;;;;;;;"732110106";"11";1;1;2;2;1;581;569
"73211060591";"07";1;4;1;"";250;;1;"";1;2;"";5;"";1;"";2;25;1;2;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;2;50;2;;;;;;10;"732110106";"11";1;1;2;2;1;581;569
"73211060641";"07";1;1;2;"";;1500;1;"";1;2;"";5;"";1;"";2;45;1;2;2;1;45;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;2;2;;2;;1;3;150;3;;;;;;;"732110106";"11";1;1;3;2;1;581;569
"73218020101";"07";1;1;1;"";1200;;1;"";1;2;"";6;"";1;"";1;190;1;1;1;1;220;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";50;4;3;2;;2;;1;4;160;2;;;;;;30;"732180102";"11";1;1;3;3;1;477;467
"73218020161";"07";1;4;1;"";1000;;1;"";1;2;"";5;"";1;"";2;80;1;2;1;1;200;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";50;2;1;2;;1;50;1;2;200;1;2;1;2;2;2;250;"732180102";"11";1;1;2;2;0;477;467
"73218020231";"07";1;1;2;"";;2094;1;"";1;2;"";6;"";1;"";1;320;1;1;1;1;270;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";52;3;2;1;1;1;80;1;3;400;1;1;2;2;2;2;210;"732180102";"11";1;1;3;3;1;477;467
"73218020361";"07";1;4;1;"";450;;1;"";1;2;"";6;"";1;"";2;30;1;2;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;1;1;2;;2;;1;2;120;3;;;;;;;"732180102";"11";1;1;3;2;1;477;467
"73218020431";"07";1;1;2;"";;1000;1;"";1;2;"";5;"";1;"";1;160;1;1;1;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;4;4;2;;2;;1;4;70;2;;;;;;30;"732180102";"11";1;1;3;3;1;477;467
"73218020491";"07";1;1;2;"";;1600;1;"";1;2;"";5;"";1;"";1;95;1;1;1;1;160;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;6;6;2;;2;;1;8;300;2;;;;;;30;"732180102";"11";1;1;3;3;1;477;467
"73218020561";"07";1;4;6;"";;400;1;"";1;2;"";6;"";1;"";2;30;1;2;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;2;60;3;;;;;;;"732180102";"11";1;1;2;2;1;477;467
"73218020751";"07";1;1;1;"";1256;;1;"";1;1;"";6;"";1;"";1;170;1;1;1;1;200;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";55;5;4;2;;2;;1;2;300;3;;;;;;;"732180102";"11";1;1;3;3;1;477;467
"73225070011";"07";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";1;200;1;1;1;1;580;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";54;5;4;2;;1;20;1;2;40;2;;;;;;30;"732250107";"12";1;1;3;3;1;371;363
"73225070081";"07";1;1;5;"";;800;1;"";1;1;"";5;"";1;"";1;35;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";10;2;1;2;;1;200;1;2;20;3;;;;;;;"732250107";"12";1;0;2;3;1;371;363
"73225070151";"07";1;4;1;"";300;;1;"";1;1;"";5;"";1;"";2;25;1;2;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;2;40;3;;;;;;;"732250107";"12";1;0;1;2;0;371;363
"73225070221";"07";1;4;2;"";;1200;1;"";1;2;"";5;"";1;"";2;60;1;2;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";22;4;2;2;;2;;1;3;200;3;;;;;;;"732250107";"12";1;1;3;2;1;371;363
"73225070281";"07";1;4;1;"";300;;1;"";1;1;"";5;"";1;"";2;20;1;2;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";27;1;1;2;;2;;1;1;20;3;;;;;;;"732250107";"12";1;0;2;2;0;371;363
"73225070351";"07";1;4;1;"";650;;1;"";1;2;"";6;"";1;"";2;50;1;2;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";22;2;1;2;;2;;1;1;20;2;;;;;;10;"732250107";"12";1;1;1;2;0;371;363
"73225070421";"07";1;4;1;"";380;;1;"";1;2;"";6;"";1;"";2;20;1;2;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";28;1;1;2;;2;;1;2;150;2;;;;;;20;"732250107";"12";1;1;2;2;1;371;363
"73225070491";"07";1;4;6;"";;600;1;"";1;2;"";5;"";1;"";2;50;1;2;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";275;1;1;2;;2;;1;2;80;3;;;;;;;"732250107";"12";1;1;3;2;1;371;363
"73225070561";"07";1;4;1;"";300;;1;"";1;2;"";6;"";1;"";2;50;1;2;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";28;1;1;2;;2;;1;2;100;3;;;;;;;"732250107";"12";1;1;2;2;1;371;363
"73225070631";"07";1;4;1;"";300;;1;"";1;1;"";5;"";1;"";2;20;1;2;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;1;1;2;;2;;1;1;20;3;;;;;;;"732250107";"12";1;0;2;2;0;371;363
"73225070761";"07";1;4;1;"";300;;1;"";1;3;"";6;"";1;"";2;50;1;2;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;1;1;120;1;2;2;2;1;2;80;"732250107";"12";1;1;2;2;1;371;363
"73233090101";"07";1;1;5;"";;800;1;"";1;2;"";5;"";1;"";2;40;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;2;2;;2;;1;1;40;3;;;;;;;"732330109";"11";1;1;3;3;1;542;531
"73233090191";"07";1;4;1;"";800;;1;"";1;2;"";5;"";1;"";2;70;1;1;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;1;40;1;1;70;2;;;;;;20;"732330109";"11";1;1;3;3;1;542;531
"73233090271";"07";1;1;6;"";;700;1;"";1;2;"";5;"";1;"";2;50;1;1;2;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;1;1;2;;1;100;1;1;50;3;;;;;;;"732330109";"11";1;1;3;2;1;542;531
"73233090361";"07";1;4;1;"";350;;1;"";1;1;"";5;"";1;"";2;30;1;2;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;1;1;2;;2;;1;1;80;2;;;;;;30;"732330109";"11";1;0;3;2;1;542;531
"73233090441";"07";1;4;1;"";400;;1;"";1;2;"";5;"";1;"";2;50;1;2;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;50;3;;;;;;;"732330109";"11";1;1;2;2;1;542;531
"73233090531";"07";1;4;1;"";300;;1;"";1;2;"";5;"";1;"";2;15;1;2;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;2;2;2;;2;;1;1;50;3;;;;;;;"732330109";"11";1;1;3;2;1;542;531
"73233090691";"07";1;4;1;"";330;;1;"";1;2;"";6;"";1;"";2;25;1;2;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";23;1;1;2;;2;;1;2;80;2;;;;;;50;"732330109";"11";1;1;2;2;1;542;531
"73233090861";"07";1;1;2;"";;1400;1;"";1;2;"";6;"";1;"";1;80;1;1;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";46;3;2;2;;1;100;1;3;200;1;1;2;2;2;2;200;"732330109";"11";1;1;3;3;1;542;531
"73233090951";"07";1;4;1;"";100;;1;"";1;2;"";5;"";1;"";2;30;1;2;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;1;1;2;;2;;1;1;20;3;;;;;;;"732330109";"11";1;1;3;2;1;542;531
"73250120011";"07";1;1;2;"";;1000;1;"";1;2;"";5;"";1;"";1;70;1;1;2;1;98;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;3;2;2;;2;;1;2;50;2;;;;;;10;"732500112";"12";1;1;3;3;1;278;272
"73250120051";"07";1;4;1;"";400;;1;"";1;2;"";5;"";1;"";2;20;1;2;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";26;1;1;2;;2;;1;1;50;2;;;;;;50;"732500112";"12";1;1;2;2;0;278;272
"73250120131";"07";1;1;2;"";;400;1;"";1;2;"";5;"";1;"";2;80;1;1;2;1;90;6;"";2;;2;;2;;2;;"";1;8000;2;;2;;2;;2;;"";2;4;"";26;2;1;2;;2;;1;2;50;3;;;;;;;"732500112";"12";1;1;1;2;0;278;272
"73250120171";"07";1;4;2;"";;700;1;"";1;2;"";5;"";1;"";2;80;1;1;2;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;4;3;2;;2;;1;3;200;2;;;;;;20;"732500112";"12";1;1;3;2;1;278;272
"73250120211";"07";1;4;1;"";200;;1;"";1;2;"";5;"";1;"";2;25;1;2;3;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";26;1;1;2;;2;;1;2;150;2;;;;;;0;"732500112";"12";1;1;2;2;0;278;272
"73250120261";"07";1;1;2;"";;500;1;"";1;2;"";5;"";1;"";2;140;1;1;2;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";28;1;1;2;;2;;1;2;100;2;;;;;;60;"732500112";"12";1;1;2;2;0;278;272
"73250120301";"07";1;1;5;"";;800;1;"";1;2;"";6;"";1;"";1;50;1;1;2;1;100;6;"";2;;2;;2;;2;;"";2;;1;250;2;;2;;2;;"";1;4;"";27;2;2;2;;2;;1;2;150;3;;;;;;;"732500112";"12";1;1;3;3;1;278;272
"73250120341";"07";1;4;5;"";;300;5;"";2;1;"";7;"";1;"";2;40;1;2;2;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";26;2;1;2;;2;;1;2;20;2;;;;;;10;"732500112";"12";1;0;1;2;0;278;272
"73250120381";"07";1;4;1;"";300;;1;"";1;2;"";5;"";1;"";2;20;1;2;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";23;1;1;2;;2;;2;;;3;;;;;;;"732500112";"12";1;1;2;2;0;278;272
"73250120421";"07";1;1;2;"";;2100;1;"";1;2;"";6;"";1;"";1;80;1;1;2;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";22;3;1;1;1;2;;1;1;400;2;;;;;;40;"732500112";"12";1;1;3;3;1;278;272
"73250120461";"07";1;1;2;"";;500;1;"";1;2;"";6;"";1;"";1;30;1;1;2;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;3;1;2;;1;50;1;2;100;1;1;1;1;1;2;160;"732500112";"12";1;1;3;3;1;278;272
"73259060021";"07";1;4;1;"";250;;1;"";1;2;"";5;"";1;"";1;25;1;2;3;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;10;2;;;;;;8;"732590106";"12";1;1;2;2;0;342;335
"73259060071";"07";1;1;1;"";750;;1;"";1;2;"";6;"";1;"";1;60;1;1;3;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;2;2;;2;;1;2;30;2;;;;;;20;"732590106";"12";1;1;3;3;1;342;335
"73259060121";"07";1;4;5;"";;800;1;"";1;2;"";6;"";1;"";1;200;1;2;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";25;5;4;2;;1;50;1;3;50;1;1;2;2;2;2;30;"732590106";"12";1;1;3;3;1;342;335
"73259060171";"07";1;1;2;"";;700;1;"";1;2;"";6;"";1;"";1;50;1;2;3;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";26;2;1;2;;1;30;1;2;20;3;;;;;;;"732590106";"12";1;1;3;2;1;342;335
"73259060221";"07";1;4;5;"";;600;1;"";2;2;"";5;"";1;"";2;40;1;2;3;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";54;2;1;2;;1;20;1;2;100;1;1;2;2;2;2;200;"732590106";"12";1;0;2;2;0;342;335
"73259060421";"07";1;1;2;"";;250;1;"";1;2;"";6;"";1;"";2;60;1;1;2;1;300;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;3;2;;1;60;1;1;60;1;1;2;2;2;2;260;"732590106";"12";1;1;3;2;1;342;335
"73259060471";"07";1;1;1;"";200;;1;"";2;2;"";7;"";1;"";2;30;1;1;2;1;40;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;1;2;;2;;1;1;50;3;;;;;;;"732590106";"12";1;0;2;2;0;342;335
"73259060521";"07";1;1;2;"";;200;1;"";1;2;"";6;"";1;"";1;52;1;1;2;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";22;5;2;2;;1;100;2;;;3;;;;;;;"732590106";"12";1;1;3;3;1;342;335
"73259060571";"07";1;1;2;"";;100;1;"";1;2;"";5;"";1;"";2;100;1;2;2;1;200;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;2;2;;2;;1;3;150;3;;;;;;;"732590106";"12";1;1;3;2;1;342;335
"73259070031";"07";1;1;2;"";;100;2;"";2;1;"";7;"";1;"";1;30;1;2;2;1;100;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;1;1;2;;2;;2;;;3;;;;;;;"732590107";"12";1;0;3;2;0;324;317
"73259070081";"07";1;3;6;"";;500;1;"";1;2;"";5;"";1;"";1;50;1;1;1;1;50;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;1;2;;2;;1;2;100;3;;;;;;;"732590107";"12";1;1;3;3;1;324;317
"73259070121";"07";1;4;1;"";400;;1;"";1;2;"";5;"";1;"";2;22;1;2;2;1;70;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;1;2;;2;;1;2;50;3;;;;;;;"732590107";"12";1;1;2;2;0;324;317
"73259070221";"07";1;1;2;"";;800;1;"";1;2;"";5;"";1;"";2;200;1;1;1;1;350;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;4;3;2;;2;;1;2;50;2;;;;;;20;"732590107";"12";1;1;3;3;1;324;317
"73259070261";"07";1;1;5;"";;200;1;"";1;2;"";5;"";1;"";2;100;1;2;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";27;2;1;2;;2;;1;1;50;3;;;;;;;"732590107";"12";1;1;3;2;1;324;317
"73259070311";"07";1;4;1;"";250;;1;"";1;2;"";5;"";1;"";2;25;1;2;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";28;1;1;2;;2;;1;2;20;3;;;;;;;"732590107";"12";1;1;2;2;1;324;317
"73259070361";"07";1;4;1;"";250;;1;"";1;2;"";5;"";1;"";2;25;1;2;3;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;2;30;3;;;;;;;"732590107";"12";1;1;1;2;0;324;317
"73259070451";"07";1;1;1;"";200;;1;"";1;2;"";5;"";1;"";1;30;1;1;3;1;160;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";26;3;3;2;;2;;1;2;30;2;;;;;;30;"732590107";"12";1;1;3;3;1;324;317
"73259070541";"07";1;1;2;"";;1000;1;"";1;2;"";6;"";1;"";1;22;1;1;1;1;120;5;"";2;;2;;2;;2;;"";1;20000;2;;2;;2;;2;;"";1;4;"";27;4;3;2;;1;100;1;4;300;1;1;2;2;2;2;180;"732590107";"12";1;1;3;3;1;324;317
"73261040021";"07";1;4;1;"";2500;;1;"";1;1;"";6;"";1;"";1;140;1;2;1;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;1;1;2;;2;;1;2;170;3;;;;;;;"732610104";"11";1;1;2;3;1;352;345
"73261040061";"07";1;1;5;"";;2500;1;"";1;1;"";5;"";1;"";1;85;1;1;1;1;95;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;1;30;3;;;;;;;"732610104";"11";1;0;3;3;1;352;345
"73261040181";"07";1;4;4;"";;500;1;"";1;2;"";6;"";1;"";2;0;1;2;1;1;0;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;1;1;2;;2;;1;1;50;2;;;;;;20;"732610104";"11";1;1;3;2;1;352;345
"73261040221";"07";1;4;4;"";;300;1;"";1;1;"";6;"";1;"";1;0;1;1;1;1;0;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;1;1;2;;2;;1;2;50;1;2;1;2;2;2;15;"732610104";"11";1;1;3;3;1;352;345
"73261040341";"07";1;1;2;"";;6960;1;"";1;2;"";6;"";1;"";1;300;1;1;1;1;300;6;"";1;2000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";50;3;3;2;;1;200;1;2;240;2;;;;;;20;"732610104";"11";1;1;3;3;1;352;345
"73261040381";"07";1;4;1;"";1000;;1;"";1;2;"";6;"";1;"";2;100;1;2;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";50;1;1;2;;2;;1;2;300;3;;;;;;;"732610104";"11";1;1;3;2;1;352;345
"73261040421";"07";1;4;2;"";;1200;1;"";1;2;"";6;"";1;"";2;70;1;2;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;2;2;;1;80;1;1;100;1;2;2;1;2;2;40;"732610104";"11";1;1;3;2;1;352;345
