folio;id01;resultad;totper;rcompra;c_dia;c_mes;c_resul;s1_01;s1_02;s1_02e;s1_03;s1_04;s1_05;s1_05e;s1_06;s1_07;s1_07e;s1_08;s1_08e;s1_09;s1_09e;s1_10;s1_11;s1_12;s1_13;s1_14;s1_15;s1_16;s1_16e;s1_171a;s1_171b;s1_172a;s1_172b;s1_173a;s1_173b;s1_174a;s1_174b;s1_174e;s1_181a;s1_181b;s1_182a;s1_182b;s1_183a;s1_183b;s1_184a;s1_184b;s1_185a;s1_185b;s1_185e;s1_19;s1_20;s1_20e;s1_21;s1_22;s1_23;s1_24;s1_25;s1_26;upm;area;estrato;factor_ant;factor
"87012110021";"08";1;3;2;17;12;1;1;5;"";;700;1;"";1;1;"";5;"";5;"";0;1;2;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";70;3;2;2;;2;"870120111";1;"21";285;291
"87012110041";"08";1;7;2;17;12;1;1;2;"";;2000;1;"";1;1;"";6;"";1;"";60;1;2;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;6;4;1;50;2;"870120111";1;"21";285;291
"87012110061";"08";1;1;1;18;12;1;1;2;"";;1000;1;"";1;1;"";5;"";5;"";0;1;2;1;1;110;6;"";1;1000;1;600;1;300;2;;"";2;;2;;2;;1;600;2;;"";1;3;"";70;4;3;1;70;2;"870120111";1;"21";285;291
"87012110081";"08";1;2;1;18;12;1;1;2;"";;300;1;"";1;1;"";6;"";1;"";0;1;2;1;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;2;1;2;;2;"870120111";1;"21";285;291
"87012110101";"08";1;4;1;18;12;1;1;2;"";;700;1;"";1;1;"";6;"";5;"";0;1;2;1;1;90;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;3;3;2;;1;"870120111";1;"21";285;291
"87012110121";"08";1;6;2;17;12;1;1;1;"";2500;;1;"";1;2;"";5;"";2;"";0;1;2;1;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";55;9;5;1;50;2;"870120111";1;"21";285;291
"87012110141";"08";1;7;2;17;12;1;1;2;"";;1300;1;"";1;1;"";5;"";2;"";100;1;2;1;1;150;6;"";1;5000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;4;3;1;52;2;"870120111";1;"21";285;291
"87012110161";"08";1;3;2;18;12;1;2;5;"";;200;6;"";2;4;"";1;"";2;"";0;3;;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";35;1;1;2;;2;"870120111";1;"21";285;291
"87012110181";"08";1;10;2;18;12;1;1;2;"";;300;1;"";2;1;"";5;"";2;"";0;1;2;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;4;3;2;;2;"870120111";1;"21";285;291
"87012110201";"08";1;4;2;17;12;1;1;2;"";;500;1;"";1;2;"";5;"";4;"";0;1;2;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;3;3;2;;2;"870120111";1;"21";285;291
"87012110221";"08";1;8;1;17;12;1;1;2;"";;700;1;"";1;2;"";6;"";4;"";0;1;2;1;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;4;4;2;;2;"870120111";1;"21";285;291
"87012110241";"08";1;2;1;18;12;1;2;2;"";;300;3;"";2;4;"";1;"";4;"";0;1;3;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;3;2;2;;2;"870120111";1;"21";285;291
"90001020011";"09";1;1;1;22;11;1;1;2;"";;200;5;"";2;1;"";2;"";8;"";0;6;;;2;;2;"";1;13000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";23;1;1;2;;2;"900010102";2;"32";53;53
"90001020021";"09";1;3;1;22;11;1;2;2;"";;150;5;"";2;4;"";2;"";3;"";0;3;;2;2;;2;"";1;500;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"900010102";2;"32";53;53
"90001020031";"09";1;3;2;23;11;1;1;2;"";;300;5;"";2;1;"";2;"";6;"";0;6;;;1;300;2;"";2;;2;;2;;2;;"";1;200;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"900010102";2;"32";53;53
"90001020041";"09";1;4;2;23;11;1;1;2;"";;200;5;"";2;1;"";2;"";8;"";0;6;;;1;200;2;"";2;;2;;2;;2;;"";1;100;2;;2;;2;;2;;"";2;3;"";190;1;1;2;;2;"900010102";2;"32";53;53
"90001020061";"09";1;4;2;22;11;1;1;2;"";;300;5;"";2;1;"";2;"";7;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900010102";2;"32";53;53
"90001020071";"09";1;6;2;23;11;1;1;1;"";350;;5;"";2;1;"";2;"";4;"";0;6;;;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900010102";2;"32";53;53
"90001020081";"09";1;2;1;23;11;1;4;5;"";;200;5;"";2;1;"";2;"";7;"";0;6;;;1;0;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900010102";2;"32";53;53
"90001020091";"09";1;3;2;22;11;1;4;2;"";;200;5;"";2;4;"";2;"";6;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"900010102";2;"32";53;53
"90001020101";"09";1;5;1;22;11;1;1;1;"";250;;5;"";2;4;"";2;"";8;"";0;6;;;2;;2;"";1;3000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900010102";2;"32";53;53
"90001020111";"09";1;3;1;23;11;1;1;2;"";;200;5;"";2;4;"";2;"";8;"";0;5;;1;2;;2;"";1;500;2;;2;;1;1000;"MADERA";2;;2;;2;;2;;2;;"";1;3;"";200;1;1;2;;2;"900010102";2;"32";53;53
"90001020121";"09";1;1;1;23;11;1;2;2;"";;200;5;"";2;4;"";2;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900010102";2;"32";53;53
"90002010011";"09";1;1;1;26;11;1;1;2;"";;100;5;"";2;1;"";2;"";7;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;2;2;;2;"900020201";2;"32";62;62
"90002010031";"09";1;1;1;25;11;1;1;4;"";;150;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;2;2;;2;"900020201";2;"32";62;62
"90002010061";"09";1;1;1;26;11;1;1;5;"";;200;5;"";2;1;"";2;"";8;"";0;2;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"900020201";2;"32";62;62
"90002010081";"09";1;2;1;25;11;1;1;2;"";;300;5;"";2;1;"";2;"";7;"";0;3;;1;1;10;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";29;2;2;2;;2;"900020201";2;"32";62;62
"90002010101";"09";1;1;1;25;11;1;1;2;"";;200;5;"";2;1;"";2;"";7;"";0;3;;1;2;;2;"";1;600;2;;2;;2;;"";1;600;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"900020201";2;"32";62;62
"90002010131";"09";1;3;1;25;11;1;1;5;"";;300;5;"";2;4;"";2;"";8;"";0;3;;1;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"900020201";2;"32";62;62
"90002010171";"09";1;1;1;26;11;1;1;2;"";;300;5;"";2;4;"";2;"";8;"";0;3;;1;1;10;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"900020201";2;"32";62;62
"90002010201";"09";1;3;1;25;11;1;1;2;"";;350;5;"";2;1;"";2;"";8;"";0;3;;2;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;2;2;;2;"900020201";2;"32";62;62
"90002010221";"09";1;2;2;25;11;1;1;2;"";;200;5;"";2;1;"";2;"";8;"";0;4;;1;1;10;2;"";1;10000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900020201";2;"32";62;62
"90002010241";"09";1;4;1;20;11;1;1;2;"";;400;5;"";2;1;"";2;"";7;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900020201";2;"32";62;62
"90002010271";"09";1;3;1;26;11;1;1;2;"";;300;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;1;600;"PANEL SOLAR";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900020201";2;"32";62;62
"90002020021";"09";1;10;1;30;11;1;1;2;"";;1500;5;"";2;1;"";2;"";5;"";0;3;;1;2;;3;"";1;5000;2;;2;;2;;"";2;;1;5000;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900020202";2;"32";41;41
"90002020041";"09";1;5;1;29;11;1;1;2;"";;300;5;"";2;4;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900020202";2;"32";41;41
"90002020071";"09";1;5;1;20;11;1;1;2;"";;500;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;2;2;;2;"900020202";2;"32";41;41
"90002020091";"09";1;6;1;30;11;1;1;2;"";;500;5;"";2;1;"";2;"";5;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"900020202";2;"32";41;41
"90002020121";"09";1;5;1;29;11;1;1;2;"";;1000;5;"";2;4;"";2;"";7;"";0;3;;1;1;1200;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"900020202";2;"32";41;41
"90002020141";"09";1;5;1;29;11;1;1;5;"";;250;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;2;1;2;;2;"900020202";2;"32";41;41
"90002020171";"09";1;6;2;30;11;1;1;2;"";;200;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";1;700;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900020202";2;"32";41;41
"90002020191";"09";1;5;2;30;11;1;1;2;"";;100;5;"";2;4;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900020202";2;"32";41;41
"90002020211";"09";1;4;1;29;11;1;1;2;"";;500;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900020202";2;"32";41;41
"90002020241";"09";1;4;1;29;11;1;1;2;"";;500;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;3;2;;2;"900020202";2;"32";41;41
"90002020261";"09";1;3;1;30;11;1;1;2;"";;400;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";1;800;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900020202";2;"32";41;41
"90002020291";"09";1;3;1;30;11;1;1;2;"";;700;5;"";2;1;"";2;"";8;"";0;3;;1;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;2;2;;2;"900020202";2;"32";41;41
"90004020021";"09";1;6;2;2;12;1;1;2;"";;400;5;"";2;1;"";2;"";8;"";0;3;;1;1;;6;"";2;;2;;1;1000;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900040102";2;"32";54;54
"90004020041";"09";1;5;2;2;12;1;1;2;"";;300;5;"";2;1;"";2;"";8;"";0;3;;1;1;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";50;3;3;2;;2;"900040102";2;"32";54;54
"90004020061";"09";1;2;2;3;12;1;2;2;"";;500;1;"";2;1;"";5;"";8;"";0;3;;1;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";23;2;2;2;;2;"900040102";2;"32";54;54
"90004020081";"09";1;2;1;3;12;1;1;7;"CUIDANTE";;250;5;"";2;1;"";2;"";8;"";0;3;;1;1;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";190;3;1;2;;2;"900040102";2;"32";54;54
"90004020101";"09";1;10;2;2;12;1;1;4;"";;500;5;"";2;1;"";5;"";8;"";0;2;;2;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"900040102";2;"32";54;54
"90004020121";"09";1;4;1;2;12;1;1;2;"";;1500;5;"";2;2;"";2;"";5;"";0;3;;1;1;0;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";45;2;2;2;;2;"900040102";2;"32";54;54
"90004020141";"09";1;2;1;3;12;1;1;1;"";600;;5;"";2;1;"";2;"";8;"";0;3;;1;1;;2;"";1;600;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900040102";2;"32";54;54
"90004020161";"09";1;1;1;3;12;1;1;2;"";;1000;5;"";2;2;"";6;"";4;"";0;3;;1;1;0;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";22;1;1;2;;1;"900040102";2;"32";54;54
"90004020181";"09";1;9;2;2;12;1;1;2;"";;900;5;"";2;1;"";2;"";5;"";0;2;;2;1;1500;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;5;5;2;;2;"900040102";2;"32";54;54
"90004020201";"09";1;4;1;2;12;1;1;2;"";;350;5;"";2;1;"";1;"";6;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900040102";2;"32";54;54
"90004020221";"09";1;2;1;3;12;1;1;2;"";;450;5;"";2;1;"";2;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";1;15000;2;;2;;2;;2;;"";2;3;"";11;2;1;2;;2;"900040102";2;"32";54;54
"90004020241";"09";1;1;1;3;12;1;1;1;"";900;;5;"";2;4;"";2;"";7;"";0;3;;1;2;;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";11;3;3;2;;2;"900040102";2;"32";54;54
"90005020011";"09";1;3;1;10;12;1;1;2;"";;800;5;"";2;1;"";2;"";5;"";0;1;3;1;2;;6;"";1;3000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;2;;2;"900050102";2;"32";50;50
"90005020021";"09";1;5;2;11;12;1;1;4;"";;500;5;"";2;1;"";2;"";5;"";0;1;2;1;1;10;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"900050102";2;"32";50;50
"90005020031";"09";1;6;1;10;12;1;1;2;"";;300;1;"";1;1;"";5;"";6;"";0;3;;2;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;0;2;;2;"900050102";2;"32";50;50
"90005020041";"09";1;2;1;11;12;1;1;4;"";;400;5;"";2;1;"";2;"";6;"";0;3;;1;1;0;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"900050102";2;"32";50;50
"90005020051";"09";1;6;1;11;12;1;1;2;"";;200;5;"";2;1;"";2;"";5;"";0;3;;1;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;3;2;;2;"900050102";2;"32";50;50
"90005020061";"09";1;1;1;10;12;1;1;2;"";;500;5;"";2;1;"";8;"SD";7;"";0;3;;1;1;20;2;"";1;4635;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;0;2;;2;"900050102";2;"32";50;50
"90005020071";"09";1;5;2;10;12;1;1;5;"";;300;5;"";2;4;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"900050102";2;"32";50;50
"90005020081";"09";1;1;1;11;12;1;1;2;"";;500;5;"";2;1;"";6;"";7;"";0;1;2;1;1;40;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";22;3;1;2;;2;"900050102";2;"32";50;50
"90005020091";"09";1;5;1;10;12;1;1;4;"";;450;5;"";2;4;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;3;2;;2;"900050102";2;"32";50;50
"90005020101";"09";1;7;2;10;12;1;1;4;"";;400;5;"";2;4;"";2;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;0;2;;2;"900050102";2;"32";50;50
"90005020111";"09";1;5;2;11;12;1;1;4;"";;450;5;"";2;1;"";2;"";7;"";0;3;;1;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;0;2;;2;"900050102";2;"32";50;50
"90005020121";"09";1;1;1;11;12;1;1;2;"";;450;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;0;2;;2;"900050102";2;"32";50;50
"90007010021";"09";1;7;1;13;12;1;1;1;"";300;;5;"";2;4;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900070201";2;"32";63;63
"90007010041";"09";1;4;2;13;12;1;1;1;"";300;;5;"";2;4;"";2;"";7;"";0;3;;1;1;150;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900070201";2;"32";63;63
"90007010061";"09";1;5;2;14;12;1;1;2;"";;500;5;"";2;1;"";2;"";7;"";0;3;;1;1;100;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;2;2;;2;"900070201";2;"32";63;63
"90007010081";"09";1;4;2;14;12;1;1;1;"";1500;;1;"";1;1;"";6;"";7;"";0;1;2;1;1;350;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";200;5;3;2;;2;"900070201";2;"32";63;63
"90007010101";"09";1;8;2;13;12;1;1;2;"";;350;5;"";2;4;"";2;"";2;"";20;3;;1;1;18;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900070201";2;"32";63;63
"90007010121";"09";1;6;2;14;12;1;1;2;"";;300;5;"";2;1;"";2;"";2;"";0;3;;1;1;180;2;"";1;2000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;3;2;;2;"900070201";2;"32";63;63
"90007010141";"09";1;8;2;14;12;1;1;4;"";;300;5;"";2;4;"";2;"";5;"";0;3;;1;1;0;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"900070201";2;"32";63;63
"90007010161";"09";1;5;2;14;12;1;1;2;"";;500;5;"";2;4;"";2;"";2;"";20;3;;1;1;18;2;"";1;200;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900070201";2;"32";63;63
"90007010181";"09";1;6;1;13;12;1;1;2;"";;600;5;"";2;4;"";2;"";2;"";20;3;;1;1;120;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"900070201";2;"32";63;63
"90007010201";"09";1;2;1;13;12;1;1;5;"";;400;5;"";2;4;"";2;"";2;"";20;3;;1;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"900070201";2;"32";63;63
"90007010241";"09";1;7;1;14;12;1;1;2;"";;550;5;"";2;1;"";5;"";8;"";0;3;;1;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;4;4;2;;2;"900070201";2;"32";63;63
"90008030021";"09";1;6;1;22;11;1;2;2;"";;600;5;"";2;4;"";2;"";6;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900080103";2;"32";59;59
"90008030051";"09";1;5;1;22;11;1;1;2;"";;800;5;"";2;1;"";2;"";6;"";0;2;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900080103";2;"32";59;59
"90008030091";"09";1;5;1;23;11;1;1;2;"";;1000;5;"";2;1;"";2;"";6;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";30;3;3;2;;2;"900080103";2;"32";59;59
"90008030121";"09";1;3;1;23;11;1;1;2;"";;600;5;"";2;1;"";2;"";5;"";0;1;1;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;2;2;2;;2;"900080103";2;"32";59;59
"90008030151";"09";1;4;1;23;11;1;1;2;"";;400;5;"";2;1;"";3;"";3;"";25;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";50;2;2;2;;2;"900080103";2;"32";59;59
"90008030181";"09";1;4;1;22;11;1;1;2;"";;300;4;"";2;1;"";3;"";3;"";0;3;;1;1;60;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;2;2;;2;"900080103";2;"32";59;59
"90008030221";"09";1;1;1;22;11;1;1;2;"";;300;5;"";2;1;"";3;"";7;"";0;3;;1;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"900080103";2;"32";59;59
"90008030251";"09";1;4;2;23;11;1;1;2;"";;500;5;"";2;1;"";3;"";7;"";0;3;;1;1;0;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;3;3;2;;2;"900080103";2;"32";59;59
"90008030281";"09";1;6;1;22;11;1;1;2;"";;300;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";1;300;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900080103";2;"32";59;59
"90008030311";"09";1;6;2;23;11;1;1;2;"";;200;5;"";2;4;"";2;"";8;"";0;3;;1;2;;4;"";1;1700;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;0;2;;2;"900080103";2;"32";59;59
"90008030351";"09";1;5;2;22;11;1;1;2;"";;500;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900080103";2;"32";59;59
"90008030381";"09";1;3;1;23;11;1;1;2;"";;1000;5;"";2;1;"";2;"";8;"";0;3;;1;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;6;2;2;;2;"900080103";2;"32";59;59
"90009050031";"09";1;8;4;26;11;1;2;2;"";;200;5;"";2;4;"";2;"";3;"";30;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;2;;2;"900090105";2;"32";57;57
"90009050061";"09";1;4;1;26;11;1;2;2;"";;0;5;"";2;4;"";2;"";3;"";0;4;;1;1;0;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"900090105";2;"32";57;57
"90009050091";"09";1;4;2;25;11;1;4;2;"";;500;4;"";2;4;"";2;"";5;"";28;3;;1;1;0;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;5;4;2;;2;"900090105";2;"32";57;57
"90009050111";"09";1;4;1;25;11;1;1;2;"";;0;5;"";2;4;"";3;"";3;"";30;6;;;1;0;2;"";1;1000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";23;2;1;2;;2;"900090105";2;"32";57;57
"90009050141";"09";1;5;1;26;11;1;1;2;"";;500;5;"";2;1;"";2;"";3;"";20;3;;1;1;10;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900090105";2;"32";57;57
"90009050171";"09";1;4;1;26;11;1;1;2;"";;400;5;"";2;2;"";2;"";3;"";30;3;;1;1;20;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"900090105";2;"32";57;57
"90009050201";"09";1;5;2;26;11;1;1;2;"";;600;5;"";2;1;"";2;"";3;"";30;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;2;2;;2;"900090105";2;"32";57;57
"90009050221";"09";1;8;1;25;11;1;1;2;"";;300;5;"";2;4;"";2;"";5;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"900090105";2;"32";57;57
"90009050251";"09";1;2;1;25;11;1;2;2;"";;0;5;"";2;4;"";1;"";3;"";15;3;;1;1;40;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;0;2;;2;"900090105";2;"32";57;57
"90009050281";"09";1;2;1;25;11;1;1;2;"";;600;5;"";2;1;"";2;"";3;"";18;3;;1;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900090105";2;"32";57;57
"90009050311";"09";1;5;1;25;11;1;1;2;"";;300;4;"";2;1;"";2;"";3;"";21;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";23;1;0;2;;2;"900090105";2;"32";57;57
"90009050331";"09";1;3;1;26;11;1;2;2;"";;300;5;"";2;4;"";2;"";5;"";24;3;;2;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"900090105";2;"32";57;57
"90011010011";"09";1;5;2;6;12;1;1;1;"";800;;3;"";2;1;"";2;"";7;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;3;2;2;;2;"900110101";2;"32";48;48
"90011010031";"09";1;5;1;6;12;1;1;1;"";600;;5;"";2;1;"";2;"";3;"";20;1;;1;1;116;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900110101";2;"32";48;48
"90011010051";"09";1;1;1;7;12;1;1;2;"";;800;5;"";2;1;"";2;"";3;"";20;3;;1;1;60;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"900110101";2;"32";48;48
"90011010071";"09";1;3;1;7;12;1;1;5;"";;800;5;"";2;1;"";3;"";5;"";0;3;;1;1;254;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"900110101";2;"32";48;48
