folio;departamento;n_hogar;s8_01;s8_02;s8_02e;s8_03;s8_04;s8_05;s8_05e;s8_06;s8_07;s8_07e;s8_08;s8_08e;s8_09;s8_09e;s8_10;s8_11;s8_12;s8_13;s8_14;s8_15;s8_16;s8_163;s8_171a;s8_171b;s8_172a;s8_172b;s8_173a;s8_173b;s8_174a;s8_174b;s8_174e;s8_181a;s8_181b;s8_182a;s8_182b;s8_183a;s8_183b;s8_184a;s8_184b;s8_185a;s8_185b;s8_185e;s8_19;s8_20;s8_21;s8_22;s8_23;s8_24;s8_25;s8_26;s8_27;s8_28;upm;estrato;area;factor_ant;factor
"70110070701";7;"1";1;4;"";;100;1;"";1;1;"";5;"";2;"";0;2;;2;1;0;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;35;2;1;2;;2;;2;"701100107";"31";2;247;248
"70110070791";7;"1";1;4;"";;300;1;"";1;2;"";7;"";2;"";10;2;;2;1;30;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;24;2;1;2;;2;;2;"701100107";"31";2;247;248
"70110070881";7;"1";4;4;"";;300;1;"";2;2;"";5;"";2;"";20;1;3;2;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;28;1;1;2;;2;;2;"701100107";"31";2;247;248
"70110070971";7;"1";4;4;"";;300;1;"";1;1;"";5;"";2;"";10;1;3;2;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;1;1;2;;2;;2;"701100107";"31";2;247;248
"70110071061";7;"1";1;4;"";;200;1;"";1;1;"";5;"";2;"";0;1;3;2;1;0;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;1;2;;2;;2;"701100107";"31";2;247;248
"70123130051";7;"1";4;4;"";;250;1;"";1;2;"";5;"";2;"";80;2;;2;1;40;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;28;1;1;2;;2;;2;"701230113";"31";2;1248;1253
"70123130131";7;"1";2;4;"";;200;5;"";2;1;"";2;"";2;"";30;2;;2;1;30;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;28;1;0;2;;2;;2;"701230113";"31";2;1248;1253
"70123130211";7;"1";4;5;"";;150;1;"";1;2;"";5;"";2;"";20;1;4;2;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;;1;0;2;;2;;2;"701230113";"31";2;1248;1253
"70123130291";7;"1";1;2;"";;50;5;"";2;1;"";1;"";2;"";18;3;;2;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;2;1;2;;2;;2;"701230113";"31";2;1248;1253
"70123130371";7;"1";1;2;"";;250;1;"";1;1;"";5;"";2;"";24;1;3;1;1;70;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;30;1;0;2;;2;;2;"701230113";"31";2;1248;1253
"70123130451";7;"1";1;2;"";;150;1;"";1;2;"";5;"";1;"";18;3;;1;1;180;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;28;3;3;1;1;2;;2;"701230113";"31";2;1248;1253
"70123130531";7;"1";1;1;"";250;;1;"";1;1;"";6;"";1;"";18;3;;1;1;43;2;"";2;;2;;2;;2;;"";1;5000;2;;2;;2;;2;;"";1;4;28;2;2;2;;2;;2;"701230113";"31";2;1248;1253
"70123130611";7;"1";1;2;"";;300;1;"";2;1;"";5;"";2;"";20;3;;1;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;24;2;2;2;;2;;2;"701230113";"31";2;1248;1253
"70123130691";7;"1";1;5;"";;200;1;"";1;1;"";5;"";2;"";18;2;;1;1;45;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;24;1;1;2;;2;;2;"701230113";"31";2;1248;1253
"70123130771";7;"1";1;2;"";;400;1;"";1;1;"";6;"";2;"";18;2;;2;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;28;2;2;2;;2;;2;"701230113";"31";2;1248;1253
"70123130851";7;"1";1;4;"";;200;1;"";1;2;"";6;"";1;"";25;1;2;1;1;170;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;4;1;2;;2;;2;"701230113";"31";2;1248;1253
"70123130931";7;"1";4;5;"";;150;1;"";1;1;"";5;"";2;"";14;2;;2;1;12;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;25;1;1;2;;2;;2;"701230113";"31";2;1248;1253
"70124110031";7;"1";1;2;"";;500;1;"";1;2;"";6;"";1;"";15;1;2;1;1;45;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;24;4;4;2;;2;;2;"701240111";"31";2;309;310
"70124110071";7;"1";1;2;"";;100;5;"";2;1;"";1;"";2;"";25;2;;1;1;60;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;28;1;1;2;;2;;2;"701240111";"31";2;309;310
"70124110111";7;"1";1;2;"";;200;1;"";1;2;"";5;"";4;"";0;3;;1;1;70;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;1;2;;2;;2;"701240111";"31";2;309;310
"70124110151";7;"1";1;2;"";;300;1;"";1;2;"";5;"";5;"";0;3;;1;1;37;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;2;2;2;;2;;2;"701240111";"31";2;309;310
"70124110191";7;"1";4;4;"";;50;5;"";2;1;"";1;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;1;2;;2;;2;"701240111";"31";2;309;310
"70124110231";7;"1";1;5;"";;200;1;"";1;2;"";5;"";2;"";15;3;;1;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;28;2;1;2;;2;;2;"701240111";"31";2;309;310
"70124110271";7;"1";4;4;"";;100;5;"";2;1;"";2;"";2;"";0;3;;2;1;0;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;2;2;;2;;2;"701240111";"31";2;309;310
"70124110311";7;"1";4;4;"";;100;5;"";2;1;"";2;"";2;"";0;3;;2;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;1;1;2;;2;;2;"701240111";"31";2;309;310
"70124110351";7;"1";1;2;"";;200;4;"";2;1;"";1;"";2;"";30;2;;1;1;60;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;38;1;1;2;;2;;2;"701240111";"31";2;309;310
"70124110391";7;"1";1;2;"";;250;1;"";1;2;"";6;"";1;"";30;1;1;1;1;60;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;28;3;2;2;;2;;2;"701240111";"31";2;309;310
"70124110431";7;"1";1;2;"";;400;1;"";1;2;"";6;"";1;"";30;2;;1;1;90;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;3;1;2;;2;;2;"701240111";"31";2;309;310
"70124110471";7;"1";1;2;"";;400;1;"";1;2;"";5;"";4;"";0;1;2;1;1;200;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;2;1;1;1;2;;2;"701240111";"31";2;309;310
"70136010021";7;"1";1;2;"";;150;6;"";2;1;"";1;"";12;"DE LA CASA DE SU PADRE";0;6;;;1;50;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;30;1;1;2;;2;;2;"701360101";"31";2;247;248
"70136010071";7;"1";1;2;"";;200;6;"";2;1;"";1;"";2;"";20;3;;1;1;150;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;3;3;2;;2;;2;"701360101";"31";2;247;248
"70136010121";7;"1";1;2;"";;250;1;"";1;1;"";5;"";2;"";15;3;;1;1;40;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;30;2;2;2;;2;;2;"701360101";"31";2;247;248
"70136010171";7;"1";1;2;"";;100;6;"";2;1;"";1;"";2;"";15;3;;1;1;60;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;28;1;1;2;;2;;2;"701360101";"31";2;247;248
"70136010221";7;"1";1;5;"";;180;5;"";2;1;"";1;"";2;"";10;1;3;1;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;26;1;1;2;;2;;2;"701360101";"31";2;247;248
"70136010271";7;"1";1;2;"";;400;1;"";2;2;"";5;"";2;"";15;3;;1;1;130;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;2;2;2;;2;;2;"701360101";"31";2;247;248
"70136010321";7;"1";1;6;"";;200;2;"";1;2;"";5;"";2;"";15;1;2;1;1;58;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;1;1;2;;2;;2;"701360101";"31";2;247;248
"70136010371";7;"1";1;2;"";;800;1;"";1;2;"";5;"";1;"";25;1;3;1;1;220;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;3;1;1;1;2;;1;"701360101";"31";2;247;248
"70136010421";7;"1";1;2;"";;200;1;"";1;1;"";5;"";1;"";35;1;1;1;1;185;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;3;1;1;1;2;;2;"701360101";"31";2;247;248
"70136010471";7;"1";1;1;"";200;;1;"";1;2;"";5;"";1;"";15;1;3;1;1;50;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;2;1;2;;2;;2;"701360101";"31";2;247;248
"70136010521";7;"1";1;2;"";;100;3;"";2;1;"";1;"";1;"";9;3;;1;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;2;1;2;;2;;2;"701360101";"31";2;247;248
"70136010571";7;"1";1;2;"";;500;1;"";2;1;"";5;"";12;"DEL VECINO";18;3;;1;1;70;3;"";2;;1;4000;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;28;2;2;2;;2;;2;"701360101";"31";2;247;248
"70149010021";7;"1";1;1;"";100;;5;"";2;5;"MADERA";2;"";2;"";15;2;;1;1;60;4;"";2;;2;;1;100;2;;"";2;;2;;2;;2;;2;;"";1;4;35;1;1;2;;2;;2;"701490401";"31";2;310;311
"70149010071";7;"1";1;2;"";;400;2;"";2;1;"";1;"";2;"";70;2;;1;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;36;2;1;2;;2;;2;"701490401";"31";2;310;311
"70149010121";7;"1";1;2;"";;3000;1;"";1;2;"";6;"";1;"";80;1;1;1;1;240;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;62;2;2;1;1;2;;2;"701490401";"31";2;310;311
"70149010171";7;"1";2;2;"";;150;2;"";2;4;"";1;"";2;"";20;2;;1;1;40;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;36;2;2;2;;2;;2;"701490401";"31";2;310;311
"70149010221";7;"1";1;2;"";;300;2;"";2;2;"";7;"";2;"";15;2;;1;1;50;2;"";2;;2;;1;150;2;;"";1;3000;2;;2;;2;;2;;"";2;4;35;2;1;2;;2;;2;"701490401";"31";2;310;311
"70149010271";7;"1";1;2;"";;400;1;"";1;2;"";5;"";1;"";60;1;1;1;1;40;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;4;2;1;2;2;;2;"701490401";"31";2;310;311
"70149010321";7;"1";4;5;"";;200;1;"";2;1;"";7;"";1;"";18;1;1;2;1;40;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;26;1;0;2;;2;;2;"701490401";"31";2;310;311
"70149010371";7;"1";1;2;"";;1500;1;"";1;2;"";5;"";1;"";60;1;3;1;1;120;2;"";2;;2;;2;;2;;"";1;6000;2;;2;;2;;2;;"";1;4;48;4;2;1;1;2;;2;"701490401";"31";2;310;311
"70149010421";7;"1";1;2;"";;500;1;"";1;1;"";5;"";2;"";25;1;3;1;1;60;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;2;1;2;;2;;2;"701490401";"31";2;310;311
"70149010471";7;"1";1;1;"";100;;2;"";2;2;"";5;"";1;"";15;1;3;1;1;22;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;0;2;;2;;2;"701490401";"31";2;310;311
"70149010521";7;"1";1;1;"";200;;1;"";1;1;"";5;"";2;"";15;1;3;1;1;60;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;30;3;1;2;;2;;2;"701490401";"31";2;310;311
"70149010571";7;"1";1;2;"";;300;2;"";2;1;"";1;"";1;"";50;2;;1;1;70;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;1;1;2;;2;;2;"701490401";"31";2;310;311
"70174020011";7;"1";4;5;"";;250;1;"";1;1;"";5;"";2;"";25;3;;1;1;12;6;"";1;150;1;100;1;200;2;;"";2;;2;;2;;2;;2;;"";1;4;30;1;1;2;;2;;2;"701740502";"31";2;222;223
"70174020051";7;"1";1;2;"";;800;1;"";1;2;"";5;"";2;"";50;2;;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;3;2;2;;2;;2;"701740502";"31";2;222;223
"70174020091";7;"1";4;2;"";;1000;1;"";1;2;"";5;"";1;"";60;1;2;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;4;3;2;;2;;2;"701740502";"31";2;222;223
"70174020121";7;"1";1;2;"";;300;1;"";1;2;"";5;"";3;"";30;2;;1;1;70;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;70;3;2;2;;2;;2;"701740502";"31";2;222;223
"70174020161";7;"1";1;2;"";;300;1;"";1;2;"";5;"";2;"";25;3;;1;1;40;6;"";2;;2;;1;250;2;;"";2;;2;;2;;2;;2;;"";1;4;25;2;2;2;;2;;2;"701740502";"31";2;222;223
"70174020201";7;"1";4;2;"";;1500;2;"";1;1;"";1;"";2;"";25;2;;1;1;23;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;8;7;2;;2;;2;"701740502";"31";2;222;223
"70174020241";7;"1";1;2;"";;1500;1;"";1;2;"";5;"";2;"";60;2;;1;1;180;6;"";2;;1;200;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;60;5;4;1;1;2;;2;"701740502";"31";2;222;223
"70174020271";7;"1";4;3;"";;250;2;"";1;2;"";7;"";2;"";30;3;;1;1;10;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;50;3;3;2;;2;;2;"701740502";"31";2;222;223
"70174020311";7;"1";1;2;"";;300;1;"";1;2;"";5;"";2;"";25;1;2;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;25;1;1;2;;2;;2;"701740502";"31";2;222;223
"70174020351";7;"1";1;2;"";;1500;1;"";1;2;"";5;"";1;"";50;1;2;1;1;70;5;"";1;1500;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;60;2;2;2;;2;;2;"701740502";"31";2;222;223
"70174020391";7;"1";1;2;"";;200;1;"";1;2;"";5;"";3;"";35;3;;1;1;40;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;25;1;1;2;;2;;2;"701740502";"31";2;222;223
"70174020421";7;"1";1;2;"";;100;1;"";1;1;"";5;"";3;"";25;3;;1;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;30;1;1;2;;2;;2;"701740502";"31";2;222;223
"70196020011";7;"1";1;2;"";;150;3;"";2;1;"";1;"";2;"";;2;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;2;2;;2;;2;"701960402";"31";2;169;170
"70196020031";7;"1";1;2;"";;;3;"";1;1;"";1;"";2;"";50;3;;1;2;;2;"";1;1000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;4;4;2;;2;;2;"701960402";"31";2;169;170
"70196020051";7;"1";1;2;"";;;3;"";1;2;"";1;"";4;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;3;3;2;;2;;2;"701960402";"31";2;169;170
"70196020071";7;"1";1;2;"";;300;3;"";1;1;"";1;"";2;"";;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;1;1;2;;2;;2;"701960402";"31";2;169;170
"70196020091";7;"1";1;2;"";;200;3;"";1;1;"";1;"";2;"";10;3;;1;1;21;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;2;2;;2;;2;"701960402";"31";2;169;170
"70196020111";7;"1";1;2;"";;200;3;"";1;1;"";1;"";2;"";10;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;2;2;;2;;2;"701960402";"31";2;169;170
"70196020131";7;"1";1;1;"";300;;3;"";1;1;"";1;"";2;"";50;3;;1;1;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;20;3;2;2;;2;;2;"701960402";"31";2;169;170
"70196020151";7;"1";1;2;"";;200;1;"";1;1;"";1;"";2;"";30;3;;1;1;70;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;6;6;2;;2;;2;"701960402";"31";2;169;170
"70196020171";7;"1";1;2;"";;300;3;"";1;2;"";1;"";7;"";10;3;;1;1;30;2;"";1;300;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;5;2;1;1;2;;2;"701960402";"31";2;169;170
"70196020191";7;"1";1;2;"";;300;2;"";1;2;"";1;"";2;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;3;1;2;;2;;2;"701960402";"31";2;169;170
"70196020211";7;"1";1;2;"";;350;2;"";1;1;"";1;"";2;"";10;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;5;3;2;;2;;2;"701960402";"31";2;169;170
"70196020231";7;"1";1;2;"";;300;3;"";1;2;"";1;"";3;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;1;2;;2;;2;"701960402";"31";2;169;170
"70205020011";7;"1";1;2;"";;350;2;"";1;1;"";5;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;2;0;2;0;2;;2;;2;"702050102";"31";2;224;225
"70205020041";7;"1";1;1;"";200;;3;"";1;1;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;0;2;;2;;2;"702050102";"31";2;224;225
"70205020071";7;"1";1;5;"";;300;2;"";1;1;"";1;"";11;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;0;2;;2;;2;"702050102";"31";2;224;225
"70205020101";7;"1";2;2;"";;250;5;"";2;4;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;2;1;2;;2;;2;"702050102";"31";2;224;225
"70205020131";7;"1";1;5;"";;500;3;"";1;2;"";1;"";4;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;0;2;;2;;2;"702050102";"31";2;224;225
"70205020161";7;"1";1;2;"";;200;2;"";1;1;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;0;2;;2;;2;"702050102";"31";2;224;225
"70205020191";7;"1";1;2;"";;200;2;"";1;1;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;0;2;;2;;2;"702050102";"31";2;224;225
"70205020221";7;"1";2;2;"";;400;3;"";1;4;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;1;2;;2;;2;"702050102";"31";2;224;225
"70205020251";7;"1";1;2;"";;300;3;"";1;1;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;0;2;;2;;2;"702050102";"31";2;224;225
"70205020281";7;"1";1;2;"";;200;3;"";1;1;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;0;2;;2;;2;"702050102";"31";2;224;225
"70205020311";7;"1";1;2;"";;300;3;"";2;1;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;0;2;;2;;2;"702050102";"31";2;224;225
"70205020341";7;"1";1;2;"";;200;3;"";2;1;"";1;"";11;"";50;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;0;2;;2;;2;"702050102";"31";2;224;225
"70210060021";7;"1";1;2;"";;300;2;"";1;2;"";1;"";5;"";0;2;;1;2;;4;"";1;1000;2;;2;;2;;"";1;3000;2;;2;;2;;2;;"";1;4;35;5;3;2;;2;;2;"702100106";"31";2;266;267
"70210060051";7;"1";4;5;"";;50;3;"";1;1;"";1;"";4;"";10;2;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;1;0;2;;2;;2;"702100106";"31";2;266;267
"70210060081";7;"1";4;2;"";;1000;2;"";1;1;"";1;"";2;"";10;2;;1;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;26;3;3;2;;2;;2;"702100106";"31";2;266;267
"70210060111";7;"1";4;2;"";;200;2;"";1;2;"";1;"";3;"";5;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;1;0;2;;2;;2;"702100106";"31";2;266;267
"70210060141";7;"1";1;2;"";;500;2;"";1;1;"";1;"";2;"";10;2;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;2;2;;2;;2;"702100106";"31";2;266;267
"70210060171";7;"1";1;2;"";;600;2;"";1;1;"";1;"";2;"";10;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;3;3;2;;2;;2;"702100106";"31";2;266;267
"70210060201";7;"1";1;2;"";;500;2;"";1;1;"";1;"";2;"";10;3;;1;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;2;2;2;;2;;2;"702100106";"31";2;266;267
"70210060231";7;"1";4;2;"";;150;2;"";1;1;"";1;"";2;"";20;4;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;3;2;1;1;2;;2;"702100106";"31";2;266;267
"70210060261";7;"1";1;2;"";;200;2;"";1;1;"";1;"";2;"";10;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;2;2;;2;;2;"702100106";"31";2;266;267
"70210060291";7;"1";1;2;"";;300;3;"";1;1;"";1;"";2;"";10;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;27;2;2;2;;2;;2;"702100106";"31";2;266;267
"70210060321";7;"1";2;2;"";;200;3;"";2;1;"";1;"";2;"";20;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;0;2;;2;;2;"702100106";"31";2;266;267
"70210060351";7;"1";4;2;"";;200;3;"";2;1;"";1;"";2;"";10;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;2;2;2;;2;;2;"702100106";"31";2;266;267
"70224010011";7;"1";1;5;"";;100;2;"";1;2;"";1;"";2;"";15;3;;1;1;15;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;32;1;0;2;;2;;2;"702241101";"31";2;200;201
"70224010041";7;"1";1;2;"";;100;2;"";1;2;"";6;"";2;"";15;1;2;1;1;70;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;5;2;2;;2;;2;"702241101";"31";2;200;201
"70224010061";7;"1";1;2;"";;100;2;"";1;2;"";5;"";2;"";15;1;2;1;1;25;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;32;4;2;2;;2;;2;"702241101";"31";2;200;201
"70224010091";7;"1";1;2;"";;100;2;"";1;2;"";7;"";1;"";20;6;;;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;3;2;2;;2;;2;"702241101";"31";2;200;201
"70224010111";7;"1";1;5;"";;50;2;"";1;2;"";1;"";2;"";15;6;;;1;26;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;2;2;2;;2;;2;"702241101";"31";2;200;201
"70224010141";7;"1";1;2;"";;100;1;"";1;2;"";6;"";1;"";15;1;2;1;1;50;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;5;2;1;2;2;;2;"702241101";"31";2;200;201
"70224010161";7;"1";1;2;"";;50;2;"";1;2;"";5;"";1;"";15;1;2;1;1;21;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;15;4;2;2;;2;;2;"702241101";"31";2;200;201
"70224010191";7;"1";1;5;"";;50;2;"";1;2;"";7;"";2;"";15;1;2;1;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;1;0;2;;2;;2;"702241101";"31";2;200;201
"70224010211";7;"1";1;2;"";;150;2;"";1;2;"";5;"";2;"";15;2;;1;1;6;2;"";2;;2;;1;100;2;;"";2;;2;;2;;2;;2;;"";1;1;0;3;1;2;;2;;2;"702241101";"31";2;200;201
"70224010241";7;"1";1;2;"";;50;2;"";1;2;"";5;"";2;"";15;3;;1;1;50;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;2;2;2;;2;;2;"702241101";"31";2;200;201
"70224010261";7;"1";1;5;"";;500;1;"";1;1;"";5;"";2;"";10;3;;1;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;3;1;2;;2;;2;"702241101";"31";2;200;201
"70224010291";7;"1";1;2;"";;100;1;"";1;2;"";7;"";1;"";15;2;;1;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;3;1;2;;2;;2;"702241101";"31";2;200;201
"70256030041";7;"1";4;2;"";;200;2;"";2;2;"";5;"";2;"";10;1;2;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;0;1;1;2;;2;;2;"702560103";"31";2;150;151
"70256030091";7;"1";4;1;"";100;;3;"";2;1;"";1;"";2;"";25;6;;;1;25;6;"";1;300;2;;2;;2;;"";1;1000;1;200;2;;2;;2;;"";2;1;0;1;1;2;;2;;2;"702560103";"31";2;150;151
"70256030131";7;"1";4;2;"";;200;3;"";1;1;"";1;"";2;"";15;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;0;1;1;2;;2;;2;"702560103";"31";2;150;151
"70256030181";7;"1";1;5;"";;300;2;"";1;2;"";5;"";2;"";15;1;2;1;1;50;6;"";2;;2;;2;;2;;"";1;4000;2;;2;;2;;2;;"";1;4;28;3;1;2;;2;;2;"702560103";"31";2;150;151
