folio;upm;s11a_01;s11a_02;s11a_02_1;s11a_03a;s11a_03b;s11a_04a;s11a_04b;s11a_05;s11a_05e;s11a_06;s11a_07;s11a_07e;s11a_08;s11a_08e;s11a_09;s11a_10a;s11a_10b;s11a_11a;s11a_11b;s11a_12;s11a_13a;s11a_13b;s11a_13c;s11a_13d;s11a_13e;s11a_13f;s11a_13g;s11a_13h;s11a_13i;s11a_13j;s11a_13k;s11a_13ke;area;depto;estrato;factor
208042;"533-03612333952-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";284
208048;"533-03612333952-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";284
208054;"322-05228941671-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
208055;"322-05228941671-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
208056;"322-05228941671-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
208068;"322-05201586213-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
208069;"322-05201586213-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
208070;"322-05201586213-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
208112;"644-02852551323-D";1;1;1;10701;"CAMARGO";3;7;2;"";4;4;"";7;"";2;;;1000;1;2;0;500;200;0;50;50;0;200;0;0;0;"";2;6;"24";170
208117;"644-02852551323-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"24";170
208118;"644-02852551323-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"24";170
208135;"714-05225319657-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";570
208381;"324-00524602586-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";282
208388;"324-00524602586-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";282
208447;"144-04206145514-A";1;1;1;70101;"Santa Cruz de la Sierra";3;7;1;"";4;4;"";7;"";2;;;1418;1;2;0;200;480;0;30;8;0;400;0;300;0;"NO ESPECIFICA";2;1;"24";160
208452;"144-04206145514-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;1;"24";160
208458;"351-04937695148-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"21";490
208459;"351-04937695148-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"21";490
208460;"351-04937695148-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"21";490
208475;"223-00605723975-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
208481;"223-05998169095-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
208485;"223-05998169095-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
208486;"223-05998169095-A";1;1;1;22001;"CARANAVI";2;3;2;"";3;1;"";7;"";2;;;150;1;2;0;150;0;0;0;0;0;0;0;0;0;"";1;2;"13";253
208490;"223-06051950803-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
208492;"223-06051950803-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
208498;"223-06051950803-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
208500;"224-05997005460-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
208501;"224-05997005460-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
208504;"223-00605723975-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
208510;"223-00605723975-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
208515;"144-04206145514-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;1;"24";160
208520;"144-04206145514-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;1;"24";160
208526;"144-04206145514-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;1;"24";160
208531;"251-06946668659-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;2;"21";801
208537;"251-06946668659-D";1;1;1;20105;"EL ALTO";3;7;2;"";1;4;"";7;"";2;;;1000;1;1;0;500;200;0;0;0;0;0;0;0;300;"COMPRAS DE ROPA PARA EL HOGAR";2;2;"21";801
208538;"251-06946668659-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;2;"21";801
208542;"231-08006126193-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";146
208543;"231-08006126193-A";1;1;1;20101;"La Paz";4;30;2;"";1;4;"";7;"";2;;;1000;1;1;0;500;130;0;0;300;0;0;0;70;0;"NO ESPECIFICA";1;2;"11";146
208544;"231-08006126193-A";1;3;1;21502;"SANTA ANA";1;3;1;"";5;1;"";11;"";2;;;150;1;2;0;100;50;0;0;0;0;0;0;0;0;"";1;2;"11";146
208544;"231-08006126193-A";;;2;21502;"MAYJE";1;3;1;"";5;1;"";11;"";2;;;130;1;2;0;100;30;0;0;0;0;0;0;0;0;"";1;2;"11";146
208544;"231-08006126193-A";;;3;80304;"Rurrenabaque";2;1;1;"";5;1;"";11;"";2;;;300;1;2;0;250;50;0;0;0;0;0;0;0;0;"";1;2;"11";146
208660;"722-05180983973-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
208661;"722-05180983973-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
208662;"722-05180983973-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
208667;"712-05205263311-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
208680;"723-05170043834-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";516
208687;"723-05170043834-A";1;2;1;30101;"COCHABAMBA";2;2;8;"";3;5;"";7;"";2;;;1500;1;2;0;500;1000;0;0;0;0;0;0;0;0;"";1;7;"13";516
208687;"723-05170043834-A";;;2;51201;"UYUNI";2;3;8;"";3;4;"";1;"";2;;;1200;1;2;0;500;700;0;0;0;0;0;0;0;0;"";1;7;"13";516
208693;"723-05170043834-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";516
208699;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
208706;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
208713;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
208717;"342-05537356646-D";1;1;1;31205;"IVIRGARZAMA";2;3;2;"";5;1;"";7;"";2;;;1000;1;2;0;500;180;0;0;0;0;0;0;320;0;"";2;3;"22";619
208723;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208724;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208737;"344-05770115875-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"24";380
208738;"344-05770115875-D";1;1;1;70101;"Santa Cruz de la Sierra";3;14;2;"";2;4;"";7;"";2;;;3000;1;2;0;1000;50;0;50;200;0;0;200;1500;0;"";2;3;"24";380
208743;"344-05770115875-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"24";380
208753;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208761;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208763;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208769;"344-05770115875-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"24";380
208770;"344-05770115875-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"24";380
208771;"344-05770115875-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"24";380
208777;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208778;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208784;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208789;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208794;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208798;"342-05537356646-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;3;"22";619
208954;"214-00630010905-A";1;1;1;80101;"Trinidad";4;30;2;"";2;5;"";7;"";2;;;3000;1;2;0;500;1500;0;100;200;0;0;0;0;700;"SALIDAS FAMILIARES";1;2;"14";280
208958;"214-00630010905-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
208960;"214-00630010905-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
208965;"222-06051068115-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
208968;"222-06051068115-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
208972;"222-06051068115-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
208977;"212-06128236221-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
208978;"212-06128236221-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
208979;"212-06128236221-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
208980;"144-04206145514-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;1;"24";160
208982;"214-06122988046-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
209035;"544-03430576469-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
209037;"544-03430576469-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
209040;"544-03430576469-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
209043;"533-03612333952-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";284
209046;"533-03612333952-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";284
209051;"533-03612333952-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";284
209227;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
209233;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
209238;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
209240;"544-02924064876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
209246;"544-02924064876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
209254;"544-02924064876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
209466;"713-05250076247-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
209469;"713-05257965828-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
209474;"714-05272758724-A";1;1;1;70503;"ROBORE";3;14;1;"";1;4;"";7;"";2;;;500;1;1;0;0;0;0;0;0;500;0;0;0;0;"";1;7;"14";475
209475;"714-05272758724-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
209476;"714-05272758724-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
209491;"723-05170043834-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";516
209496;"723-05170043834-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";516
209500;"723-05170043834-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";516
209505;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
209506;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
209508;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
209600;"312-05211457662-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";215
209937;"214-00628779143-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";258
209945;"214-00630010905-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
209950;"214-00630010905-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
209969;"213-00632295876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
209970;"213-00632295876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
209971;"213-00632295876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
209981;"213-06074318620-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
209982;"213-06074318620-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
209983;"213-06074318620-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
209988;"214-00630010905-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
209989;"214-00630010905-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210023;"314-05242793834-A";1;1;1;70501;"SAN JOSE DE CHIQUITOS";2;5;1;"";1;1;"";3;"";2;;;2000;1;1;350;1000;600;0;50;0;0;0;0;0;0;"";1;3;"14";212
210029;"324-00524602586-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";282
210033;"324-00524602586-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";282
210036;"324-00524602586-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";282
210041;"714-05244529188-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
210047;"714-05258395456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";570
210051;"714-05258395456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";570
210060;"714-05263317362-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
210061;"714-05263317362-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
210062;"714-05263317362-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
210081;"714-05272758724-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
210095;"714-05272758724-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
210098;"714-05272758724-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"14";475
210100;"723-05170043834-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";516
210105;"723-05170043834-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";516
210108;"723-05170043834-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";516
210110;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
210111;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
210112;"723-05183968625-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
210227;"214-06101531634-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";306
210234;"214-06101531634-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";306
210235;"214-06101531634-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";306
210242;"214-06106673987-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";306
210244;"214-06106673987-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";306
210250;"214-06106673987-A";1;1;1;20104;"ACHOCALLA";1;9;1;"";4;3;"";11;"";2;;;600;1;1;0;300;50;100;50;0;20;0;0;0;80;"CABALLOS";1;2;"14";306
210257;"214-06112413636-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210262;"214-06112413636-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210267;"214-06112413636-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210274;"214-06122988046-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210275;"214-06122988046-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210276;"214-06122988046-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210288;"223-05998169095-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210289;"223-05998169095-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210290;"223-05998169095-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210297;"223-06051950803-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210298;"223-06051950803-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210299;"223-06051950803-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210309;"224-05997005460-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210310;"224-05997005460-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210311;"224-05997005460-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210318;"223-00605723975-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210320;"223-00605723975-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210326;"223-00605723975-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210351;"644-02852551323-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"24";170
210353;"644-02852551323-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"24";170
210354;"644-02852551323-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"24";170
210387;"644-02852551323-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"24";170
210393;"644-02852551323-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"24";170
210397;"644-02852551323-D";1;1;1;20101;"La Paz";3;21;6;"";1;4;"";7;"";2;;;1000;1;1;0;0;270;0;0;730;0;0;0;0;0;"";2;6;"24";170
210400;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
210407;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
210413;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
210415;"544-02924064876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
210416;"544-02924064876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
210417;"544-02924064876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
210437;"552-03444676488-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"22";414
210442;"552-03444676488-D";1;1;1;50101;"Potosí";2;1;11;"";2;4;"";11;"";2;;;508;1;2;0;40;50;0;10;0;8;0;0;200;200;"GASTOS PERSONALES";2;5;"22";414
210451;"552-03444676488-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"22";414
210455;"542-03061441016-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"22";414
210463;"542-03061441016-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"22";414
210464;"542-03061441016-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"22";414
210469;"543-03010617936-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"23";340
210472;"543-03010617936-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"23";340
210473;"543-03010617936-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"23";340
210478;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
210479;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
210480;"522-00280116010-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
210485;"544-02924064876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
210486;"544-02924064876-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;5;"24";218
210488;"544-02924064876-A";1;1;1;20101;"LA PAZ";2;2;2;"";3;4;"";7;"";2;;;500;1;2;0;150;300;0;10;0;0;0;0;0;40;"GASTOS PERSONALES";2;5;"24";218
210761;"314-05254523966-A";1;1;1;30101;"Cochabamba";1;3;1;"";6;3;"";11;"";2;;;60;1;2;0;35;25;0;0;0;0;0;0;0;0;"";1;3;"14";230
210779;"222-06051068115-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
210786;"222-06051068115-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
210790;"222-06051068115-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
210795;"652-03102833423-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"22";197
210797;"652-03102833423-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"22";197
210798;"652-03102833423-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"22";197
210806;"314-05240139830-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";212
210808;"324-00524602586-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";282
210821;"652-03102833423-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"22";197
210823;"652-03102833423-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"22";197
210828;"652-03102833423-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;6;"22";197
210830;"264-06105762770-A";1;1;1;20104;"ACHOCALLA";1;5;1;"";5;3;"";11;"";2;;;300;1;2;0;150;60;60;0;0;30;0;0;0;0;"";1;2;"14";306
210847;"223-00605723975-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210848;"223-00605723975-A";1;1;1;30904;"VINTO";3;14;2;"";2;4;"";7;"";2;;;300;1;1;0;100;200;0;0;0;0;0;0;0;0;"";1;2;"13";253
210849;"223-00605723975-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210855;"223-05998169095-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210856;"223-05998169095-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210857;"223-05998169095-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210866;"223-06051950803-A";1;1;1;22001;"Caranavi";2;2;1;"";2;3;"";3;"";2;;;;;1;;;;;;;;;;;;"";1;2;"13";253
210867;"223-06051950803-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210868;"223-06051950803-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210880;"224-05997005460-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210885;"224-05997005460-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210886;"224-05997005460-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";280
210896;"314-05247852751-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";212
210897;"314-05251979416-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";212
210901;"213-06074318620-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
210902;"213-06074318620-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";253
