folio;departamento;totper;rcompra;s7_13_01;s7_13_02;s7_13_03;s7_13_04;s7_13_05;s7_13_06;s7_13_07;s7_13_08;s7_13_09;s7_13_10;s7_13_11;s7_13_12;s7_13_13;s7_13_14;s7_13_15;s7_14_01;s7_14_02;s7_14_03;s7_14_04;s7_14_05;s7_14_06;s7_14_07;s7_14_08;s7_14_09;s7_15_01;s7_15_02;s7_15_03;s7_15_04;s7_15_05;s7_15_06;s7_15_07;s7_15_08;s7_15_09;s7_15_10;s7_15_11;s7_15_12;s7_15_13;s7_15_14;s7_15_15;upm;estrato;area;suma_sal;factor_ant;factor
"31488080711";"03";2;2;50;150;0;24;0;0;70;0;0;0;0;0;0;0;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;"314880108";"11";1;739;465;451
"31488080901";"03";3;2;30;100;0;20;0;10;30;0;20;0;0;0;0;0;0;0;20;0;10;0;0;0;16.66666666666667;0;2.083333333333333;0;0;0;0;0;4.166666666666667;6.666666666666667;0;0;0;0;0;0;0;"314880108";"11";1;269.5833333333334;465;451
"31488080991";"03";4;2;100;100;0;20;100;2;60;0;0;0;0;0;0;0;0;0;166.6666666666667;166.6666666666667;166.6666666666667;0;0;0;0;0;0;0;0;0;0;41.66666666666666;0;0;0;0;41.66666666666666;12.5;0;0;0;"314880108";"11";1;977.8333333333331;465;451
"31488081091";"03";1;1;90;90;0;0;0;0;60;7;0;0;0;0;0;0;0;0;0;26.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"314880108";"11";1;273.6666666666667;465;451
"31500100101";"03";5;2;150;350;0;25;15;30;100;12;25;0;0;0;0;0;0;10;0;33.33333333333334;0;43.33333333333334;0;0;10;0;1.25;0;0;0;0;0;58.33333333333334;0;0;0;50;0;0;0;0;"315000110";"11";1;913.2500000000001;429;416
"31500100271";"03";4;1;90;250;0;20;0;30;50;7;30;0;10;0;0;0;0;26.66666666666667;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;8.333333333333334;0;0;0;0;0;0;"315000110";"11";1;538.6666666666666;429;416
"31500100361";"03";2;2;0;200;0;0;0;10;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"315000110";"11";1;360;429;416
"31500100611";"03";2;1;20;300;0;0;0;0;35;20;0;0;0;0;0;0;0;0;0;35;0;0;0;0;40;0;2.083333333333333;1.25;0;0;0;0;0;0;0;0;66.66666666666667;0;0;0;0;"315000110";"11";1;520;429;416
"31500100691";"03";1;1;50;15;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;66.66666666666667;0;0;0;0;33.33333333333334;0;8.333333333333334;8.333333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;"315000110";"11";1;211.6666666666667;429;416
"31500100781";"03";2;1;50;100;0;0;0;20;50;10;15;0;0;0;0;0;0;0;0;0;0;0;266.6666666666667;0;1000;0;58.33333333333334;1000;0;0;0;0;0;0;0;0;100;0;0;0;0;"315000110";"11";1;2670;429;416
"31500100861";"03";1;1;200;0;0;24;0;0;100;0;0;0;0;0;80;500;0;0;166.6666666666667;0;0;0;0;0;16.66666666666667;0;0;0;0;0;583.3333333333334;0;0;25;0;0;8.333333333333334;0;0;0;0;"315000110";"11";1;1704;429;416
"31500100951";"03";2;2;30;120;0;0;0;0;20;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;5.833333333333333;0;0;0;0;0;0;0;0;8.333333333333334;0;0;0;0;"315000110";"11";1;214.1666666666667;429;416
"31526120021";"03";3;3;30;400;0;25;0;0;50;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1333.333333333333;0;125;125;250;0;0;0;0;0;0;0;0;0;0;0;0;"315260112";"11";1;2358.333333333333;457;443
"31526120271";"03";3;2;100;0;0;6;70;0;15;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"315260112";"11";1;199;457;443
"31526120361";"03";3;1;0;20;0;0;0;0;60;0;0;0;0;0;0;0;100;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.66666666666666;0;1161.666666666667;0;0;"315260112";"11";1;1473.333333333333;457;443
"31526120441";"03";2;2;150;0;0;24;180;30;30;0;15;80;32;0;0;0;80;16.66666666666667;100;133.3333333333333;0;0;0;66.66666666666667;133.3333333333333;0;0;0;0;0;0;0;0;16.66666666666667;50;0;66.66666666666667;0;0;0;0;"315260112";"11";1;1204.333333333333;457;443
"31526120611";"03";4;2;14;150;0;0;0;15;20;15;24;0;0;0;0;0;0;0;66.66666666666667;0;33.33333333333334;0;0;0;0;0;25;0;0;0;0;2.5;0;1.666666666666667;0;0;0;8.333333333333334;0;0;0;"315260112";"11";1;375.5;457;443
"31526120781";"03";2;1;30;140;0;0;0;20;70;0;0;0;180;0;0;0;0;13.33333333333333;0;100;100;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.5;0;0;15;0;"315260112";"11";1;724.1666666666666;457;443
"31526120861";"03";3;2;30;100;0;20;0;0;20;20;30;0;0;0;0;0;0;0;66.66666666666667;66.66666666666667;66.66666666666667;0;0;0;33.33333333333334;0;4.166666666666667;0;0;0;0;0;0;1.666666666666667;0;0;0;0;0;0;0;"315260112";"11";1;459.1666666666667;457;443
"31526120951";"03";4;2;50;50;0;10;15;10;80;12;30;0;0;0;0;0;200;10;66.66666666666667;33.33333333333334;61.66666666666666;0;0;0;16.66666666666667;0;1.666666666666667;0;0;0;0;0;4.166666666666667;8.333333333333334;16.66666666666667;0;15;0;0;0;0;"315260112";"11";1;691.1666666666665;457;443
"31540010041";"03";2;2;20;50;100;0;0;0;10;0;8;0;0;0;0;0;0;0;0;0;0;18.33333333333333;0;10;143.3333333333333;3.333333333333333;5.833333333333333;0;0;25;0;2.083333333333333;0;0;0;0;7.5;3000;0;0;0;"315400101";"12";1;3403.416666666667;312;302
"31540010121";"03";6;1;50;250;0;0;0;20;60;14;10;0;0;0;0;0;0;0;33.33333333333334;66.66666666666667;100;0;0;0;6.666666666666667;0;0;0;0;0;416.6666666666667;0;1.666666666666667;6.666666666666667;0;0;0;0;0;0;0;"315400101";"12";1;1035.666666666667;312;302
"31540010191";"03";5;1;115;168;60;24;0;3;50;15;20;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;10;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;2.5;0;0;0;"315400101";"12";1;517.5;312;302
"31540010271";"03";5;2;150;250;0;16;190;0;50;14;10;0;0;0;0;0;180;40;333.3333333333333;0;0;0;0;0;0;0;8.333333333333334;0;0;0;100;0;0;16.66666666666667;58.33333333333334;0;16.66666666666667;0;0;0;0;"315400101";"12";1;1433.333333333333;312;302
"31540010351";"03";5;2;15;160;0;0;0;0;20;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;"315400101";"12";1;315;312;302
"31540010421";"03";3;2;15;100;100;12;0;0;20;7;10;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;25;0;0;14.16666666666667;0;0;0;0;0;0;0;"315400101";"12";1;363.1666666666667;312;302
"31540010501";"03";4;2;20;200;80;5;0;30;35;275;10;0;0;0;0;0;0;0;33.33333333333334;11.66666666666667;16.66666666666667;0;0;0;0;0;10.41666666666667;2.916666666666667;0;0;148.3333333333333;2.916666666666667;7.5;12.5;0;0;0;0;0;0;0;"315400101";"12";1;901.2499999999999;312;302
"31540010581";"03";2;1;400;200;0;50;60;0;30;0;10;0;0;0;0;0;0;0;0;0;0;0;0;833.3333333333334;33.33333333333334;0;75;0;0;0;0;0;0;0;0;0;16.66666666666667;0;95;0;0;"315400101";"12";1;1803.333333333333;312;302
"31540010651";"03";3;2;40;450;0;16;120;100;25;7;0;0;0;0;0;0;0;0;83.33333333333333;40;43.33333333333334;0;0;0;4.666666666666667;0;25.83333333333333;0;0;0;50;18.33333333333333;0;20.83333333333333;0;41.66666666666666;0;0;0;0;0;"315400101";"12";1;1086;312;302
"31540010731";"03";6;4;45;150;0;32;0;80;190;18;20;0;0;0;0;300;0;0;100;150;33.33333333333334;0;0;0;33.33333333333334;0;24.58333333333333;0;0;0;120;5.833333333333333;817.5;0;0;0;14.16666666666667;0;116.6666666666667;0;0;"315400101";"12";1;2250.416666666666;312;302
"31540010811";"03";8;8;36;210;60;0;0;5;24;20;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;8.333333333333334;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;"315400101";"12";1;480;312;302
"31540010881";"03";2;2;30;122;112;0;135;0;20;0;30;0;0;0;0;0;60;0;0;0;0;0;0;0;36.66666666666666;0;41.66666666666666;1250;1608.333333333333;0;0;0;0;0;0;0;66.66666666666667;0;0;0;0;"315400101";"12";1;3512.333333333333;312;302
"31556100091";"03";12;2;25;360;0;0;0;40;90;14;30;0;0;0;0;0;0;0;33.33333333333334;100;66.66666666666667;0;0;0;6.666666666666667;0;0;0;0;0;0;0;0;16.66666666666667;0;0;16.66666666666667;0;0;0;0;"315560110";"12";1;798.9999999999999;296;287
"31556100181";"03";2;2;30;120;0;0;0;10;0;7;0;0;0;0;0;0;0;0;0;66.66666666666667;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"315560110";"12";1;283.6666666666667;296;287
"31556100281";"03";5;2;18;210;0;0;0;0;50;10;30;0;0;0;0;0;0;0;0;0;133.3333333333333;0;0;0;6.666666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"315560110";"12";1;458.0000000000001;296;287
"31556100371";"03";1;1;10;40;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;"315560110";"12";1;110;296;287
"31556100461";"03";3;2;100;120;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;10.83333333333333;0;0;0;0;0;0;0;"315560110";"12";1;249.8333333333333;296;287
"31556100561";"03";4;2;70;240;0;0;0;20;80;10;0;0;10;0;0;0;0;0;0;33.33333333333334;66.66666666666667;0;0;0;40;0;12.5;11.66666666666667;0;0;0;0;0;13.33333333333333;0;0;20;0;0;0;0;"315560110";"12";1;627.5;296;287
"31556100651";"03";4;2;80;140;150;40;0;15;10;7;0;0;0;0;0;0;0;0;166.6666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;"315560110";"12";1;633.6666666666666;296;287
"31556100741";"03";6;2;25;340;0;0;0;20;70;14;40;0;0;0;0;0;0;0;33.33333333333334;100;66.66666666666667;0;0;0;6.666666666666667;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;"315560110";"12";1;730.6666666666666;296;287
"31556100841";"03";5;2;50;60;0;8;0;0;40;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.66666666666667;0;0;0;0;0;0;0;"315560110";"12";1;186.6666666666667;296;287
"31556100931";"03";2;2;15;20;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.16666666666667;0;0;0;0;0;0;8.333333333333334;0;0;0;"315560110";"12";1;112.5;296;287
"31556101021";"03";6;2;36;250;0;0;0;20;33;14;27;0;0;0;0;0;0;0;33.33333333333334;300;733.3333333333334;33.33333333333334;0;0;18;0;5;22.58333333333333;12.5;16.66666666666667;137.5;8.333333333333334;0;16.66666666666667;0;0;3.416666666666667;22.5;0;0;0;"315560110";"12";1;1743.166666666667;296;287
"31556101121";"03";4;1;51;68;100;120;0;0;100;0;30;0;0;0;0;0;0;0;300;66.66666666666667;0;30;15;38.33333333333334;88.33333333333333;0;60.83333333333334;.8333333333333334;0;0;62.5;6.666666666666667;0;66.66666666666667;0;0;0;0;0;0;0;"315560110";"12";1;1204.833333333333;296;287
"31582110021";"03";2;1;30;100;0;0;30;20;30;20;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.66666666666667;0;0;0;0;"315820111";"11";1;291.6666666666667;243;236
"31582110081";"03";1;1;10;20;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"315820111";"11";1;43.33333333333334;243;236
"31582110191";"03";5;2;23;100;0;0;0;10;50;30;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.66666666666667;0;11.66666666666667;0;0;0;0;"315820111";"11";1;541.3333333333333;243;236
"31582110251";"03";1;1;50;15;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"315820111";"11";1;103.3333333333333;243;236
"31582110421";"03";4;1;100;250;100;5;0;0;0;10;0;0;0;0;0;0;0;0;333.3333333333333;666.6666666666666;333.3333333333333;0;0;0;2666.666666666667;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;"315820111";"11";1;4590;243;236
"31582110481";"03";5;1;50;100;0;15;0;10;28;18;25;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;26.66666666666667;0;3.333333333333333;0;0;0;0;0;6.666666666666667;4.166666666666667;0;0;150;0;0;0;0;"315820111";"11";1;470.1666666666667;243;236
"31582110541";"03";4;1;50;180;0;25;0;10;25;20;25;0;0;0;0;0;0;16.66666666666667;40;0;0;0;0;0;16.66666666666667;0;10;0;0;0;0;0;0;0;0;0;87.5;0;0;0;0;"315820111";"11";1;505.8333333333334;243;236
"31582110601";"03";1;1;50;80;0;20;0;0;50;0;15;0;20;0;0;0;0;0;0;0;60;0;0;0;13.33333333333333;0;0;0;0;0;0;0;0;0;0;0;108.3333333333333;6.666666666666667;0;0;0;"315820111";"11";1;423.3333333333333;243;236
"31582110651";"03";3;1;50;120;0;20;80;10;25;12;70;0;0;0;0;0;0;10;0;56.66666666666666;66.66666666666667;0;0;0;10;0;5.833333333333333;0;0;0;0;2.5;4.166666666666667;0;0;0;72.5;0;0;0;0;"315820111";"11";1;615.3333333333334;243;236
"31645010061";"03";1;1;0;0;0;0;0;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83.33333333333333;0;0;0;0;0;0;0;0;0;0;"316450101";"11";1;113.3333333333333;458;444
"31645010261";"03";8;8;100;0;0;24;0;0;100;50;60;1200;30;0;0;0;80;0;0;200;166.6666666666667;0;0;0;0;16.66666666666667;0;0;0;0;0;8.333333333333334;16.66666666666667;0;0;0;108.3333333333333;0;0;0;0;"316450101";"11";1;2160.666666666667;458;444
"31645010331";"03";1;1;200;0;500;250;500;200;200;0;70;0;250;0;0;0;300;100;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;"316450101";"11";1;2785;458;444
"31645010471";"03";2;2;100;1300;0;50;188;30;100;0;30;0;30;0;0;1000;0;0;0;100;166.6666666666667;0;0;0;100;16.66666666666667;0;0;0;0;0;0;0;0;0;0;94.16666666666667;0;0;0;0;"316450101";"11";1;3305.5;458;444
"31645010531";"03";4;2;120;250;120;60;30;20;50;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;126.6666666666667;0;8.333333333333334;0;0;16.66666666666667;66.66666666666667;0;0;0;0;0;91.66666666666667;0;0;0;0;"316450101";"11";1;983.9999999999999;458;444
"31645010601";"03";4;2;80;100;0;24;0;0;100;30;0;0;0;0;0;0;0;0;0;166.6666666666667;166.6666666666667;0;0;0;0;0;0;83.33333333333333;0;0;0;8.333333333333334;0;0;0;0;0;0;0;0;0;"316450101";"11";1;759;458;444
"31647030051";"03";1;1;50;90;0;15;50;15;30;12;0;0;0;0;0;0;0;50;0;28.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;2.083333333333333;0;0;0;0;4.166666666666667;0;0;0;"316470103";"11";1;346.5833333333333;497;482
"31647030131";"03";2;2;50;250;0;0;200;40;50;7;20;0;0;0;0;0;0;0;0;66.66666666666667;66.66666666666667;0;0;0;33.33333333333334;0;0;0;0;0;150;116.6666666666667;0;0;0;0;116.6666666666667;0;64.16666666666667;0;0;"316470103";"11";1;1231.166666666667;497;482
"31647030211";"03";2;1;50;200;0;100;0;50;100;0;25;0;0;0;0;0;300;33.33333333333334;0;0;0;0;0;0;0;8.333333333333334;0;0;0;0;0;0;0;0;33.33333333333334;0;20.83333333333333;12.5;0;0;0;"316470103";"11";1;933.3333333333335;497;482
"31647030601";"03";2;1;30;90;0;20;100;20;50;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.66666666666666;0;0;0;"316470103";"11";1;371.6666666666667;497;482
"31647030761";"03";1;1;100;100;0;0;0;10;100;0;0;0;0;0;0;0;0;0;0;66.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;66.66666666666667;0;0;0;0;"316470103";"11";1;460.0000000000001;497;482
"31647030841";"03";6;3;150;100;100;5;0;10;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.66666666666667;0;41.66666666666666;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;"316470103";"11";1;589.9999999999999;497;482
"31647030921";"03";3;1;100;200;0;5;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83.33333333333333;0;0;0;0;"316470103";"11";1;398.3333333333333;497;482
"31683060021";"03";5;1;20;200;0;0;0;40;100;26;30;0;0;0;70;20;0;0;66.66666666666667;133.3333333333333;83.33333333333333;0;0;0;10;0;0;0;0;0;0;0;0;7.5;0;0;0;0;0;0;0;"316830106";"12";1;806.8333333333334;105;102
"31683060041";"03";3;2;150;50;0;0;300;10;150;258;20;0;0;0;0;0;300;33.33333333333334;266.6666666666667;100;200;0;0;0;2166.666666666667;0;208.3333333333333;16.66666666666667;0;0;0;0;0;41.66666666666666;29.16666666666667;291.6666666666667;116.6666666666667;0;0;0;0;"316830106";"12";1;4708.833333333335;105;102
"31683060071";"03";3;2;100;1200;0;24;190;0;60;0;150;;150;0;0;0;200;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;837.5;0;0;;0;0;"316830106";"12";1;;105;102
"31683060101";"03";2;1;20;0;0;0;180;0;50;15;20;0;0;0;0;0;140;53.33333333333334;0;100;100;33.33333333333334;0;0;0;0;41.66666666666666;23.66666666666667;166.6666666666667;0;0;1.666666666666667;0;0;41.66666666666666;16.66666666666667;16.66666666666667;0;0;0;0;"316830106";"12";1;1020.333333333333;105;102
"31683060121";"03";5;2;35;210;100;28;180;0;50;8;32;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;5;0;150;0;7000;0;0;"316830106";"12";1;8023;105;102
"31683060151";"03";3;1;21;35;0;0;0;10;20;7;0;0;0;0;0;0;0;0;63.33333333333334;0;0;21.66666666666667;0;0;66.66666666666667;6.666666666666667;31.66666666666667;0;0;0;65;0;1.666666666666667;30.83333333333333;0;0;0;0;0;0;0;"316830106";"12";1;380.5;105;102
"31692070021";"03";3;2;50;15;0;15;50;15;15;10;15;0;25;0;0;0;120;16.66666666666667;33.33333333333334;50;66.66666666666667;16.66666666666667;0;16.66666666666667;8.333333333333334;21.66666666666667;0;0;0;0;0;0;0;12.5;66.66666666666667;0;108.3333333333333;0;0;0;0;"316920107";"11";1;747.5;61;59
"31692070041";"03";5;2;45;60;0;10;0;10;15;6;10;0;0;0;0;0;0;0;33.33333333333334;0;0;0;3.333333333333333;0;5;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;"316920107";"11";1;247.6666666666667;61;59
"31692070051";"03";3;2;30;150;0;10;0;0;10;6;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;41.66666666666666;0;0;10;0;0;0;0;0;0;0;"316920107";"11";1;282.6666666666667;61;59
"31692070071";"03";1;1;8;20;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"316920107";"11";1;33;61;59
"31692070091";"03";3;2;15;500;0;70;100;200;15;6;10;0;0;0;0;0;0;33.33333333333334;0;66.66666666666667;0;0;0;0;0;0;0;0;0;0;166.6666666666667;0;0;0;0;0;0;0;0;0;0;"316920107";"11";1;1182.666666666667;61;59
"31692070101";"03";3;2;100;500;0;20;20;5;10;7;15;0;0;0;0;0;0;0;0;100;83.33333333333333;16.66666666666667;0;0;0;0;0;0;0;0;291.6666666666667;0;0;0;0;0;0;0;0;0;0;"316920107";"11";1;1168.666666666667;61;59
"31692070121";"03";4;2;50;35;150;12;50;20;10;10;15;0;0;0;0;0;0;0;0;50;83.33333333333333;0;0;0;8.333333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"316920107";"11";1;493.6666666666666;61;59
"31692070141";"03";1;1;50;0;0;30;0;15;15;0;10;200;0;0;0;0;120;16.66666666666667;0;0;50;0;0;0;8.333333333333334;60;0;0;0;0;0;0;0;0;66.66666666666667;0;83.33333333333333;0;0;0;0;"316920107";"11";1;725;61;59
"31692070151";"03";1;1;5;20;0;0;0;0;15;30;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"316920107";"11";1;170;61;59
"31692070171";"03";3;2;25;16;0;20;0;0;15;32;0;0;0;0;0;0;0;0;0;66.66666666666667;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"316920107";"11";1;274.6666666666667;61;59
"31692070191";"03";1;1;15;16;0;10;0;0;30;30;0;0;0;0;0;0;20;0;0;0;66.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.333333333333334;0;0;0;"316920107";"11";1;196;61;59
"31692070201";"03";4;2;30;16;0;20;0;0;30;32;0;0;0;0;0;0;40;0;0;66.66666666666667;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"316920107";"11";1;334.6666666666667;61;59
"31716080131";"03";5;1;30;40;140;0;0;0;60;0;30;0;0;0;0;0;80;11.66666666666667;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;4.166666666666667;0;0;0;0;0;0;"317160108";"11";1;412.5000000000001;399;387
"31716080241";"03";2;1;50;150;30;24;220;0;100;0;0;0;0;0;0;0;0;40;0;0;0;50;40;20;83.33333333333333;0;6.666666666666667;10;0;0;0;0;0;2.083333333333333;0;0;66.66666666666667;4.166666666666667;0;0;0;"317160108";"11";1;896.9166666666666;399;387
"31716080361";"03";5;3;80;200;0;30;0;10;30;15;0;0;0;0;0;100;0;11.66666666666667;0;0;133.3333333333333;0;0;0;66.66666666666667;0;0;0;0;0;0;0;0;10;0;0;0;33.33333333333334;0;0;0;"317160108";"11";1;720;399;387
"31716080591";"03";6;2;100;240;0;60;0;0;150;7;0;0;0;0;0;200;0;0;0;0;0;0;0;0;200;0;250;416.6666666666667;83.33333333333333;0;0;0;0;16.66666666666667;0;0;16.66666666666667;0;0;0;0;"317160108";"11";1;1740.333333333333;399;387
"31716080711";"03";3;2;50;30;0;0;0;0;70;120;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;26.66666666666667;0;0;8.333333333333334;0;0;0;208.3333333333333;16.66666666666667;0;23.33333333333333;0;0;16.66666666666667;0;0;0;0;"317160108";"11";1;603.3333333333333;399;387
"31716080831";"03";1;1;0;0;0;0;50;0;40;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;33.33333333333334;60;50;25;0;0;0;0;0;0;0;0;16.66666666666667;16.66666666666667;0;0;0;"317160108";"11";1;541.6666666666666;399;387
"31716080941";"03";2;2;20;0;0;0;0;0;50;0;15;0;0;0;0;0;60;10;0;0;0;0;0;0;0;0;16.66666666666667;25;0;0;583.3333333333334;58.33333333333334;0;0;4.166666666666667;0;0;0;0;0;0;"317160108";"11";1;842.5;399;387
"31716081061";"03";5;3;50;350;0;0;75;140;90;105;30;0;0;0;0;300;0;13.33333333333333;200;0;0;50;0;0;83.33333333333333;0;12.5;7.083333333333333;0;0;0;0;83.33333333333333;50;416.6666666666667;250;30;41.66666666666666;0;116.6666666666667;0;"317160108";"11";1;2494.583333333333;399;387
"31716081291";"03";5;2;42;250;0;0;0;50;26;20;30;0;0;0;400;0;0;13.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"317160108";"11";1;831.3333333333334;399;387
"31718100091";"03";3;2;100;80;0;24;0;0;40;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"317180110";"11";1;330.6666666666667;327;317
"31718100171";"03";3;2;30;50;0;0;0;0;20;100;0;0;0;0;0;0;50;0;66.66666666666667;0;0;0;0;0;0;0;0;20;1000;0;0;0;0;0;0;0;0;0;0;0;0;"317180110";"11";1;1336.666666666667;327;317
"31718100261";"03";3;2;550;1000;0;68;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;1500;0;0;"317180110";"11";1;3568;327;317
"31718100341";"03";3;1;15;168;60;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"317180110";"11";1;276.3333333333333;327;317
"31718100421";"03";4;1;200;400;80;40;180;0;250;70;0;0;0;0;0;0;0;20;233.3333333333333;500;0;0;0;0;3.333333333333333;0;0;7.5;0;0;0;0;5.833333333333333;0;0;0;0;2.916666666666667;0;0;0;"317180110";"11";1;1992.916666666667;327;317
"31718100511";"03";3;2;0;300;0;30;0;0;0;21;20;0;0;0;0;0;100;10.66666666666667;0;0;0;0;0;0;166.6666666666667;0;41.66666666666666;0;0;37.5;0;0;0;0;0;0;12.5;5.833333333333333;0;0;0;"317180110";"11";1;745.8333333333334;327;317
"31718100761";"03";5;1;50;120;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.66666666666667;0;1.333333333333333;5;0;0;0;0;0;0;0;0;0;0;0;0;0;"317180110";"11";1;293;327;317
"31718100841";"03";1;1;30;0;0;24;0;0;30;0;15;0;0;12;0;0;20;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;"317180110";"11";1;174.3333333333333;327;317
"31718100921";"03";6;1;50;360;0;40;223;50;65;0;0;0;0;0;0;0;0;8;0;0;83.33333333333333;0;5;0;73.33333333333333;0;8.333333333333334;10;0;0;0;0;2.5;0;0;0;0;0;0;0;0;"317180110";"11";1;978.5000000000001;327;317
"31718101001";"03";4;2;24;30;60;0;0;10;50;150;0;0;0;0;0;0;0;0;0;20;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"317180110";"11";1;354;327;317
"31737080031";"03";2;1;0;60;0;30;0;0;15;0;0;0;0;0;0;0;0;26.66666666666667;0;0;0;0;0;0;133.3333333333333;0;0;0;0;0;0;0;0;0;0;0;31.66666666666667;0;0;0;0;"317370108";"11";1;296.6666666666667;246;238
