folio;upm;s01a_00a;s01a_00b;s01a_00c;s01a_01;totper;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;area;depto;estrato;factor
157432;"263-06101719808-A";22;11;2016;1;7;3;"";;"";400;;2;"";1;1;"";5;"";2;"";24;0;7;10;2;1;1;1;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;2;1;2;"13";277
157694;"443-04053780664-A";18;11;2016;4;3;7;"";;"";;20;2;"";1;1;"";5;"";8;"";;;;10;2;1;1;1;5;;;;1;10;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;4;"23";188
157695;"443-04053780664-A";18;11;2016;4;2;7;"";;"";;50;1;"";1;1;"";5;"";8;"";;;;10;1;1;1;1;5;;;;1;25;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;2;4;"23";188
157696;"443-04053780664-A";18;11;2016;1;6;1;"";4;"";;100;2;"";1;1;"";7;"";8;"";;;;10;1;1;1;1;2;;1;;1;25;2;"";1;1300;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";30;3;2;2;;2;2;4;"23";188
157708;"441-04379706121-D";21;11;2016;1;3;1;"";4;"";;30;2;"";1;1;"";1;"";6;"";;;;0;2;2;2;1;5;;;;1;25;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";30;1;1;2;;2;2;4;"21";244
157715;"441-04379706121-D";21;11;2016;1;3;1;"";4;"";;22;2;"";1;1;"";1;"";6;"";;;;0;1;2;1;1;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;1;2;;2;2;4;"21";244
157719;"441-04379706121-D";22;11;2016;1;2;1;"";4;"";;22;2;"";1;4;"";1;"";6;"";;;;0;2;2;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;1;2;;2;2;4;"21";244
157722;"541-04591512368-D";5;11;2016;1;3;1;"";4;"";;50;2;"";2;1;"";1;"";7;"";;;;0;2;1;2;1;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;5;"21";408
157726;"541-04591512368-D";6;11;2016;1;1;1;"";4;"";;0;4;"";2;4;"";1;"";9;"";;;;0;2;1;2;2;5;;;;2;;7;"LO TIRA A CAMPO ABIERTO SUS DESECHOS";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;5;"21";408
157728;"541-04591512368-D";6;11;2016;1;2;1;"";4;"";;0;2;"";1;1;"";1;"";9;"";;;;0;2;1;1;1;5;;;;2;;7;"LO BOTAN AL CAÑADON  SU BASURA";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;5;"21";408
157731;"551-04493128620-D";8;11;2016;1;1;1;"";4;"";;50;2;"";2;1;"";1;"";9;"";;;;0;2;1;2;2;5;;;;2;;7;"LA BASURA LO BOTAN A UNA QUEBRADA";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;5;"21";408
157733;"551-04493128620-D";8;11;2016;1;3;1;"";4;"";;0;2;"";2;1;"";1;"";9;"";;;;0;2;1;2;2;5;;;;2;;7;"LO BOTAN A CAMPO ABIERTO";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;5;"21";408
157737;"551-04493128620-D";8;11;2016;1;3;1;"";4;"";;50;2;"";2;1;"";1;"";9;"";;;;0;2;1;2;1;5;;;;2;;7;"LO TIRAN A CAMPO ABIERTO";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;5;"21";408
157741;"544-04718070309-A";11;11;2016;1;1;1;"";4;"";;50;2;"";2;1;"";1;"";2;"";10;0;6;50;2;1;2;2;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;2;5;"24";218
157743;"544-04718070309-A";12;11;2016;4;2;3;"";;"";80;;4;"";1;3;"";5;"";2;"";24;0;7;10;2;1;1;1;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";24;1;0;2;;2;2;5;"24";218
157746;"544-04718070309-A";12;11;2016;1;2;1;"";4;"";;200;2;"";1;1;"";1;"";2;"";24;0;7;10;2;1;2;1;5;;;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";56;2;1;2;;2;2;5;"24";218
157749;"552-04702538100-D";15;11;2016;1;4;1;"";4;"";;50;2;"";1;1;"";1;"";8;"";;;;;2;1;2;1;5;;;;1;16;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;1;2;;2;2;5;"22";414
157754;"552-04702538100-D";16;11;2016;1;5;1;"";4;"";;50;2;"";2;1;"";1;"";8;"";;;;12;2;1;2;1;5;;;;1;15;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;5;"22";414
157760;"552-04702538100-D";16;11;2016;1;3;1;"";4;"";;30;2;"";2;1;"";1;"";8;"";;;;12;2;1;2;1;5;;;;1;15;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;5;"22";414
157764;"532-04723856451-A";18;11;2016;1;3;1;"";4;"";;500;2;"";2;1;"";5;"";2;"";24;0;7;20;2;1;1;1;3;;1;;1;18;6;"";1;500;2;;2;;2;"";;1;9000;2;;1;2000;2;;2;"";;2;3;"";30;4;1;2;;2;1;5;"12";240
157768;"532-04723856451-A";18;11;2016;1;9;8;"LA VIVIENDA ESTA  SEDIDA POR PARTIDA";;"";;200;2;"";2;1;"";1;"";2;"";;;;20;2;1;2;2;5;;;;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";30;2;0;2;;2;1;5;"12";240
157779;"532-04723856451-A";18;11;2016;1;4;7;"";;"";;100;2;"";1;1;"";5;"";2;"";;;;25;1;1;1;1;3;;1;;1;35;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;1;5;"12";240
157784;"551-04651414058-D";21;11;2016;1;3;1;"";4;"";;50;2;"";1;1;"";1;"";8;"";;;;0;2;1;2;1;5;;;;2;;7;"LO TIRA A UN CAÑADON  QUE USAN COMO DEPOSITO DE BASURA";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;5;"21";408
157788;"551-04651414058-D";22;11;2016;1;6;1;"";4;"";;50;2;"";1;1;"";1;"";8;"";;;;0;2;1;1;1;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;2;2;;2;2;5;"21";408
157795;"551-04651414058-D";21;11;2016;1;2;1;"";4;"";;50;2;"";1;1;"";1;"";8;"";;;;0;2;1;2;1;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;0;2;;2;2;5;"21";408
157844;"262-06138027596-A";22;11;2016;1;2;1;"";4;"";;80;1;"";1;1;"";1;"";2;"";24;0;6;10;2;1;1;1;1;1;2;3;1;28;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;1;2;"12";202
157845;"262-06138027596-A";22;11;2016;1;3;3;"";;"";150;;2;"";1;1;"";5;"";2;"";24;0;6;7;1;1;1;1;1;1;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";17;1;0;2;;1;1;2;"12";202
157846;"262-06138027596-A";22;11;2016;1;7;1;"";4;"";;500;1;"";1;3;"";5;"";1;"";24;0;6;20;2;1;1;1;1;1;1;;1;38;6;"";1;3000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";13;3;2;2;;2;1;2;"12";202
157852;"541-04591512368-D";6;11;2016;1;8;1;"";4;"";;20;2;"";2;1;"";1;"";9;"";;;;0;2;1;2;1;5;;;;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;5;"21";408
157853;"541-04591512368-D";5;11;2016;1;2;1;"";4;"";;200;2;"";2;1;"";1;"";9;"";;;;0;1;1;2;1;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;5;"21";408
157856;"541-04591512368-D";5;11;2016;1;4;1;"";4;"";;50;2;"";2;4;"";1;"";9;"";;;;0;2;1;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;5;"21";408
157869;"551-04493128620-D";8;11;2016;1;5;1;"";4;"";;30;2;"";2;1;"";1;"";9;"";;;;0;2;1;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;5;"21";408
157870;"551-04493128620-D";8;11;2016;1;1;6;"";;"";;50;1;"";1;1;"";5;"";8;"";;;;0;1;1;1;1;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";;1;0;2;;2;2;5;"21";408
157871;"551-04493128620-D";8;11;2016;1;5;1;"";4;"";;30;2;"";2;1;"";1;"";9;"";;;;0;2;1;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;5;"21";408
157883;"544-04718070309-A";11;11;2016;1;6;1;"";4;"";;300;2;"";1;1;"";5;"";2;"";24;0;7;14;1;1;1;1;1;1;1;;1;35;6;"";2;;2;;2;;2;"";;1;2000;2;;2;;2;;2;"";;1;3;"";28;4;2;2;;1;2;5;"24";218
157890;"544-04718070309-A";11;11;2016;1;5;1;"";4;"";;200;2;"";1;1;"";5;"";2;"";24;0;7;10;1;1;1;1;1;1;1;;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";28;3;0;2;;2;2;5;"24";218
157896;"544-04718070309-A";11;11;2016;1;5;1;"";4;"";;450;1;"";1;2;"";5;"";2;"";24;0;7;18;1;1;1;1;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";56;4;3;2;;1;2;5;"24";218
157903;"552-04702538100-D";15;11;2016;1;2;1;"";4;"";;30;2;"";2;1;"";1;"";9;"";;;;0;2;1;2;2;5;;;;1;15;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;5;"22";414
157906;"552-04702538100-D";16;11;2016;1;6;1;"";4;"";;30;2;"";2;1;"";1;"";8;"";;;;0;1;2;2;2;5;;;;1;15;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;2;2;;2;2;5;"22";414
157907;"552-04702538100-D";16;11;2016;1;2;1;"";4;"";;30;2;"";1;1;"";5;"";8;"";;;;0;1;1;1;1;5;;;;1;15;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;5;"22";414
157916;"532-04723856451-A";18;11;2016;1;1;7;"";;"";;50;2;"";1;1;"";1;"";2;"";20;0;7;;1;1;1;1;1;1;2;2;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";30;1;0;2;;2;1;5;"12";240
157917;"532-04723856451-A";18;11;2016;4;5;6;"";;"";;50;2;"";1;1;"";5;"";2;"";;;;;1;1;1;1;3;;1;;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;0;2;;2;1;5;"12";240
157918;"532-04723856451-A";18;11;2016;1;3;1;"";4;"";;1000;2;"";1;1;"";5;"";2;"";;;;;1;1;1;1;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;1;8000;2;;2;;2;;2;"";;1;3;"";30;4;3;2;;2;1;5;"12";240
157928;"551-04651414058-D";21;11;2016;1;4;1;"";4;"";;;2;"";2;1;"";1;"";9;"";;;;0;1;1;1;1;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;5;"21";408
157929;"551-04651414058-D";21;11;2016;1;2;1;"";4;"";;50;2;"";2;1;"";1;"";9;"";;;;0;1;1;1;1;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;2;2;;2;2;5;"21";408
157930;"551-04651414058-D";21;11;2016;1;4;7;"";;"";;30;2;"";2;1;"";1;"";8;"";;;;0;1;1;1;1;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;0;2;;2;2;5;"21";408
157941;"624-02606079671-A";21;11;2016;4;1;3;"";;"";370;;1;"";1;1;"";5;"";2;"";15;0;7;25;1;1;1;1;1;1;2;7;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;1;6;"14";163
157942;"624-02606079671-A";21;11;2016;4;5;3;"";;"";500;;2;"";1;1;"";5;"";2;"";15;0;7;27;2;1;1;1;1;1;2;7;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;1;6;"14";163
157948;"624-02606079671-A";21;11;2016;4;2;3;"";;"";370;;1;"";1;1;"";5;"";2;"";15;0;7;20;1;1;1;1;1;1;2;8;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;1;6;"14";163
157971;"413-00476367144-A";15;12;2016;4;5;3;"";;"";200;;2;"";1;1;"";5;"";2;"";24;0;7;22;2;1;1;1;1;1;2;2;1;42;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;2;1;1;32;2;1;4;"13";204
157972;"442-03927241549-A";21;11;2016;1;1;1;"";4;"";;40;2;"";2;1;"";1;"";8;"";;;;;1;1;2;2;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;1;2;;2;2;4;"22";235
157973;"442-03927241549-A";21;11;2016;1;2;1;"";4;"";;0;2;"";1;1;"";7;"";8;"";;;;;1;1;2;1;5;;;;1;16;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;1;2;;2;2;4;"22";235
157974;"442-03927241549-A";21;11;2016;4;1;6;"";;"";;50;2;"";1;1;"";5;"";8;"";;;;;2;1;1;1;5;;;;1;20;4;"";1;150;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;2;4;"22";235
157979;"451-03911598493-D";18;11;2016;1;2;1;"";4;"";;0;2;"";1;4;"";1;"";7;"";;;;0;1;1;2;2;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;4;"21";244
157980;"451-03911598493-D";18;11;2016;1;2;1;"";4;"";;50;2;"";2;4;"";1;"";7;"";;;;0;2;2;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;1;2;;2;2;4;"21";244
157981;"451-03911598493-D";18;11;2016;1;3;1;"";4;"";;70;2;"";1;1;"";1;"";7;"";;;;0;1;1;2;2;5;;;;1;17;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";30;3;2;2;;2;2;4;"21";244
157989;"442-03927241549-A";21;11;2016;1;2;1;"";4;"";;0;2;"";2;1;"";1;"";8;"";;;;;2;1;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;4;"22";235
157996;"442-03927241549-A";21;11;2016;1;1;2;"";4;"";;0;2;"";2;1;"";1;"";8;"";;;;;2;1;2;2;5;;;;1;15;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";24;1;0;2;;2;2;4;"22";235
157998;"442-03927241549-A";21;11;2016;1;3;3;"";;"";;;2;"";1;1;"";1;"";8;"";;;;;2;1;1;1;5;;;;1;15;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";24;2;2;2;;2;2;4;"22";235
158002;"451-03911598493-D";18;11;2016;1;1;1;"";4;"";;0;2;"";2;4;"";1;"";7;"";;;;0;2;1;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;4;"21";244
158004;"451-03911598493-D";18;11;2016;1;1;1;"";4;"";;0;2;"";2;4;"";1;"";7;"";;;;0;2;1;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;4;"21";244
158006;"451-03911598493-D";18;11;2016;1;1;1;"";4;"";;0;2;"";2;2;"";1;"";6;"";;;;0;2;1;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;4;"21";244
158008;"442-03927241549-A";21;11;2016;1;1;1;"";4;"";;0;2;"";1;1;"";5;"";9;"";;;;;1;1;2;2;5;;;;1;16;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;2;4;"22";235
158010;"442-03927241549-A";21;11;2016;1;1;1;"";4;"";;0;2;"";1;1;"";7;"";9;"";;;;0;1;1;2;2;5;;;;1;16;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;2;4;"22";235
158012;"442-03927241549-A";21;11;2016;1;1;1;"";4;"";;0;2;"";2;1;"";5;"";9;"";;;;0;2;2;2;2;5;;;;1;16;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;1;2;;2;2;4;"22";235
158014;"451-03911598493-D";19;11;2016;1;2;1;"";4;"";;0;2;"";1;1;"";1;"";7;"";;;;0;2;2;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;4;"21";244
158015;"451-03911598493-D";19;11;2016;1;1;1;"";4;"";;0;2;"";1;1;"";7;"";7;"";;;;0;2;2;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;1;2;;2;2;4;"21";244
158016;"451-03911598493-D";19;11;2016;1;1;1;"";4;"";;0;2;"";1;1;"";7;"";7;"";;;;0;1;2;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;4;"21";244
158046;"242-06923489500-A";21;11;2016;1;6;1;"";4;"";;50;2;"";1;1;"";1;"";9;"";;;;0;1;1;1;1;5;;;;1;21;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;3;2;;2;2;2;"22";772
158047;"242-06923489500-A";21;11;2016;4;2;3;"";;"";50;;2;"";1;1;"";3;"";9;"";;;;0;2;1;1;1;2;;2;12;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";27;1;0;2;;2;2;2;"22";772
158048;"242-06923489500-A";21;11;2016;1;2;1;"";4;"";;70;1;"";1;1;"";3;"";9;"";;;;0;2;1;1;1;2;;2;12;1;18;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;2;"22";772
158059;"442-03927241549-A";20;11;2016;4;5;7;"";;"";;80;2;"";1;1;"";5;"";9;"";;;;;2;1;2;1;5;;;;1;15;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;2;4;"22";235
158065;"442-03927241549-A";21;11;2016;1;2;1;"";4;"";;0;2;"";1;1;"";7;"";8;"";;;;;2;1;1;2;5;;;;1;16;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;1;2;;2;2;4;"22";235
158068;"442-03927241549-A";21;11;2016;1;3;1;"";4;"";;200;2;"";1;2;"";7;"";8;"";;;;10;2;1;1;1;5;;;;1;16;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;2;;2;2;4;"22";235
158072;"451-03911598493-D";18;11;2016;1;2;7;"";;"";;30;2;"";2;4;"";1;"";7;"";;;;0;1;1;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;4;"21";244
158073;"451-03911598493-D";18;11;2016;1;1;1;"";4;"";;100;2;"";1;1;"";1;"";9;"";;;;;2;1;1;2;5;;;;1;15;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;3;1;2;;2;2;4;"21";244
158074;"451-03911598493-D";18;11;2016;1;1;1;"";4;"";;0;2;"";2;4;"";1;"";7;"";;;;0;2;2;2;2;5;;;;2;;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;1;2;;2;2;4;"21";244
158079;"242-06923489500-A";21;11;2016;1;2;1;"";4;"";;200;2;"";1;1;"";2;"";9;"";;;;0;2;1;1;1;1;3;1;;1;50;3;"";1;200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;4;3;2;;2;2;2;"22";772
158080;"242-06923489500-A";21;11;2016;1;1;1;"";4;"";;250;2;"";1;1;"";2;"";9;"";;;;0;1;1;1;1;2;;1;;1;20;3;"";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;2;1;2;;2;2;2;"22";772
158081;"242-06923489500-A";21;11;2016;1;4;1;"";4;"";;100;1;"";1;1;"";2;"";9;"";;;;0;1;1;1;1;5;;;;1;25;3;"";1;4000;2;;1;1000;2;"";;2;;2;;2;;2;;2;"";;2;3;"";27;3;1;2;;2;2;2;"22";772
158089;"351-05631944685-D";21;11;2016;2;2;1;"";4;"";;30;5;"";2;4;"";1;"";7;"";;;;0;2;1;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;3;"21";490
158090;"351-05631944685-D";21;11;2016;2;1;1;"";4;"";;20;5;"";2;4;"";1;"";7;"";;;;0;2;2;2;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;3;"21";490
158091;"351-05631944685-D";21;11;2016;1;5;1;"";4;"";;50;5;"";2;1;"";1;"";12;"PARA BEBER Y COCINAR TRAE DEL CENTRO POBLADO DE SU HERMANO";;;;5;2;1;2;2;3;;1;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"CONTRATO MAQUINARIA PESADA, UNA ORUGA, PARA ARREGLAR Y NIVELAR SU ENTRADA";1200;2;1;"";0;1;0;2;;2;2;3;"21";490
158100;"443-04053780664-A";18;11;2016;1;2;1;"";4;"";;1200;1;"";1;1;"";6;"";8;"";;;;10;1;1;1;1;1;1;2;2;1;20;2;"";2;;1;500;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";60;4;3;2;;2;2;4;"23";188
158106;"443-04053780664-A";19;11;2016;1;2;1;"";4;"";;150;1;"";1;1;"";6;"";8;"";;;;10;2;1;1;1;5;;;;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";29;5;1;2;;2;2;4;"23";188
158109;"441-04379706121-D";21;11;2016;1;2;1;"";998;"";;20;2;"";1;1;"";1;"";7;"";;;;0;1;2;2;2;5;;;;2;;2;"";1;700;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;1;2;;2;2;4;"21";244
158112;"441-04379706121-D";21;11;2016;1;2;1;"";4;"";;20;2;"";2;4;"";1;"";6;"";;;;0;2;2;2;1;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;1;2;;2;2;4;"21";244
158115;"441-04379706121-D";22;11;2016;1;2;1;"";4;"";;50;2;"";1;1;"";7;"";7;"";;;;0;2;2;2;1;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;2;0;2;;2;2;4;"21";244
158119;"512-00378981912-A";30;10;2016;1;7;1;"";2;"";;500;1;"";1;1;"";5;"";2;"";5;0;4;22;1;1;1;1;1;1;1;;1;75;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;4;4;2;;1;1;5;"12";260
158128;"512-00378981912-A";1;11;2016;1;4;1;"";2;"";;200;1;"";2;1;"";5;"";1;"";4;0;7;20;1;1;1;1;1;1;1;;1;30;1;"";2;;2;;2;;2;"";;1;6000;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;2;1;5;"12";260
158134;"541-04591512368-D";4;11;2016;1;2;1;"";4;"";;30;2;"";2;1;"";1;"";9;"";;;;0;1;1;1;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;1;2;;2;2;5;"21";408
158138;"541-04591512368-D";5;11;2016;1;2;1;"";4;"";;20;2;"";2;4;"";1;"";9;"";;;;0;1;1;1;2;5;;;;2;;1;"";2;;2;;2;;2;"";;1;100;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;5;"21";408
158141;"541-04591512368-D";4;11;2016;1;6;1;"";4;"";;50;2;"";1;1;"";1;"";9;"";;;;0;2;1;1;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;1;2;;2;2;5;"21";408
158153;"551-04493128620-D";8;11;2016;1;1;1;"";4;"";;10;2;"";2;4;"";1;"";9;"";;;;0;2;1;1;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;1;2;;2;2;5;"21";408
158155;"551-04493128620-D";8;11;2016;1;9;1;"";4;"";;0;2;"";2;4;"";1;"";9;"";;;;0;2;2;1;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;1;2;;2;2;5;"21";408
158165;"551-04493128620-D";9;11;2016;1;7;1;"";4;"";;50;2;"";2;1;"";1;"";9;"";;;;0;2;1;1;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;1;2;;2;2;5;"21";408
