folio;upm;s01a_00a;s01a_00b;s01a_00c;s01a_01;totper;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;area;depto;estrato;factor
131065;"452-03885743615-D";5;11;2016;1;1;1;"";4;"";;100;1;"";1;1;"";7;"";6;"";;;;0;2;1;1;1;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;2;2;;2;2;4;"22";235
131108;"443-03913783413-A";1;11;2016;1;2;1;"";3;"";;100;1;"";1;1;"";7;"";9;"";;;;5;2;1;2;1;5;;;;1;24;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;2;4;"23";173
131112;"443-03913783413-A";1;11;2016;1;6;1;"";4;"";;100;2;"";1;1;"";1;"";9;"";;;;5;2;1;1;1;5;;;;1;22;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";29;3;2;2;;2;2;4;"23";173
131120;"443-03913783413-A";1;11;2016;1;1;1;"";4;"";;80;2;"";1;1;"";1;"";9;"";;;;5;2;1;2;1;5;;;;1;18;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";29;2;1;2;;2;2;4;"23";173
131122;"452-03885743615-D";3;11;2016;1;2;1;"";4;"";;60;2;"";2;1;"";1;"";6;"";;;;0;2;2;2;2;5;;;;1;12;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;4;"22";235
131123;"452-03885743615-D";3;11;2016;1;1;1;"";4;"";;20;2;"";1;1;"";7;"";6;"";;;;;2;2;2;1;5;;;;1;12;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;2;4;"22";235
131124;"452-03885743615-D";3;11;2016;1;1;1;"";4;"";;50;2;"";1;1;"";7;"";6;"";;;;0;2;2;1;1;5;;;;1;12;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";30;2;1;2;;2;2;4;"22";235
131131;"442-04184705847-D";9;11;2016;1;1;1;"";4;"";;30;2;"";1;1;"";7;"";6;"";;;;0;2;2;2;2;5;;;;1;15;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";45;2;1;2;;2;2;4;"22";235
131132;"713-05183025272-A";4;11;2016;1;4;5;"";;"";;1000;1;"";1;2;"";6;"";1;"";24;0;7;40;2;1;1;1;1;2;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";52;2;2;2;;2;1;7;"13";473
131133;"713-05183025272-A";4;11;2016;1;2;5;"";;"";;500;1;"";1;2;"";6;"";1;"";24;0;7;40;2;1;1;1;1;2;1;;1;70;6;"";2;;1;200;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;1;1;2;;2;1;7;"13";473
131134;"713-05183025272-A";4;11;2016;1;2;1;"";4;"";;450;1;"";1;2;"";6;"";1;"";24;0;7;88;2;1;2;1;1;2;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;2;1;130;2;1;7;"13";473
131143;"262-06143845911-A";1;11;2016;1;4;1;"";4;"";;100;2;"";1;1;"";5;"";1;"";24;0;7;18;2;1;1;1;1;1;1;;1;30;6;"";2;;1;40;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;3;2;2;;2;1;2;"12";202
131144;"262-06143845911-A";1;11;2016;1;2;1;"";4;"";;100;1;"";1;1;"";5;"";1;"";24;0;7;9;2;1;1;1;1;1;1;;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;4;2;2;;2;1;2;"12";202
131145;"262-06143845911-A";31;10;2016;1;4;7;"";;"";;150;1;"";1;1;"";5;"";1;"";24;0;7;25;2;1;1;1;1;1;1;;1;60;6;"";2;;2;;1;300;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;2;1;2;;2;1;2;"12";202
131157;"262-06145637772-A";4;11;2016;4;5;7;"";;"";;150;2;"";1;1;"";5;"";2;"";24;0;7;8;2;1;1;1;1;1;1;;1;22;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;3;2;;2;1;2;"12";202
131158;"262-06145637772-A";5;11;2016;1;4;1;"";4;"";;300;1;"";1;3;"";5;"";1;"";24;0;7;20;2;1;1;1;1;1;1;;1;18;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;3;2;;2;1;2;"12";202
131159;"262-06145637772-A";5;11;2016;4;3;7;"";;"";;100;2;"";1;1;"";5;"";2;"";24;0;7;25;2;1;1;1;1;1;2;3;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;1;1;2;;2;1;2;"12";202
131169;"314-05254151307-A";4;11;2016;3;3;3;"";;"";1400;;1;"";1;1;"";6;"";1;"";24;0;3;80;1;1;1;1;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;3;1;70;1;1;3;"14";212
131173;"314-05254151307-A";6;11;2016;3;3;3;"";;"";1400;;1;"";1;1;"";6;"";1;"";24;0;2;80;1;1;1;1;1;1;1;;1;130;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;3;2;;2;1;3;"14";212
131177;"314-05254151307-A";4;11;2016;3;3;3;"";;"";1400;;1;"";1;1;"";6;"";1;"";24;0;2;60;1;1;1;1;1;1;1;;1;110;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;4;3;2;;2;1;3;"14";212
131202;"114-00417205966-A";3;11;2016;1;5;1;"";4;"";;400;2;"";1;2;"";5;"";1;"";24;0;7;24;1;1;1;1;1;1;1;;1;55;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";19;2;1;2;;2;1;1;"14";281
131203;"114-00417205966-A";3;11;2016;4;3;7;"";;"";;300;1;"";1;1;"";6;"";2;"";24;0;4;55;1;1;1;1;1;1;2;2;1;85;6;"";2;;2;;2;;2;"";;1;200000;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;1;1;"14";281
131204;"114-00417205966-A";4;11;2016;4;1;5;"";;"";;350;1;"";1;3;"";6;"";2;"";24;0;7;15;1;1;1;1;1;1;2;3;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;1;1;"14";281
131214;"721-05519838140-A";4;11;2016;1;6;1;"";4;"";;1500;1;"";1;2;"";5;"";2;"";24;0;7;50;1;1;2;2;2;;2;2;1;157;2;"";2;;2;;2;;2;"";;1;6900;2;;2;;2;;2;"";;2;3;"";23;3;3;2;;2;1;7;"11";371
131215;"721-05519838140-A";4;11;2016;1;1;1;"";4;"";;1000;1;"";1;2;"";6;"";2;"";24;0;7;20;1;1;1;2;1;2;1;;1;90;2;"";1;1800;1;300;1;200;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;1;7;"11";371
131216;"721-05519838140-A";4;11;2016;1;2;1;"";4;"";;2000;1;"";1;2;"";6;"";1;"";24;0;7;25;1;1;1;2;1;2;1;;1;45;2;"";2;;1;70;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";28;3;2;2;;1;1;7;"11";371
131226;"443-04890400099-A";1;11;2016;1;2;1;"";4;"";;50;2;"";2;1;"";1;"";9;"";;;;15;1;2;2;2;5;;;;1;23;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";28;1;1;2;;2;2;4;"23";173
131227;"443-04890400099-A";2;11;2016;1;1;1;"";4;"";;100;1;"";1;1;"";5;"";9;"";;;;15;2;2;2;2;1;2;1;;1;30;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;2;1;2;;2;2;4;"23";173
131228;"443-04890400099-A";2;11;2016;1;2;1;"";3;"";;150;1;"";1;1;"";5;"";9;"";;;;18;2;2;2;2;1;2;1;;1;40;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;2;1;2;;2;2;4;"23";173
131234;"451-04765466421-D";4;11;2016;1;5;1;"";4;"";;10;2;"";1;1;"";7;"";9;"";;;;0;2;1;2;1;5;;;;1;25;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;4;"21";244
131235;"451-04765466421-D";4;11;2016;1;2;1;"";4;"";;20;2;"";1;1;"";7;"";9;"";;;;0;2;1;2;2;5;;;;1;30;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;1;2;;2;2;4;"21";244
131236;"451-04765466421-D";5;11;2016;1;3;1;"";4;"";;10;2;"";1;4;"";1;"";9;"";;;;0;2;1;2;2;5;;;;1;25;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;4;"21";244
131254;"721-05519838140-A";4;11;2016;4;4;6;"";;"";;300;1;"";1;2;"";6;"";5;"";;;;0;2;1;2;2;3;;2;3;1;60;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";28;2;1;2;;2;1;7;"11";371
131255;"721-05519838140-A";4;11;2016;1;5;3;"";;"";500;;1;"";1;2;"";6;"";2;"";24;0;7;45;2;1;2;2;2;;1;;1;80;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";28;2;1;2;;2;1;7;"11";371
131256;"721-05519838140-A";6;11;2016;1;4;1;"";4;"";;450;1;"";2;2;"";5;"";2;"";0;0;7;20;1;1;2;2;2;;1;;1;45;2;"";2;;2;;1;700;2;"";;2;;2;;2;;2;;2;"";;1;3;"";15;1;1;2;;2;1;7;"11";371
131274;"743-05579776682-D";4;11;2016;1;6;1;"";4;"";;1000;5;"";2;1;"";2;"";4;"";;;;28;2;1;1;1;1;3;1;;1;150;2;"";2;;2;;2;;1;"OTROS ARREGLOS";1400;2;;2;;2;;2;;2;"";;1;3;"";120;5;3;2;;2;2;7;"23";574
131275;"743-05579776682-D";4;11;2016;1;4;1;"";4;"";;700;5;"";2;1;"";2;"";4;"";;;;70;2;1;1;1;1;2;1;;1;150;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;5;4;2;;2;2;7;"23";574
131276;"743-05579776682-D";5;11;2016;1;2;1;"";4;"";;1000;5;"";2;1;"";2;"";5;"";;;;50;2;1;1;1;1;3;1;;1;40;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";60;2;1;2;;2;2;7;"23";574
131289;"314-05254151307-A";4;11;2016;1;4;3;"";;"";2000;;1;"";1;2;"";6;"";1;"";2;0;1;200;2;1;1;1;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;3;2;;1;1;3;"14";212
131290;"314-05254151307-A";4;11;2016;1;9;1;"";4;"";;2000;1;"";1;2;"";6;"";1;"";6;0;1;120;1;1;1;1;1;1;1;;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;5;4;1;40;1;1;3;"14";212
131291;"314-05254151307-A";4;11;2016;1;5;1;"";4;"";;1500;2;"";1;1;"";5;"";1;"";10;0;1;60;2;1;1;1;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;4;3;1;35;1;1;3;"14";212
131310;"743-05579776682-D";4;11;2016;1;4;1;"";4;"";;700;5;"";2;1;"";2;"";1;"";24;0;7;50;2;1;1;1;1;3;1;;1;60;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";60;5;4;2;;2;2;7;"23";574
131311;"743-05579776682-D";4;11;2016;1;12;1;"";4;"";;700;5;"";2;1;"";2;"";1;"";24;0;7;50;2;1;1;1;1;3;1;;1;70;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";90;5;5;2;;2;2;7;"23";574
131329;"743-05579776682-D";5;11;2016;1;4;1;"";4;"";;1000;5;"";2;1;"";2;"";4;"";;;;50;2;1;1;1;1;2;1;;1;90;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";60;4;3;2;;2;2;7;"23";574
131334;"641-02992490167-D";3;11;2016;1;5;1;"";4;"";;200;2;"";1;2;"";5;"";9;"";;;;8;1;2;2;1;5;;;;1;20;2;"";2;;2;;2;;2;"";;1;800;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;6;"21";159
131340;"641-02992490167-D";3;11;2016;1;4;1;"";4;"";;750;1;"";1;2;"";5;"";9;"";;;;8;1;1;2;2;1;2;1;;1;18;7;"LO TIRAN AL TERRENO DE SEMBRADIO";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;4;2;2;;2;2;6;"21";159
131345;"641-02992490167-D";4;11;2016;1;2;1;"";4;"";;300;1;"";2;2;"";5;"";9;"";;;;8;1;1;2;2;5;;;;1;16;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;6;"21";159
131350;"641-02992490167-D";3;11;2016;1;5;1;"";4;"";;100;1;"";1;2;"";5;"";9;"";;;;0;1;1;1;1;5;;;;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;6;"21";159
131363;"641-02992490167-D";3;11;2016;1;4;1;"";4;"";;1000;1;"";1;2;"";5;"";9;"";;;;0;2;2;1;1;2;;1;;1;40;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;6;"21";159
131368;"641-02992490167-D";4;11;2016;1;3;1;"";4;"";;800;1;"";1;2;"";5;"";9;"";;;;0;1;1;1;1;2;;2;2;1;35;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;4;4;2;;2;2;6;"21";159
131372;"744-04710324461-A";4;11;2016;1;3;1;"";4;"";;500;1;"";1;2;"";6;"";2;"";24;0;7;20;2;1;1;1;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";20;2;2;2;;2;2;7;"24";682
131373;"744-04710324461-A";4;11;2016;1;2;1;"";4;"";;600;2;"";1;2;"";7;"";1;"";24;0;7;20;2;1;1;1;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;2;2;7;"24";682
131383;"641-02992490167-D";4;11;2016;1;5;1;"";4;"";;500;1;"";1;2;"";5;"";9;"";;;;8;1;2;1;1;1;2;1;;1;45;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";37;3;2;2;;2;2;6;"21";159
131384;"641-02992490167-D";4;11;2016;1;4;1;"";4;"";;500;1;"";2;2;"";5;"";9;"";;;;8;1;2;1;1;2;;1;;1;30;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;6;"21";159
131394;"641-02992490167-D";4;11;2016;1;6;1;"";4;"";;500;2;"";1;2;"";5;"";9;"";;;;8;1;2;1;1;1;2;1;;1;35;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;6;"21";159
131401;"243-06209556440-A";1;11;2016;4;2;6;"";;"";;200;1;"";1;1;"";5;"";9;"";;;;0;1;1;1;1;2;;2;9;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;1;2;;2;2;2;"23";853
131402;"243-06209556440-A";1;11;2016;4;1;6;"";;"";;200;1;"";1;3;"";5;"";9;"";;;;0;1;1;1;1;2;;2;9;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;1;2;;2;2;2;"23";853
131406;"243-06209556440-A";2;11;2016;4;1;6;"";;"";;150;1;"";1;3;"";5;"";9;"";;;;0;1;1;1;1;2;;2;9;1;0;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;1;2;;2;2;2;"23";853
131408;"251-06257568981-D";4;11;2016;1;5;1;"";4;"";;250;1;"";1;1;"";5;"";9;"";;;;0;1;1;1;1;1;2;1;;1;10;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;0;2;;2;2;2;"21";801
131409;"251-06257568981-D";4;11;2016;1;9;2;"";4;"";;200;1;"";2;1;"";5;"";9;"";;;;0;2;1;1;1;2;;1;;1;60;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";31;6;5;2;;2;2;2;"21";801
131410;"251-06257568981-D";4;11;2016;1;5;1;"";4;"";;100;2;"";1;1;"";5;"";9;"";;;;0;2;1;2;1;2;;1;;1;15;2;"";1;250;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;2;2;2;;2;2;2;"21";801
131430;"614-02972533774-A";3;11;2016;4;4;7;"";;"";;700;1;"";1;3;"";6;"";2;"";24;0;7;50;2;1;1;1;1;1;1;;1;70;6;"";2;;1;20;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;1;1;6;"14";163
131435;"614-02972533774-A";3;11;2016;4;6;7;"";;"";;700;1;"";1;3;"";6;"";2;"";24;0;7;60;1;1;1;1;1;1;1;;1;75;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;1;1;6;"14";163
131442;"614-02972533774-A";5;11;2016;4;2;3;"";;"";1500;;1;"";1;1;"";6;"";1;"";24;0;7;40;2;1;1;1;1;1;2;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;2;2;;2;1;6;"14";163
131447;"243-06209556440-A";1;11;2016;1;1;6;"";;"";;100;1;"";1;3;"";5;"";9;"";;;;0;2;1;2;2;2;;2;7;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";35;1;0;2;;2;2;2;"23";853
131448;"243-06209556440-A";1;11;2016;4;1;6;"";;"";;100;1;"";1;3;"";5;"";9;"";;;;0;2;1;2;2;2;;2;7;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";35;1;0;2;;2;2;2;"23";853
131450;"243-06209556440-A";1;11;2016;1;6;3;"";;"";150;;2;"";1;1;"";1;"";9;"";;;;25;2;1;2;2;2;;1;;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;1;2;;2;2;2;"23";853
131458;"251-06257568981-D";4;11;2016;1;2;1;"";4;"";;100;2;"";1;1;"";3;"";9;"";;;;0;2;1;2;2;5;;;;1;11;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;3;1;2;;2;2;2;"21";801
131461;"251-06257568981-D";4;11;2016;4;3;7;"";;"";;100;2;"";1;5;"MADERA";5;"";9;"";;;;0;2;2;2;2;2;;1;;1;10;1;"";1;200;1;200;1;50;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;0;2;;2;2;2;"21";801
131465;"251-06257568981-D";4;11;2016;1;1;6;"";;"";;120;2;"";1;1;"";1;"";9;"";;;;0;2;1;2;2;1;4;1;;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;0;2;;2;2;2;"21";801
131467;"733-05408832659-A";4;11;2016;1;3;1;"";4;"";;1000;1;"";1;3;"";5;"";1;"";24;0;7;30;1;1;1;1;1;2;1;;1;80;2;"";2;;1;200;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;6;3;2;;1;1;7;"13";473
131468;"733-05408832659-A";4;11;2016;3;3;3;"";;"";300;;1;"";1;3;"";5;"";1;"";24;0;7;20;1;1;1;1;1;5;1;;1;60;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";30;1;1;2;;2;1;7;"13";473
131469;"733-05408832659-A";5;11;2016;4;1;3;"";;"";300;;1;"";1;2;"";6;"";2;"";24;0;7;20;2;1;2;2;1;2;2;5;1;50;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;1;7;"13";473
131477;"151-03959251155-D";4;11;2016;1;1;7;"";;"";;50;2;"";2;4;"";1;"";8;"";;;;;2;1;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;1;"21";299
131479;"151-03959251155-D";4;11;2016;1;5;1;"";4;"";;50;2;"";2;4;"";1;"";8;"";;;;;1;1;2;2;5;;;;1;0;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;1;"21";299
131480;"151-03959251155-D";4;11;2016;1;2;1;"";4;"";;50;2;"";2;4;"";1;"";8;"";;;;;1;1;2;2;5;;;;1;0;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;1;"21";299
131488;"143-03790606856-A";1;11;2016;1;3;1;"";4;"";;100;2;"";1;1;"";5;"";4;"";;;;5;1;1;1;1;5;;;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;0;2;;2;2;1;"23";276
131489;"143-03790606856-A";1;11;2016;1;7;2;"";4;"";;50;2;"";1;1;"";5;"";2;"";24;0;7;5;1;1;1;1;5;;;;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;0;2;;2;2;1;"23";276
131490;"143-03790606856-A";1;11;2016;1;2;1;"";4;"";;50;2;"";2;1;"";1;"";2;"";24;0;7;5;2;1;1;1;5;;;;1;13;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;1;0;2;;2;2;1;"23";276
131503;"151-03959251155-D";4;11;2016;1;5;1;"";4;"";;400;2;"";1;2;"";1;"";8;"";;;;;1;1;2;2;4;;1;;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;1;"21";299
131521;"151-03959251155-D";4;11;2016;1;8;1;"";4;"";;200;2;"";1;2;"";5;"";8;"";;;;5;1;1;2;2;4;;1;;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;2;2;;2;2;1;"21";299
131530;"151-03959251155-D";4;11;2016;1;4;1;"";4;"";;150;2;"";1;2;"";5;"";8;"";;;;;1;1;2;2;4;;1;;1;0;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;2;2;;2;2;1;"21";299
131535;"143-03790606856-A";1;11;2016;1;3;1;"";4;"";;200;2;"";1;2;"";5;"";2;"";24;0;6;5;1;1;2;2;5;;;;1;15;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;1;"23";276
131536;"143-03790606856-A";2;11;2016;1;3;1;"";4;"";;300;2;"";2;2;"";1;"";2;"";24;0;6;5;1;1;2;2;5;;;;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";35;2;1;2;;2;2;1;"23";276
131537;"143-03790606856-A";2;11;2016;4;3;7;"";;"";;50;1;"";1;1;"";5;"";2;"";24;0;7;5;2;1;1;1;1;1;2;2;1;17;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";40;1;0;2;;2;2;1;"23";276
131547;"151-03959251155-D";4;11;2016;1;7;1;"";4;"";;50;2;"";2;4;"";1;"";8;"";;;;;1;1;2;2;5;;;;2;;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;2;2;;2;2;1;"21";299
131555;"151-03959251155-D";4;11;2016;1;9;1;"";4;"";;100;2;"";1;2;"";5;"";8;"";;;;;1;1;2;2;2;;1;;1;0;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;1;2;;2;2;1;"21";299
131565;"151-03959251155-D";4;11;2016;1;1;7;"";;"";;50;2;"";2;4;"";1;"";12;"AGUA DE OTRA VIVIENDA";;;;0;1;2;2;2;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;2;1;"21";299
131567;"143-03790606856-A";1;11;2016;1;4;1;"";4;"";;50;2;"";2;2;"";1;"";1;"";24;0;7;5;1;1;2;2;1;1;1;;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;2;2;;2;2;1;"23";276
131568;"143-03790606856-A";1;11;2016;1;4;1;"";4;"";;50;1;"";2;1;"";5;"";1;"";24;0;7;5;1;1;2;2;1;1;2;2;1;38;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";70;2;2;2;;2;2;1;"23";276
131569;"143-03790606856-A";2;11;2016;1;4;1;"";4;"";;150;2;"";2;2;"";1;"";1;"";24;0;7;5;1;1;2;2;5;;;;1;10;2;"";2;;2;;2;;1;"COLOCADO DE PUERTA DE MADERA";1000;2;;2;;2;;2;;2;"";;2;3;"";35;1;0;2;;2;2;1;"23";276
131582;"151-03959251155-D";4;11;2016;1;3;1;"";4;"";;50;2;"";2;2;"";1;"";8;"";;;;;1;1;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;1;"21";299
131583;"151-03959251155-D";4;11;2016;1;2;1;"";4;"";;50;2;"";1;4;"";1;"";8;"";;;;;1;1;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;3;1;2;;2;2;1;"21";299
131584;"151-03959251155-D";4;11;2016;1;1;1;"";4;"";;50;2;"";2;4;"";1;"";8;"";;;;;1;1;2;2;5;;;;2;;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;1;"21";299
131591;"143-03790606856-A";1;11;2016;1;1;1;"";4;"";;50;2;"";1;1;"";5;"";2;"";24;0;7;5;1;1;1;2;5;;;;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";35;1;0;2;;2;2;1;"23";276
131593;"143-03790606856-A";1;11;2016;1;2;2;"";4;"";;70;2;"";1;2;"";5;"";2;"";24;0;7;5;1;1;1;2;5;;;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;3;2;2;;2;2;1;"23";276
