folio;item;s8_13;s8_14;s8_15;s8_16;factor_ant;factor
"21-06117946195-A0081";10;1;1;5;3000;195;197
"21-06117946195-A0091";1;2;;;;195;197
"21-06117946195-A0091";3;2;;;;195;197
"21-06117946195-A0091";4;2;;;;195;197
"21-06117946195-A0091";6;2;;;;195;197
"21-06117946195-A0091";8;2;;;;195;197
"21-06117946195-A0091";9;2;;;;195;197
"21-06117946195-A0091";2;1;1;2;200;195;197
"21-06117946195-A0091";5;1;1;2;150;195;197
"21-06117946195-A0091";7;1;1;4;550;195;197
"21-06117946195-A0091";10;1;1;1;34000;195;197
"21-06117946195-A0101";1;2;;;;195;197
"21-06117946195-A0101";4;2;;;;195;197
"21-06117946195-A0101";6;2;;;;195;197
"21-06117946195-A0101";8;2;;;;195;197
"21-06117946195-A0101";9;2;;;;195;197
"21-06117946195-A0101";10;2;;;;195;197
"21-06117946195-A0101";2;1;1;1;3800;195;197
"21-06117946195-A0101";3;1;1;1;4000;195;197
"21-06117946195-A0101";5;1;1;5;260;195;197
"21-06117946195-A0101";7;1;1;12;2100;195;197
"21-06117946195-A0121";1;2;;;;195;197
"21-06117946195-A0121";3;2;;;;195;197
"21-06117946195-A0121";4;2;;;;195;197
"21-06117946195-A0121";6;2;;;;195;197
"21-06117946195-A0121";7;2;;;;195;197
"21-06117946195-A0121";8;2;;;;195;197
"21-06117946195-A0121";9;2;;;;195;197
"21-06117946195-A0121";10;2;;;;195;197
"21-06117946195-A0121";2;1;1;45;999999;195;197
"21-06117946195-A0121";5;1;1;40;999999;195;197
"21-06118074065-A0021";1;2;;;;166;168
"21-06118074065-A0021";3;2;;;;166;168
"21-06118074065-A0021";4;2;;;;166;168
"21-06118074065-A0021";6;2;;;;166;168
"21-06118074065-A0021";8;2;;;;166;168
"21-06118074065-A0021";9;2;;;;166;168
"21-06118074065-A0021";10;2;;;;166;168
"21-06118074065-A0021";2;1;1;20;999999;166;168
"21-06118074065-A0021";5;1;1;10;200;166;168
"21-06118074065-A0021";7;1;2;2;800;166;168
"21-06118074065-A0051";5;2;;;;166;168
"21-06118074065-A0051";6;2;;;;166;168
"21-06118074065-A0051";8;2;;;;166;168
"21-06118074065-A0051";9;2;;;;166;168
"21-06118074065-A0051";10;2;;;;166;168
"21-06118074065-A0051";1;1;1;3;300;166;168
"21-06118074065-A0051";2;1;1;4;600;166;168
"21-06118074065-A0051";3;1;1;2;700;166;168
"21-06118074065-A0051";4;1;1;5;600;166;168
"21-06118074065-A0051";7;1;1;5;1200;166;168
"21-06118074065-A0071";3;2;;;;166;168
"21-06118074065-A0071";5;2;;;;166;168
"21-06118074065-A0071";6;2;;;;166;168
"21-06118074065-A0071";8;2;;;;166;168
"21-06118074065-A0071";9;2;;;;166;168
"21-06118074065-A0071";10;2;;;;166;168
"21-06118074065-A0071";1;1;1;10;1500;166;168
"21-06118074065-A0071";2;1;1;15;999999;166;168
"21-06118074065-A0071";4;1;1;4;999999;166;168
"21-06118074065-A0071";7;1;1;14;1750;166;168
"21-06118074065-A0101";1;2;;;;166;168
"21-06118074065-A0101";3;2;;;;166;168
"21-06118074065-A0101";4;2;;;;166;168
"21-06118074065-A0101";6;2;;;;166;168
"21-06118074065-A0101";8;2;;;;166;168
"21-06118074065-A0101";9;2;;;;166;168
"21-06118074065-A0101";10;2;;;;166;168
"21-06118074065-A0101";2;1;1;20;999999;166;168
"21-06118074065-A0101";5;1;1;15;999999;166;168
"21-06118074065-A0101";7;1;2;10;800;166;168
"21-06118074065-A0121";3;2;;;;166;168
"21-06118074065-A0121";5;2;;;;166;168
"21-06118074065-A0121";6;2;;;;166;168
"21-06118074065-A0121";8;2;;;;166;168
"21-06118074065-A0121";9;2;;;;166;168
"21-06118074065-A0121";1;1;1;6;900;166;168
"21-06118074065-A0121";2;1;1;3;500;166;168
"21-06118074065-A0121";4;1;1;8;4000;166;168
"21-06118074065-A0121";7;1;1;1;1000;166;168
"21-06118074065-A0121";10;1;1;5;90000;166;168
"21-06118074065-A0141";1;2;;;;166;168
"21-06118074065-A0141";5;2;;;;166;168
"21-06118074065-A0141";6;2;;;;166;168
"21-06118074065-A0141";8;2;;;;166;168
"21-06118074065-A0141";2;1;1;4;500;166;168
"21-06118074065-A0141";3;1;1;6;1000;166;168
"21-06118074065-A0141";4;1;1;5;700;166;168
"21-06118074065-A0141";7;1;1;3;560;166;168
"21-06118074065-A0141";9;1;1;5;7000;166;168
"21-06118074065-A0141";10;1;2;10;21500;166;168
"21-06118074065-A0171";3;2;;;;166;168
"21-06118074065-A0171";6;2;;;;166;168
"21-06118074065-A0171";8;2;;;;166;168
"21-06118074065-A0171";9;2;;;;166;168
"21-06118074065-A0171";10;2;;;;166;168
"21-06118074065-A0171";1;1;1;5;500;166;168
"21-06118074065-A0171";2;1;1;5;800;166;168
"21-06118074065-A0171";4;1;1;3;1200;166;168
"21-06118074065-A0171";5;1;1;6;400;166;168
"21-06118074065-A0171";7;1;1;8;800;166;168
"21-06118074065-A0191";5;2;;;;166;168
"21-06118074065-A0191";6;2;;;;166;168
"21-06118074065-A0191";8;2;;;;166;168
"21-06118074065-A0191";9;2;;;;166;168
"21-06118074065-A0191";10;2;;;;166;168
"21-06118074065-A0191";1;1;1;10;700;166;168
"21-06118074065-A0191";2;1;1;5;1000;166;168
"21-06118074065-A0191";3;1;1;3;1500;166;168
"21-06118074065-A0191";4;1;1;7;4000;166;168
"21-06118074065-A0191";7;1;1;10;1500;166;168
"21-06118074065-A0221";1;2;;;;166;168
"21-06118074065-A0221";6;2;;;;166;168
"21-06118074065-A0221";8;2;;;;166;168
"21-06118074065-A0221";9;2;;;;166;168
"21-06118074065-A0221";10;2;;;;166;168
"21-06118074065-A0221";2;1;1;7;600;166;168
"21-06118074065-A0221";3;1;1;10;2500;166;168
"21-06118074065-A0221";4;1;1;2;900;166;168
"21-06118074065-A0221";5;1;1;15;500;166;168
"21-06118074065-A0221";7;1;1;11;2000;166;168
"21-06118074065-A0241";3;2;;;;166;168
"21-06118074065-A0241";4;2;;;;166;168
"21-06118074065-A0241";6;2;;;;166;168
"21-06118074065-A0241";8;2;;;;166;168
"21-06118074065-A0241";9;2;;;;166;168
"21-06118074065-A0241";10;2;;;;166;168
"21-06118074065-A0241";1;1;1;10;500;166;168
"21-06118074065-A0241";2;1;1;10;500;166;168
"21-06118074065-A0241";5;1;1;4;200;166;168
"21-06118074065-A0241";7;1;1;10;1500;166;168
"21-06118074065-A0261";3;2;;;;166;168
"21-06118074065-A0261";4;2;;;;166;168
"21-06118074065-A0261";6;2;;;;166;168
"21-06118074065-A0261";8;2;;;;166;168
"21-06118074065-A0261";9;2;;;;166;168
"21-06118074065-A0261";1;1;1;2;2500;166;168
"21-06118074065-A0261";2;1;1;1;6000;166;168
"21-06118074065-A0261";5;1;1;1;999999;166;168
"21-06118074065-A0261";7;1;1;1;2500;166;168
"21-06118074065-A0261";10;1;1;3;999999;166;168
"21-06118074065-A0291";3;2;;;;166;168
"21-06118074065-A0291";4;2;;;;166;168
"21-06118074065-A0291";6;2;;;;166;168
"21-06118074065-A0291";8;2;;;;166;168
"21-06118074065-A0291";9;2;;;;166;168
"21-06118074065-A0291";10;2;;;;166;168
"21-06118074065-A0291";1;1;1;9;999999;166;168
"21-06118074065-A0291";2;1;1;10;999999;166;168
"21-06118074065-A0291";5;1;1;10;999999;166;168
"21-06118074065-A0291";7;1;1;20;10000;166;168
"21-06118442177-A0121";5;2;;;;195;197
"21-06118442177-A0121";8;2;;;;195;197
"21-06118442177-A0121";9;2;;;;195;197
"21-06118442177-A0121";10;2;;;;195;197
"21-06118442177-A0121";1;1;1;5;2000;195;197
"21-06118442177-A0121";2;1;2;5;350;195;197
"21-06118442177-A0121";3;1;1;6;2784;195;197
"21-06118442177-A0121";4;1;1;3;2500;195;197
"21-06118442177-A0121";6;1;1;5;2100;195;197
"21-06118442177-A0121";7;1;2;5;2700;195;197
"21-06118442177-A0221";5;2;;;;195;197
"21-06118442177-A0221";8;2;;;;195;197
"21-06118442177-A0221";9;2;;;;195;197
"21-06118442177-A0221";1;1;2;10;1600;195;197
"21-06118442177-A0221";2;1;1;5;900;195;197
"21-06118442177-A0221";3;1;1;5;1100;195;197
"21-06118442177-A0221";4;1;1;5;1200;195;197
"21-06118442177-A0221";6;1;1;5;1500;195;197
"21-06118442177-A0221";7;1;4;4;4400;195;197
"21-06118442177-A0221";10;1;1;3;6000;195;197
"21-06118442177-A0331";1;2;;;;195;197
"21-06118442177-A0331";3;2;;;;195;197
"21-06118442177-A0331";4;2;;;;195;197
"21-06118442177-A0331";6;2;;;;195;197
"21-06118442177-A0331";8;2;;;;195;197
"21-06118442177-A0331";9;2;;;;195;197
"21-06118442177-A0331";10;2;;;;195;197
"21-06118442177-A0331";2;1;1;10;450;195;197
"21-06118442177-A0331";5;1;1;10;300;195;197
"21-06118442177-A0331";7;1;1;5;1200;195;197
"21-06118442177-A0431";5;2;;;;195;197
"21-06118442177-A0431";8;2;;;;195;197
"21-06118442177-A0431";9;2;;;;195;197
"21-06118442177-A0431";10;2;;;;195;197
"21-06118442177-A0431";1;1;1;10;2000;195;197
"21-06118442177-A0431";2;1;2;15;1500;195;197
"21-06118442177-A0431";3;1;1;2;3000;195;197
"21-06118442177-A0431";4;1;1;2;3100;195;197
"21-06118442177-A0431";6;1;1;1;2000;195;197
"21-06118442177-A0431";7;1;4;1;3000;195;197
"21-06118442177-A0541";5;2;;;;195;197
"21-06118442177-A0541";9;2;;;;195;197
"21-06118442177-A0541";10;2;;;;195;197
"21-06118442177-A0541";1;1;1;20;0;195;197
"21-06118442177-A0541";2;1;1;20;0;195;197
"21-06118442177-A0541";3;1;1;20;0;195;197
"21-06118442177-A0541";4;1;1;5;3500;195;197
"21-06118442177-A0541";6;1;1;20;0;195;197
"21-06118442177-A0541";7;1;1;10;2100;195;197
"21-06118442177-A0541";8;1;1;5;1500;195;197
"21-06118442177-A0641";1;2;;;;195;197
"21-06118442177-A0641";2;2;;;;195;197
"21-06118442177-A0641";3;2;;;;195;197
"21-06118442177-A0641";4;2;;;;195;197
"21-06118442177-A0641";6;2;;;;195;197
"21-06118442177-A0641";7;2;;;;195;197
"21-06118442177-A0641";8;2;;;;195;197
"21-06118442177-A0641";9;2;;;;195;197
"21-06118442177-A0641";10;2;;;;195;197
"21-06118442177-A0641";5;1;1;1;300;195;197
"21-06118442177-A0751";1;2;;;;195;197
"21-06118442177-A0751";3;2;;;;195;197
"21-06118442177-A0751";4;2;;;;195;197
"21-06118442177-A0751";6;2;;;;195;197
"21-06118442177-A0751";8;2;;;;195;197
"21-06118442177-A0751";9;2;;;;195;197
"21-06118442177-A0751";10;2;;;;195;197
"21-06118442177-A0751";2;1;1;15;150;195;197
"21-06118442177-A0751";5;1;2;10;200;195;197
"21-06118442177-A0751";7;1;1;10;500;195;197
"21-06118442177-A0851";9;2;;;;195;197
"21-06118442177-A0851";10;2;;;;195;197
"21-06118442177-A0851";1;1;1;40;500;195;197
"21-06118442177-A0851";2;1;1;22;400;195;197
"21-06118442177-A0851";3;1;1;1;400;195;197
"21-06118442177-A0851";4;1;1;4;3500;195;197
"21-06118442177-A0851";5;1;1;6;150;195;197
"21-06118442177-A0851";6;1;1;25;1000;195;197
"21-06118442177-A0851";7;1;1;4;2000;195;197
"21-06118442177-A0851";8;1;1;4;2100;195;197
"21-06118442177-A0961";1;2;;;;195;197
"21-06118442177-A0961";3;2;;;;195;197
"21-06118442177-A0961";4;2;;;;195;197
"21-06118442177-A0961";5;2;;;;195;197
"21-06118442177-A0961";8;2;;;;195;197
"21-06118442177-A0961";9;2;;;;195;197
"21-06118442177-A0961";10;2;;;;195;197
"21-06118442177-A0961";2;1;1;2;800;195;197
"21-06118442177-A0961";6;1;1;1;1400;195;197
"21-06118442177-A0961";7;1;1;4;700;195;197
"21-06118442177-A1171";1;1;999999;999999;600;195;197
"21-06118442177-A1171";2;1;999999;999999;70;195;197
"21-06118442177-A1171";4;2;;;;195;197
"21-06118442177-A1171";6;2;;;;195;197
"21-06118442177-A1171";8;2;;;;195;197
"21-06118442177-A1171";9;2;;;;195;197
"21-06118442177-A1171";10;2;;;;195;197
"21-06118442177-A1171";3;1;1;1;1200;195;197
"21-06118442177-A1171";5;1;1;15;150;195;197
"21-06118442177-A1171";7;1;3;2;1200;195;197
"21-06118492468-A0021";6;2;;;;166;168
"21-06118492468-A0021";8;2;;;;166;168
"21-06118492468-A0021";9;2;;;;166;168
"21-06118492468-A0021";10;2;;;;166;168
"21-06118492468-A0021";1;1;1;7;999999;166;168
"21-06118492468-A0021";2;1;1;8;1000;166;168
"21-06118492468-A0021";3;1;1;3;1500;166;168
"21-06118492468-A0021";4;1;1;1;3500;166;168
"21-06118492468-A0021";5;1;1;2;700;166;168
"21-06118492468-A0021";7;1;1;2;1800;166;168
"21-06118492468-A0051";1;2;;;;166;168
"21-06118492468-A0051";3;2;;;;166;168
"21-06118492468-A0051";4;2;;;;166;168
"21-06118492468-A0051";6;2;;;;166;168
"21-06118492468-A0051";8;2;;;;166;168
"21-06118492468-A0051";9;2;;;;166;168
"21-06118492468-A0051";10;2;;;;166;168
"21-06118492468-A0051";2;1;1;2;1900;166;168
"21-06118492468-A0051";5;1;1;1;120;166;168
"21-06118492468-A0051";7;1;1;10;10000;166;168
"21-06118492468-A0071";3;2;;;;166;168
"21-06118492468-A0071";4;2;;;;166;168
"21-06118492468-A0071";6;2;;;;166;168
"21-06118492468-A0071";8;2;;;;166;168
"21-06118492468-A0071";9;2;;;;166;168
"21-06118492468-A0071";10;2;;;;166;168
"21-06118492468-A0071";1;1;1;5;200;166;168
"21-06118492468-A0071";2;1;1;18;800;166;168
"21-06118492468-A0071";5;1;1;18;300;166;168
"21-06118492468-A0071";7;1;1;10;1200;166;168
"21-06118492468-A0101";3;2;;;;166;168
"21-06118492468-A0101";4;2;;;;166;168
"21-06118492468-A0101";6;2;;;;166;168
"21-06118492468-A0101";8;2;;;;166;168
"21-06118492468-A0101";9;2;;;;166;168
"21-06118492468-A0101";10;2;;;;166;168
"21-06118492468-A0101";1;1;1;5;200;166;168
"21-06118492468-A0101";2;1;1;2;700;166;168
"21-06118492468-A0101";5;1;1;1;100;166;168
"21-06118492468-A0101";7;1;1;12;700;166;168
"21-06118492468-A0121";3;2;;;;166;168
"21-06118492468-A0121";5;2;;;;166;168
"21-06118492468-A0121";8;2;;;;166;168
"21-06118492468-A0121";9;2;;;;166;168
"21-06118492468-A0121";10;2;;;;166;168
"21-06118492468-A0121";1;1;1;5;2500;166;168
"21-06118492468-A0121";2;1;1;20;800;166;168
"21-06118492468-A0121";4;1;1;5;4000;166;168
"21-06118492468-A0121";6;1;1;7;1500;166;168
"21-06118492468-A0121";7;1;4;3;3800;166;168
"21-06118492468-A0141";3;2;;;;166;168
"21-06118492468-A0141";6;2;;;;166;168
"21-06118492468-A0141";8;2;;;;166;168
"21-06118492468-A0141";9;2;;;;166;168
"21-06118492468-A0141";10;2;;;;166;168
"21-06118492468-A0141";1;1;1;4;2500;166;168
"21-06118492468-A0141";2;1;1;14;600;166;168
"21-06118492468-A0141";4;1;1;1;7000;166;168
"21-06118492468-A0141";5;1;1;1;250;166;168
"21-06118492468-A0141";7;1;1;8;2100;166;168
"21-06118492468-A0171";1;2;;;;166;168
"21-06118492468-A0171";3;2;;;;166;168
"21-06118492468-A0171";4;2;;;;166;168
"21-06118492468-A0171";6;2;;;;166;168
"21-06118492468-A0171";8;2;;;;166;168
"21-06118492468-A0171";9;2;;;;166;168
"21-06118492468-A0171";10;2;;;;166;168
"21-06118492468-A0171";2;1;1;5;800;166;168
"21-06118492468-A0171";5;1;1;10;180;166;168
"21-06118492468-A0171";7;1;2;4;750;166;168
"21-06118492468-A0191";1;2;;;;166;168
"21-06118492468-A0191";3;2;;;;166;168
"21-06118492468-A0191";4;2;;;;166;168
"21-06118492468-A0191";5;2;;;;166;168
"21-06118492468-A0191";8;2;;;;166;168
"21-06118492468-A0191";9;2;;;;166;168
"21-06118492468-A0191";10;2;;;;166;168
"21-06118492468-A0191";2;1;1;1;999999;166;168
"21-06118492468-A0191";6;1;1;2;1200;166;168
"21-06118492468-A0191";7;1;1;4;2500;166;168
"21-06118492468-A0221";1;2;;;;166;168
"21-06118492468-A0221";3;2;;;;166;168
"21-06118492468-A0221";5;2;;;;166;168
"21-06118492468-A0221";8;2;;;;166;168
"21-06118492468-A0221";9;2;;;;166;168
"21-06118492468-A0221";10;2;;;;166;168
"21-06118492468-A0221";2;1;1;3;600;166;168
"21-06118492468-A0221";4;1;1;1;4000;166;168
"21-06118492468-A0221";6;1;1;3;500;166;168
"21-06118492468-A0221";7;1;1;4;1400;166;168
"21-06118492468-A0241";1;2;;;;166;168
"21-06118492468-A0241";3;2;;;;166;168
"21-06118492468-A0241";4;2;;;;166;168
"21-06118492468-A0241";5;2;;;;166;168
"21-06118492468-A0241";6;2;;;;166;168
"21-06118492468-A0241";8;2;;;;166;168
"21-06118492468-A0241";9;2;;;;166;168
"21-06118492468-A0241";2;1;1;2;700;166;168
"21-06118492468-A0241";7;1;1;4;1200;166;168
"21-06118492468-A0241";10;1;1;1;105000;166;168
"21-06118492468-A0261";1;2;;;;166;168
"21-06118492468-A0261";3;2;;;;166;168
"21-06118492468-A0261";4;2;;;;166;168
"21-06118492468-A0261";5;2;;;;166;168
"21-06118492468-A0261";6;2;;;;166;168
"21-06118492468-A0261";7;1;999999;999999;10000;166;168
"21-06118492468-A0261";8;2;;;;166;168
"21-06118492468-A0261";9;2;;;;166;168
"21-06118492468-A0261";2;1;1;3;500;166;168
"21-06118492468-A0261";10;1;1;5;17500;166;168
"21-06118492468-A0291";1;2;;;;166;168
"21-06118492468-A0291";3;2;;;;166;168
"21-06118492468-A0291";4;2;;;;166;168
"21-06118492468-A0291";5;2;;;;166;168
"21-06118492468-A0291";6;2;;;;166;168
"21-06118492468-A0291";8;2;;;;166;168
"21-06118492468-A0291";9;2;;;;166;168
"21-06118492468-A0291";10;2;;;;166;168
"21-06118492468-A0291";2;1;1;1;180;166;168
"21-06118492468-A0291";7;1;1;2;1400;166;168
"21-06119424628-A0031";4;2;;;;177;179
"21-06119424628-A0031";5;2;;;;177;179
"21-06119424628-A0031";8;2;;;;177;179
"21-06119424628-A0031";9;2;;;;177;179
"21-06119424628-A0031";10;2;;;;177;179
"21-06119424628-A0031";1;1;1;20;800;177;179
"21-06119424628-A0031";2;1;1;20;600;177;179
"21-06119424628-A0031";3;1;1;10;900;177;179
"21-06119424628-A0031";6;1;1;20;1000;177;179
"21-06119424628-A0031";7;1;2;15;10000;177;179
"21-06119424628-A0071";1;2;;;;177;179
"21-06119424628-A0071";2;1;999999;999999;800;177;179
"21-06119424628-A0071";3;1;999999;999999;1000;177;179
"21-06119424628-A0071";4;1;999999;999999;3500;177;179
"21-06119424628-A0071";5;1;999999;999999;350;177;179
"21-06119424628-A0071";6;2;;;;177;179
"21-06119424628-A0071";7;1;999999;999999;700;177;179
"21-06119424628-A0071";8;2;;;;177;179
"21-06119424628-A0071";9;2;;;;177;179
"21-06119424628-A0071";10;2;;;;177;179
"21-06119424628-A0101";1;2;;;;177;179
"21-06119424628-A0101";4;2;;;;177;179
"21-06119424628-A0101";6;2;;;;177;179
"21-06119424628-A0101";7;2;;;;177;179
"21-06119424628-A0101";8;2;;;;177;179
"21-06119424628-A0101";9;2;;;;177;179
"21-06119424628-A0101";10;2;;;;177;179
"21-06119424628-A0101";2;1;1;1;1500;177;179
"21-06119424628-A0101";3;1;1;10;0;177;179
"21-06119424628-A0101";5;1;1;25;0;177;179
"21-06119424628-A0131";3;2;;;;177;179
"21-06119424628-A0131";4;2;;;;177;179
"21-06119424628-A0131";6;2;;;;177;179
"21-06119424628-A0131";8;2;;;;177;179
"21-06119424628-A0131";9;2;;;;177;179
"21-06119424628-A0131";10;2;;;;177;179
"21-06119424628-A0131";1;1;1;20;500;177;179
"21-06119424628-A0131";2;1;1;5;1200;177;179
"21-06119424628-A0131";5;1;1;5;350;177;179
"21-06119424628-A0131";7;1;3;2;700;177;179
"21-06119424628-A0171";1;2;;;;177;179
"21-06119424628-A0171";2;1;999999;999999;200;177;179
"21-06119424628-A0171";3;2;;;;177;179
"21-06119424628-A0171";4;2;;;;177;179
"21-06119424628-A0171";6;2;;;;177;179
"21-06119424628-A0171";8;2;;;;177;179
"21-06119424628-A0171";9;2;;;;177;179
"21-06119424628-A0171";10;2;;;;177;179
"21-06119424628-A0171";5;1;1;5;150;177;179
"21-06119424628-A0171";7;1;1;5;500;177;179
"21-06119424628-A0201";3;2;;;;177;179
"21-06119424628-A0201";6;2;;;;177;179
"21-06119424628-A0201";8;2;;;;177;179
"21-06119424628-A0201";9;2;;;;177;179
"21-06119424628-A0201";10;2;;;;177;179
"21-06119424628-A0201";1;1;1;6;1300;177;179
"21-06119424628-A0201";2;1;1;5;400;177;179
"21-06119424628-A0201";4;1;2;5;800;177;179
"21-06119424628-A0201";5;1;1;5;1300;177;179
"21-06119424628-A0201";7;1;1;5;10000;177;179
"21-06119424628-A0231";3;2;;;;177;179
"21-06119424628-A0231";4;2;;;;177;179
"21-06119424628-A0231";6;2;;;;177;179
"21-06119424628-A0231";8;2;;;;177;179
"21-06119424628-A0231";9;2;;;;177;179
"21-06119424628-A0231";10;2;;;;177;179
"21-06119424628-A0231";1;1;1;8;999999;177;179
"21-06119424628-A0231";2;1;1;20;999999;177;179
"21-06119424628-A0231";5;1;1;25;999999;177;179
"21-06119424628-A0231";7;1;1;15;10000;177;179
"21-06119424628-A0271";1;2;;;;177;179
"21-06119424628-A0271";3;2;;;;177;179
"21-06119424628-A0271";4;2;;;;177;179
"21-06119424628-A0271";6;2;;;;177;179
"21-06119424628-A0271";8;2;;;;177;179
"21-06119424628-A0271";9;2;;;;177;179
"21-06119424628-A0271";10;2;;;;177;179
"21-06119424628-A0271";2;1;1;10;1000;177;179
"21-06119424628-A0271";5;1;1;5;300;177;179
"21-06119424628-A0271";7;1;1;7;1500;177;179
"21-06119424628-A0331";6;2;;;;177;179
"21-06119424628-A0331";9;2;;;;177;179
"21-06119424628-A0331";10;2;;;;177;179
"21-06119424628-A0331";1;1;1;10;500;177;179
"21-06119424628-A0331";2;1;1;10;200;177;179
"21-06119424628-A0331";3;1;1;5;1200;177;179
"21-06119424628-A0331";4;1;1;3;850;177;179
"21-06119424628-A0331";5;1;1;15;200;177;179
"21-06119424628-A0331";7;1;1;8;1220;177;179
"21-06119424628-A0331";8;1;1;1;800;177;179
"21-06119424628-A0371";8;2;;;;177;179
"21-06119424628-A0371";9;2;;;;177;179
"21-06119424628-A0371";10;2;;;;177;179
"21-06119424628-A0371";1;1;1;5;800;177;179
"21-06119424628-A0371";2;1;1;7;250;177;179
"21-06119424628-A0371";3;1;1;10;800;177;179
"21-06119424628-A0371";4;1;1;5;3000;177;179
"21-06119424628-A0371";5;1;1;3;800;177;179
"21-06119424628-A0371";6;1;1;2;1000;177;179
"21-06119424628-A0371";7;1;2;6;1200;177;179
"21-06119424628-A0401";1;2;;;;177;179
"21-06119424628-A0401";3;2;;;;177;179
"21-06119424628-A0401";4;2;;;;177;179
"21-06119424628-A0401";6;2;;;;177;179
"21-06119424628-A0401";8;2;;;;177;179
"21-06119424628-A0401";9;2;;;;177;179
"21-06119424628-A0401";10;2;;;;177;179
"21-06119424628-A0401";2;1;1;5;250;177;179
"21-06119424628-A0401";5;1;1;10;80;177;179
"21-06119424628-A0401";7;1;1;10;500;177;179
"21-06120079570-A0011";1;2;;;;166;168
"21-06120079570-A0011";2;2;;;;166;168
"21-06120079570-A0011";3;2;;;;166;168
"21-06120079570-A0011";4;2;;;;166;168
"21-06120079570-A0011";8;2;;;;166;168
"21-06120079570-A0011";9;2;;;;166;168
"21-06120079570-A0011";5;1;1;5;150;166;168
"21-06120079570-A0011";6;1;1;6;1100;166;168
"21-06120079570-A0011";7;1;1;20;;166;168
"21-06120079570-A0011";10;1;1;1;;166;168
"21-06120079570-A0031";3;2;;;;166;168
"21-06120079570-A0031";8;2;;;;166;168
"21-06120079570-A0031";9;2;;;;166;168
"21-06120079570-A0031";10;2;;;;166;168
"21-06120079570-A0031";1;1;1;7;;166;168
"21-06120079570-A0031";2;1;2;1;1800;166;168
"21-06120079570-A0031";4;1;1;2;5600;166;168
"21-06120079570-A0031";5;1;1;15;;166;168
"21-06120079570-A0031";6;1;1;8;;166;168
"21-06120079570-A0031";7;1;2;4;4500;166;168
"21-06120079570-A0051";4;2;;;;166;168
"21-06120079570-A0051";5;2;;;;166;168
"21-06120079570-A0051";6;2;;;;166;168
"21-06120079570-A0051";8;2;;;;166;168
"21-06120079570-A0051";9;2;;;;166;168
"21-06120079570-A0051";1;1;1;10;;166;168
"21-06120079570-A0051";2;1;1;10;;166;168
"21-06120079570-A0051";3;1;1;10;;166;168
"21-06120079570-A0051";7;1;1;11;;166;168
"21-06120079570-A0051";10;1;1;8;28700;166;168
"21-06120079570-A0071";1;2;;;;166;168
"21-06120079570-A0071";4;2;;;;166;168
"21-06120079570-A0071";5;2;;;;166;168
"21-06120079570-A0071";6;2;;;;166;168
"21-06120079570-A0071";8;2;;;;166;168
"21-06120079570-A0071";9;2;;;;166;168
"21-06120079570-A0071";10;2;;;;166;168
"21-06120079570-A0071";2;1;1;2;1300;166;168
"21-06120079570-A0071";3;1;1;3;1500;166;168
"21-06120079570-A0071";7;1;1;7;650;166;168
"21-06120079570-A0091";3;2;;;;166;168
"21-06120079570-A0091";6;2;;;;166;168
"21-06120079570-A0091";8;2;;;;166;168
"21-06120079570-A0091";1;1;1;10;800;166;168
"21-06120079570-A0091";2;1;2;2;1200;166;168
"21-06120079570-A0091";4;1;1;5;3000;166;168
"21-06120079570-A0091";5;1;3;20;400;166;168
"21-06120079570-A0091";7;1;1;10;3950;166;168
"21-06120079570-A0091";9;1;1;2;17400;166;168
"21-06120079570-A0091";10;1;1;20;53640;166;168
"21-06120079570-A0111";5;2;;;;166;168
"21-06120079570-A0111";8;2;;;;166;168
"21-06120079570-A0111";9;2;;;;166;168
"21-06120079570-A0111";1;1;1;6;1200;166;168
"21-06120079570-A0111";2;1;1;3;1500;166;168
"21-06120079570-A0111";3;1;1;6;2211;166;168
"21-06120079570-A0111";4;1;1;6;2211;166;168
"21-06120079570-A0111";6;1;1;2;3000;166;168
"21-06120079570-A0111";7;1;1;6;2211;166;168
"21-06120079570-A0111";10;1;1;4;83520;166;168
"21-06120079570-A0131";6;2;;;;166;168
"21-06120079570-A0131";8;2;;;;166;168
"21-06120079570-A0131";9;2;;;;166;168
"21-06120079570-A0131";1;1;1;6;1200;166;168
"21-06120079570-A0131";2;1;1;18;;166;168
"21-06120079570-A0131";3;1;1;9;;166;168
"21-06120079570-A0131";4;1;1;15;2538;166;168
"21-06120079570-A0131";5;1;1;15;220;166;168
"21-06120079570-A0131";7;1;1;15;;166;168
"21-06120079570-A0131";10;1;1;3;48720;166;168
"21-06120079570-A0151";5;2;;;;166;168
"21-06120079570-A0151";9;2;;;;166;168
"21-06120079570-A0151";10;2;;;;166;168
"21-06120079570-A0151";1;1;1;10;;166;168
"21-06120079570-A0151";2;1;1;17;;166;168
"21-06120079570-A0151";3;1;1;15;;166;168
"21-06120079570-A0151";4;1;1;1;2436;166;168
"21-06120079570-A0151";6;1;1;22;;166;168
"21-06120079570-A0151";7;1;1;8;;166;168
"21-06120079570-A0151";8;1;1;3;2200;166;168
"21-06120079570-A0171";8;2;;;;166;168
"21-06120079570-A0171";9;2;;;;166;168
"21-06120079570-A0171";10;2;;;;166;168
"21-06120079570-A0171";1;1;1;12;1200;166;168
"21-06120079570-A0171";2;1;1;4;400;166;168
"21-06120079570-A0171";3;1;1;20;999999;166;168
